stream,base,tag,value,n_removed,n_remaining,before_pass_pct,after_pass_pct,before_bust_pct,after_bust_pct,before_exp_pct,after_exp_pct,before_pass_count,after_pass_count,before_eligible_starts,after_eligible_starts,before_funded_per_slot_year,after_funded_per_slot_year,delta_funded_per_slot_year,years_hold,years_eligible,auto_reject_denominator_artifact,raises_funded_per_slot_year,NOMINEE
kept_583,"10,$1200",near_pdh_10,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",near_pdh_20,False,482,101,31.4,1.2,37.3,4.7,31.2,94.2,165,1,525,86,5.7287,0.1449,-5.5838,0,6,False,False,False
kept_583,"10,$1200",near_pdh_20,True,85,498,31.4,30.9,37.3,31.4,31.2,37.7,165,138,525,446,5.7287,5.3181,-0.4106,4,6,False,False,False
kept_583,"10,$1200",near_pdh_20,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",near_pdl_10,False,541,42,31.4,0.0,37.3,3.4,31.2,96.6,165,0,525,29,5.7287,0.0,-5.7287,0,6,False,False,False
kept_583,"10,$1200",near_pdl_10,True,26,557,31.4,32.1,37.3,34.3,31.2,33.5,165,161,525,501,5.7287,5.7304,0.0017,4,6,True,True,False
kept_583,"10,$1200",near_pdl_10,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",near_pdl_20,False,505,78,31.4,1.6,37.3,1.6,31.2,96.8,165,1,525,63,5.7287,0.1971,-5.5316,0,6,False,False,False
kept_583,"10,$1200",near_pdl_20,True,62,521,31.4,31.6,37.3,35.2,31.2,33.1,165,149,525,471,5.7287,5.5909,-0.1378,3,6,True,False,False
kept_583,"10,$1200",near_pdl_20,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",near_onh_10,True,64,519,31.4,25.9,37.3,38.4,31.2,35.7,165,122,525,471,5.7287,4.5498,-1.1789,1,6,False,False,False
kept_583,"10,$1200",near_onh_10,False,503,80,31.4,1.5,37.3,3.0,31.2,95.5,165,1,525,66,5.7287,0.1871,-5.5416,0,6,False,False,False
kept_583,"10,$1200",near_onh_10,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",near_onh_20,True,122,461,31.4,25.6,37.3,30.4,31.2,44.0,165,107,525,418,5.7287,4.2829,-1.4458,0,6,False,False,False
kept_583,"10,$1200",near_onh_20,False,445,138,31.4,1.7,37.3,3.3,31.2,95.0,165,2,525,120,5.7287,0.2057,-5.523,0,6,False,False,False
kept_583,"10,$1200",near_onh_20,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",near_onl_10,False,514,69,31.4,0.0,37.3,5.3,31.2,94.7,165,0,525,57,5.7287,0.0,-5.7287,0,6,False,False,False
kept_583,"10,$1200",near_onl_10,True,53,530,31.4,29.4,37.3,34.2,31.2,36.5,165,140,525,477,5.7287,5.1893,-0.5394,3,6,False,False,False
kept_583,"10,$1200",near_onl_10,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",near_onl_20,False,463,120,31.4,1.0,37.3,6.7,31.2,92.3,165,1,525,104,5.7287,0.1206,-5.6081,0,6,False,False,False
kept_583,"10,$1200",near_onl_20,True,104,479,31.4,27.8,37.3,34.1,31.2,38.1,165,119,525,428,5.7287,4.8305,-0.8982,2,6,False,False,False
kept_583,"10,$1200",near_onl_20,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",near_pmh_10,False,527,56,31.4,0.0,37.3,2.3,31.2,97.7,165,0,525,44,5.7287,0.0,-5.7287,0,6,False,False,False
kept_583,"10,$1200",near_pmh_10,True,40,543,31.4,30.8,37.3,36.5,31.2,32.7,165,151,525,490,5.7287,5.557,-0.1717,2,6,False,False,False
kept_583,"10,$1200",near_pmh_10,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",near_pmh_20,False,483,100,31.4,0.0,37.3,5.8,31.2,94.2,165,0,525,86,5.7287,0.0,-5.7287,0,6,False,False,False
kept_583,"10,$1200",near_pmh_20,True,84,499,31.4,30.0,37.3,36.2,31.2,33.8,165,136,525,453,5.7287,5.2162,-0.5125,3,6,False,False,False
kept_583,"10,$1200",near_pmh_20,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",near_pml_10,False,524,59,31.4,0.0,37.3,0.0,31.2,100.0,165,0,525,47,5.7287,0.0,-5.7287,0,6,False,False,False
kept_583,"10,$1200",near_pml_10,True,43,540,31.4,30.6,37.3,37.2,31.2,32.2,165,149,525,487,5.7287,5.6094,-0.1193,3,6,False,False,False
kept_583,"10,$1200",near_pml_10,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",near_pml_20,True,96,487,31.4,30.4,37.3,35.2,31.2,34.5,165,133,525,438,5.7287,5.4588,-0.2699,3,6,False,False,False
kept_583,"10,$1200",near_pml_20,False,471,112,31.4,5.2,37.3,0.0,31.2,94.8,165,5,525,96,5.7287,0.6455,-5.0832,0,6,False,False,False
kept_583,"10,$1200",near_pml_20,unknown,16,567,31.4,30.9,37.3,36.8,31.2,32.3,165,160,525,517,5.7287,5.609,-0.1197,3,6,False,False,False
kept_583,"10,$1200",regime_gap_and_go_1000,False,515,68,31.4,1.8,37.3,1.8,31.2,96.4,165,1,525,56,5.7287,0.2206,-5.5081,0,6,False,False,False
kept_583,"10,$1200",regime_gap_and_go_1000,True,56,527,31.4,31.3,37.3,31.7,31.2,37.0,165,147,525,470,5.7287,5.3409,-0.3878,2,6,False,False,False
kept_583,"10,$1200",regime_gap_and_go_1000,unknown,12,571,31.4,31.7,37.3,36.7,31.2,31.5,165,165,525,520,5.7287,5.7666,0.0379,6,6,False,True,True
kept_583,"10,$1200",regime_gap_fill_1000,False,478,105,31.4,6.7,37.3,2.2,31.2,91.1,165,6,525,90,5.7287,0.8419,-4.8868,0,6,False,False,False
kept_583,"10,$1200",regime_gap_fill_1000,True,93,490,31.4,27.1,37.3,35.8,31.2,37.2,165,118,525,436,5.7287,4.7114,-1.0173,0,6,False,False,False
kept_583,"10,$1200",regime_gap_fill_1000,unknown,12,571,31.4,31.7,37.3,36.7,31.2,31.5,165,165,525,520,5.7287,5.7666,0.0379,6,6,False,True,True
kept_583,"10,$1200",regime_trend_up_dev_1000,False,560,23,31.4,0.0,37.3,0.0,31.2,100.0,165,0,525,12,5.7287,0.0,-5.7287,0,6,False,False,False
kept_583,"10,$1200",regime_trend_up_dev_1000,True,11,572,31.4,31.1,37.3,37.2,31.2,31.7,165,160,525,514,5.7287,5.6263,-0.1024,4,6,False,False,False
kept_583,"10,$1200",regime_trend_up_dev_1000,unknown,12,571,31.4,31.7,37.3,36.7,31.2,31.5,165,165,525,520,5.7287,5.7666,0.0379,6,6,False,True,True
kept_583,"10,$1200",regime_trend_dn_dev_1000,False,556,27,31.4,6.7,37.3,0.0,31.2,93.3,165,1,525,15,5.7287,0.8614,-4.8673,0,6,False,False,False
kept_583,"10,$1200",regime_trend_dn_dev_1000,True,15,568,31.4,29.9,37.3,36.8,31.2,33.3,165,153,525,511,5.7287,5.3487,-0.38,3,6,False,False,False
kept_583,"10,$1200",regime_trend_dn_dev_1000,unknown,12,571,31.4,31.7,37.3,36.7,31.2,31.5,165,165,525,520,5.7287,5.7666,0.0379,6,6,False,True,True
kept_583,"10,$1200",regime_range_dev_1000,False,404,179,31.4,7.8,37.3,13.1,31.2,79.1,165,12,525,153,5.7287,1.0381,-4.6906,0,6,False,False,False
kept_583,"10,$1200",regime_range_dev_1000,True,167,416,31.4,23.1,37.3,36.5,31.2,40.5,165,86,525,373,5.7287,4.0349,-1.6938,0,6,False,False,False
kept_583,"10,$1200",regime_range_dev_1000,unknown,12,571,31.4,31.7,37.3,36.7,31.2,31.5,165,165,525,520,5.7287,5.7666,0.0379,6,6,False,True,True
kept_583,"10,$1200",regime_high_vol_1000,False,356,227,31.4,25.0,37.3,24.0,31.2,51.0,165,49,525,196,5.7287,4.2663,-1.4624,2,6,False,False,False
kept_583,"10,$1200",regime_high_vol_1000,True,215,368,31.4,23.9,37.3,25.2,31.2,50.9,165,79,525,330,5.7287,3.7728,-1.9559,0,6,False,False,False
kept_583,"10,$1200",regime_high_vol_1000,unknown,12,571,31.4,31.7,37.3,36.7,31.2,31.5,165,165,525,520,5.7287,5.7666,0.0379,6,6,False,True,True
kept_583,"10,$1200",regime_low_vol_1000,True,171,412,31.4,19.9,37.3,31.5,31.2,48.6,165,72,525,362,5.7287,3.3711,-2.3576,0,6,False,False,False
kept_583,"10,$1200",regime_low_vol_1000,False,400,183,31.4,15.9,37.3,22.0,31.2,62.2,165,26,525,164,5.7287,2.3873,-3.3414,1,6,False,False,False
kept_583,"10,$1200",regime_low_vol_1000,unknown,12,571,31.4,31.7,37.3,36.7,31.2,31.5,165,165,525,520,5.7287,5.7666,0.0379,6,6,False,True,True
kept_583,"10,$1200",regime_gap_fill_1030,False,440,143,31.4,8.9,37.3,4.9,31.2,86.2,165,11,525,123,5.7287,1.143,-4.5857,0,6,False,False,False
kept_583,"10,$1200",regime_gap_fill_1030,True,131,452,31.4,27.5,37.3,36.0,31.2,36.5,165,111,525,403,5.7287,4.7861,-0.9426,1,6,False,False,False
kept_583,"10,$1200",regime_gap_fill_1030,unknown,12,571,31.4,31.7,37.3,36.7,31.2,31.5,165,165,525,520,5.7287,5.7666,0.0379,6,6,False,True,True
kept_583,"10,$1200",compression_state,normal,68,515,31.4,27.9,37.3,32.4,31.2,39.7,165,130,525,466,5.7287,4.6758,-1.0529,1,6,False,False,False
kept_583,"10,$1200",compression_state,unknown,380,203,31.4,11.2,37.3,11.7,31.2,77.2,165,22,525,197,5.7287,1.5167,-4.212,0,6,False,False,False
kept_583,"10,$1200",compression_state,expanded,75,508,31.4,26.4,37.3,35.5,31.2,38.1,165,122,525,462,5.7287,4.5447,-1.184,0,6,False,False,False
kept_583,"10,$1200",compression_state,compressed,60,523,31.4,31.1,37.3,33.4,31.2,35.5,165,148,525,476,5.7287,5.473,-0.2557,2,6,False,False,False
kept_583,"10,$1200",trade_seq,first,530,53,31.4,0.0,37.3,1.9,31.2,98.1,165,0,525,52,5.7287,0.0,-5.7287,0,6,False,False,False
kept_583,"10,$1200",trade_seq,second,52,531,31.4,28.6,37.3,37.3,31.2,34.2,165,148,525,518,5.7287,5.1302,-0.5985,1,6,False,False,False
kept_583,"10,$1200",trade_seq,third_plus,1,582,31.4,30.7,37.3,38.5,31.2,30.9,165,161,525,525,5.7287,5.6,-0.1287,5,6,False,False,False
kept_583,"10,$1200",after_first_loss,n/a,530,53,31.4,0.0,37.3,1.9,31.2,98.1,165,0,525,52,5.7287,0.0,-5.7287,0,6,False,False,False
kept_583,"10,$1200",after_first_loss,yes,31,552,31.4,30.0,37.3,36.7,31.2,33.3,165,156,525,520,5.7287,5.4096,-0.3191,2,6,False,False,False
kept_583,"10,$1200",after_first_loss,no,22,561,31.4,28.5,37.3,39.2,31.2,32.3,165,149,525,523,5.7287,5.16,-0.5687,2,6,False,False,False
kept_583,"10,$1200",month,6,45,538,31.4,32.4,37.3,33.9,31.2,33.7,165,157,525,484,5.7287,5.83,0.1013,3,6,True,True,False
kept_583,"10,$1200",month,7,46,537,31.4,29.9,37.3,34.5,31.2,35.6,165,144,525,481,5.7287,5.337,-0.3917,3,6,False,False,False
kept_583,"10,$1200",month,8,58,525,31.4,30.4,37.3,34.0,31.2,35.5,165,143,525,470,5.7287,5.3991,-0.3296,2,6,False,False,False
kept_583,"10,$1200",month,9,55,528,31.4,29.4,37.3,35.9,31.2,34.7,165,140,525,476,5.7287,5.2815,-0.4472,2,6,False,False,False
kept_583,"10,$1200",month,10,42,541,31.4,32.1,37.3,35.8,31.2,32.1,165,156,525,486,5.7287,5.853,0.1243,4,6,True,True,False
kept_583,"10,$1200",month,11,35,548,31.4,30.8,37.3,36.0,31.2,33.2,165,152,525,494,5.7287,5.5803,-0.1484,4,6,False,False,False
kept_583,"10,$1200",month,12,54,529,31.4,29.2,37.3,36.8,31.2,34.0,165,138,525,473,5.7287,5.2527,-0.476,2,6,False,False,False
kept_583,"10,$1200",month,1,52,531,31.4,31.2,37.3,34.0,31.2,34.8,165,150,525,480,5.7287,5.582,-0.1467,4,6,False,False,False
kept_583,"10,$1200",month,2,48,535,31.4,28.3,37.3,37.0,31.2,34.7,165,137,525,484,5.7287,5.0884,-0.6403,2,6,False,False,False
kept_583,"10,$1200",month,3,49,534,31.4,26.1,37.3,36.1,31.2,37.8,165,126,525,482,5.7287,4.5783,-1.1504,1,6,False,False,False
kept_583,"10,$1200",month,4,48,535,31.4,30.4,37.3,37.2,31.2,32.4,165,146,525,481,5.7287,5.493,-0.2357,3,6,False,False,False
kept_583,"10,$1200",month,5,51,532,31.4,30.6,37.3,35.6,31.2,33.8,165,147,525,480,5.7287,5.4543,-0.2744,3,6,False,False,False
kept_583,"10,$1200",year,2021,70,513,31.4,32.6,37.3,35.0,31.2,32.4,165,151,525,463,5.7287,5.9158,0.1871,5,6,True,True,False
kept_583,"10,$1200",year,2022,113,470,31.4,34.9,37.3,30.9,31.2,34.2,165,147,525,421,5.7287,6.3115,0.5828,5,6,True,True,False
kept_583,"10,$1200",year,2023,118,465,31.4,33.5,37.3,43.4,31.2,23.1,165,139,525,415,5.7287,6.5611,0.8324,5,6,True,True,False
kept_583,"10,$1200",year,2024,110,473,31.4,32.2,37.3,36.2,31.2,31.7,165,136,525,423,5.7287,5.8358,0.1071,5,6,True,True,False
kept_583,"10,$1200",year,2025,118,465,31.4,24.1,37.3,40.7,31.2,35.2,165,100,525,415,5.7287,4.2412,-1.4875,4,6,False,False,False
kept_583,"10,$1200",year,2026,54,529,31.4,28.8,37.3,37.7,31.2,33.5,165,137,525,475,5.7287,5.1264,-0.6023,4,6,False,False,False
kept_583,"6,$600",time_pocket,30-60m(10:00-10:30),177,406,8.0,2.4,4.2,0.8,87.8,96.8,42,9,525,370,1.0036,0.298,-0.7056,1,6,False,False,False
kept_583,"6,$600",time_pocket,0-30m(09:30-10:00),239,344,8.0,3.4,4.2,0.6,87.8,96.0,42,11,525,321,1.0036,0.4198,-0.5838,1,6,False,False,False
kept_583,"6,$600",time_pocket,60-90m(10:30-11:00),82,501,8.0,7.5,4.2,2.2,87.8,90.4,42,34,525,456,1.0036,0.9332,-0.0704,5,6,False,False,False
kept_583,"6,$600",time_pocket,120-150m(11:30-12:00),15,568,8.0,8.4,4.2,4.3,87.8,87.3,42,43,525,513,1.0036,1.0513,0.0477,5,6,False,True,True
kept_583,"6,$600",time_pocket,90-120m(11:00-11:30),53,530,8.0,6.2,4.2,3.1,87.8,90.7,42,30,525,482,1.0036,0.7735,-0.2301,4,6,False,False,False
kept_583,"6,$600",time_pocket,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",time_pocket,150m+(12:00+),1,582,8.0,8.0,4.2,4.2,87.8,87.8,42,42,525,524,1.0036,1.0056,0.002,6,6,False,True,True
kept_583,"6,$600",direction,short,314,269,8.0,0.4,4.2,1.6,87.8,98.0,42,1,525,245,1.0036,0.0499,-0.9537,1,6,False,False,False
kept_583,"6,$600",direction,long,269,314,8.0,2.7,4.2,1.7,87.8,95.6,42,8,525,293,1.0036,0.3346,-0.669,2,6,False,False,False
kept_583,"6,$600",stop_bucket,0-30,182,401,8.0,9.3,4.2,3.7,87.8,87.0,42,35,525,376,1.0036,1.1689,0.1653,3,6,True,True,False
kept_583,"6,$600",stop_bucket,30-45,138,445,8.0,7.9,4.2,1.5,87.8,90.6,42,32,525,405,1.0036,0.9865,-0.0171,2,6,False,False,False
kept_583,"6,$600",stop_bucket,60-75,70,513,8.0,4.3,4.2,2.1,87.8,93.6,42,20,525,467,1.0036,0.5294,-0.4742,2,6,False,False,False
kept_583,"6,$600",stop_bucket,75-90,44,539,8.0,6.6,4.2,3.7,87.8,89.7,42,32,525,484,1.0036,0.8232,-0.1804,4,6,False,False,False
kept_583,"6,$600",stop_bucket,45-60,81,502,8.0,5.2,4.2,0.7,87.8,94.1,42,24,525,458,1.0036,0.6478,-0.3558,1,6,False,False,False
kept_583,"6,$600",stop_bucket,90-inf,68,515,8.0,3.4,4.2,1.3,87.8,95.3,42,16,525,471,1.0036,0.4187,-0.5849,3,6,False,False,False
kept_583,"6,$600",drift_strength_quintile,driftQ2,106,477,8.0,5.7,4.2,4.3,87.8,90.0,42,25,525,439,1.0036,0.7101,-0.2935,2,6,False,False,False
kept_583,"6,$600",drift_strength_quintile,driftQ3,111,472,8.0,4.0,4.2,2.8,87.8,93.2,42,17,525,429,1.0036,0.4885,-0.5151,1,6,False,False,False
kept_583,"6,$600",drift_strength_quintile,driftQ4,111,472,8.0,6.3,4.2,1.4,87.8,92.3,42,27,525,428,1.0036,0.7829,-0.2207,2,6,False,False,False
kept_583,"6,$600",drift_strength_quintile,driftQ1,117,466,8.0,9.9,4.2,1.4,87.8,88.7,42,42,525,423,1.0036,1.2491,0.2455,3,6,False,True,False
kept_583,"6,$600",drift_strength_quintile,driftQ5,122,461,8.0,1.4,4.2,1.4,87.8,97.1,42,6,525,415,1.0036,0.177,-0.8266,2,6,False,False,False
kept_583,"6,$600",drift_strength_quintile,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",vwap_side,above_vwap,276,307,8.0,2.5,4.2,1.4,87.8,96.0,42,7,525,276,1.0036,0.3115,-0.6921,2,6,False,False,False
kept_583,"6,$600",vwap_side,below_vwap,291,292,8.0,5.6,4.2,0.0,87.8,94.4,42,15,525,266,1.0036,0.694,-0.3096,1,6,False,False,False
kept_583,"6,$600",vwap_side,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",vwap_distance_bucket,<10pt,152,431,8.0,6.9,4.2,5.1,87.8,88.0,42,27,525,392,1.0036,0.8622,-0.1414,2,6,False,False,False
kept_583,"6,$600",vwap_distance_bucket,10-25pt,176,407,8.0,3.5,4.2,1.9,87.8,94.7,42,13,525,375,1.0036,0.427,-0.5766,2,6,False,False,False
kept_583,"6,$600",vwap_distance_bucket,25-50pt,153,430,8.0,6.9,4.2,1.5,87.8,91.6,42,27,525,394,1.0036,0.8513,-0.1523,4,6,False,False,False
kept_583,"6,$600",vwap_distance_bucket,50pt+,86,497,8.0,4.7,4.2,1.6,87.8,93.8,42,21,525,450,1.0036,0.5751,-0.4285,4,6,False,False,False
kept_583,"6,$600",vwap_distance_bucket,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",vwap_slope_side,falling,187,396,8.0,0.6,4.2,2.2,87.8,97.2,42,2,525,360,1.0036,0.0678,-0.9358,1,6,False,False,False
kept_583,"6,$600",vwap_slope_side,unknown,205,378,8.0,6.2,4.2,1.1,87.8,92.7,42,22,525,357,1.0036,0.7618,-0.2418,1,6,False,False,False
kept_583,"6,$600",vwap_slope_side,rising,161,422,8.0,4.9,4.2,1.6,87.8,93.5,42,19,525,387,1.0036,0.6067,-0.3969,3,6,False,False,False
kept_583,"6,$600",vwap_slope_side,flat,30,553,8.0,8.7,4.2,3.4,87.8,87.9,42,44,525,504,1.0036,1.0965,0.0929,5,6,False,True,True
kept_583,"6,$600",opening_drive_class,drive_down,250,333,8.0,3.4,4.2,0.3,87.8,96.3,42,10,525,294,1.0036,0.4165,-0.5871,2,6,False,False,False
kept_583,"6,$600",opening_drive_class,drive_up,280,303,8.0,2.6,4.2,1.9,87.8,95.5,42,7,525,269,1.0036,0.3191,-0.6845,2,6,False,False,False
kept_583,"6,$600",opening_drive_class,flat,41,542,8.0,10.0,4.2,3.5,87.8,86.5,42,49,525,488,1.0036,1.2633,0.2597,6,6,False,True,True
kept_583,"6,$600",opening_drive_class,unknown,12,571,8.0,8.1,4.2,4.2,87.8,87.7,42,42,525,520,1.0036,1.0136,0.01,6,6,False,True,True
kept_583,"6,$600",with_against_drive,with_drive,416,167,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,149,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",with_against_drive,against_drive,114,469,8.0,6.8,4.2,2.6,87.8,90.6,42,29,525,424,1.0036,0.8514,-0.1522,3,6,False,False,False
kept_583,"6,$600",with_against_drive,neutral_drive,41,542,8.0,10.0,4.2,3.5,87.8,86.5,42,49,525,488,1.0036,1.2633,0.2597,6,6,False,True,True
kept_583,"6,$600",with_against_drive,unknown,12,571,8.0,8.1,4.2,4.2,87.8,87.7,42,42,525,520,1.0036,1.0136,0.01,6,6,False,True,True
kept_583,"6,$600",near_pdh_10,False,525,58,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,46,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_pdh_10,True,42,541,8.0,6.8,4.2,3.9,87.8,89.3,42,33,525,485,1.0036,0.8501,-0.1535,3,6,False,False,False
kept_583,"6,$600",near_pdh_10,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",near_pdh_20,False,482,101,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,86,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_pdh_20,True,85,498,8.0,7.2,4.2,3.6,87.8,89.2,42,32,525,446,1.0036,0.8968,-0.1068,4,6,False,False,False
kept_583,"6,$600",near_pdh_20,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",near_pdl_10,False,541,42,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,29,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_pdl_10,True,26,557,8.0,7.8,4.2,2.0,87.8,90.2,42,39,525,501,1.0036,0.9704,-0.0332,4,6,False,False,False
kept_583,"6,$600",near_pdl_10,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",near_pdl_20,False,505,78,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,63,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_pdl_20,True,62,521,8.0,5.7,4.2,1.5,87.8,92.8,42,27,525,471,1.0036,0.7087,-0.2949,2,6,False,False,False
kept_583,"6,$600",near_pdl_20,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",near_onh_10,True,64,519,8.0,6.2,4.2,4.0,87.8,89.8,42,29,525,471,1.0036,0.7702,-0.2334,3,6,False,False,False
kept_583,"6,$600",near_onh_10,False,503,80,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,66,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_onh_10,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",near_onh_20,True,122,461,8.0,4.5,4.2,3.6,87.8,91.9,42,19,525,418,1.0036,0.5653,-0.4383,1,6,False,False,False
kept_583,"6,$600",near_onh_20,False,445,138,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,120,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_onh_20,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",near_onl_10,False,514,69,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,57,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_onl_10,True,53,530,8.0,8.4,4.2,2.7,87.8,88.9,42,40,525,477,1.0036,1.0499,0.0463,4,6,True,True,False
kept_583,"6,$600",near_onl_10,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",near_onl_20,False,463,120,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,104,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_onl_20,True,104,479,8.0,7.0,4.2,2.8,87.8,90.2,42,30,525,428,1.0036,0.8763,-0.1273,3,6,False,False,False
kept_583,"6,$600",near_onl_20,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",near_pmh_10,False,527,56,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,44,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_pmh_10,True,40,543,8.0,8.6,4.2,3.7,87.8,87.8,42,42,525,490,1.0036,1.0755,0.0719,4,6,False,True,True
kept_583,"6,$600",near_pmh_10,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",near_pmh_20,False,483,100,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,86,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_pmh_20,True,84,499,8.0,7.3,4.2,2.9,87.8,89.8,42,33,525,453,1.0036,0.9082,-0.0954,3,6,False,False,False
kept_583,"6,$600",near_pmh_20,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",near_pml_10,False,524,59,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,47,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_pml_10,True,43,540,8.0,8.2,4.2,5.1,87.8,86.7,42,40,525,487,1.0036,1.0302,0.0266,5,6,True,True,False
kept_583,"6,$600",near_pml_10,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",near_pml_20,True,96,487,8.0,8.0,4.2,4.3,87.8,87.7,42,35,525,438,1.0036,1.0026,-0.001,3,6,False,False,False
kept_583,"6,$600",near_pml_20,False,471,112,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,96,1.0036,0.0,-1.0036,1,6,False,False,False
kept_583,"6,$600",near_pml_20,unknown,16,567,8.0,7.4,4.2,4.1,87.8,88.6,42,38,525,517,1.0036,0.9212,-0.0824,5,6,False,False,False
kept_583,"6,$600",regime_gap_and_go_1000,False,515,68,8.0,0.0,4.2,0.0,87.8,100.0,42,0,525,56,1.0036,0.0,-1.0036,1,6,False,False,False
