date,direction,entry,stop,tp1,tp2,signal_time,fill_time,tp1_time,tp2_time,stop_time,result_R,fill_quality,notes
2026-06-29,short,29703.45,29840.5,29566.4,29429.34,2026-06-29 10:55:00-04:00,2026-06-29 10:55:00-04:00,,,2026-06-29 11:55:00-04:00,-1.002,clean,rejected_by_mffu:too_close_to_floor|stop
