a_budget,a_cap,v_budget,v_cap,pf_dollar,eligible_starts,pass_count,bust_count,exp_count,pass_pct,bust_pct,exp_pct,med_days_pass,mean_days_all,worst_day_usd,funded_per_slot_year,trades_wk_total,trades_wk_a,trades_wk_v,trades_per_eval,e_dollar,attempts_per_slot_yr,fee_drag_usd,mean_risk_usd,mean_contracts,probe_015_pass_gt_bust,probe_030_pass_gt_bust,probe_046_pass_gt_bust,classification,hard_reject_flag,is_baseline,same_day_corr,dl_freq_pct,tl_freq_pct,same_day_joint_loss_count
250,2,150,1,1.493,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,1.594,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,150,2,1.489,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,1.608,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,150,3,1.49,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,1.613,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,150,4,1.491,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,1.618,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,150,5,1.492,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,1.623,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,150,6,1.492,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,1.625,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,200,1,1.39,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.51,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,200,2,1.397,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.543,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,200,3,1.396,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.551,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,200,4,1.397,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.555,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,200,5,1.397,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.559,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,200,6,1.398,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.564,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,250,1,1.418,610,0,0,610,0.0,0.0,100.0,,30.0,-580.0,0.0,3.34,2.08,1.28,14.31,-131.0,12.175,1594.9,121.07,1.455,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,250,2,1.427,610,0,0,610,0.0,0.0,100.0,,30.0,-580.0,0.0,3.34,2.08,1.28,14.31,-131.0,12.175,1594.9,121.07,1.531,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,250,3,1.433,610,0,0,610,0.0,0.0,100.0,,30.0,-580.0,0.0,3.34,2.08,1.28,14.31,-131.0,12.175,1594.9,121.07,1.545,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,250,4,1.433,610,0,0,610,0.0,0.0,100.0,,30.0,-580.0,0.0,3.34,2.08,1.28,14.31,-131.0,12.175,1594.9,121.07,1.549,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,250,5,1.434,610,0,0,610,0.0,0.0,100.0,,30.0,-580.0,0.0,3.34,2.08,1.28,14.31,-131.0,12.175,1594.9,121.07,1.553,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,250,6,1.435,610,0,0,610,0.0,0.0,100.0,,30.0,-580.0,0.0,3.34,2.08,1.28,14.31,-131.0,12.175,1594.9,121.07,1.557,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,300,1,1.354,637,0,0,637,0.0,0.0,100.0,,30.0,-580.0,0.0,3.54,2.08,1.48,15.17,-131.0,12.175,1594.9,130.04,1.428,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,2,300,2,1.413,637,10,0,627,1.6,0.0,98.4,28.0,29.939,-580.0,0.19,3.54,2.08,1.48,15.14,-3.0,12.2,1598.2,130.04,1.564,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,300,3,1.418,637,10,0,627,1.6,0.0,98.4,28.0,29.939,-580.0,0.19,3.54,2.08,1.48,15.14,-3.0,12.2,1598.2,130.04,1.592,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,300,4,1.416,637,10,0,627,1.6,0.0,98.4,28.0,29.939,-580.0,0.19,3.54,2.08,1.48,15.14,-3.0,12.2,1598.2,130.04,1.602,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,300,5,1.416,637,10,0,627,1.6,0.0,98.4,28.0,29.939,-580.0,0.19,3.54,2.08,1.48,15.14,-3.0,12.2,1598.2,130.04,1.606,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,300,6,1.417,637,10,0,627,1.6,0.0,98.4,28.0,29.939,-580.0,0.19,3.54,2.08,1.48,15.14,-3.0,12.2,1598.2,130.04,1.609,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,400,1,1.36,665,4,0,661,0.6,0.0,99.4,30.0,29.998,-580.0,0.07,3.74,2.08,1.68,16.03,-83.0,12.176,1595.1,140.88,1.406,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,400,2,1.362,665,23,0,642,3.5,0.0,96.5,23.0,29.74,-719.0,0.42,3.74,2.08,1.68,15.89,149.0,12.281,1608.8,140.88,1.648,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,400,3,1.374,665,34,0,631,5.1,0.0,94.9,22.0,29.562,-1000.0,0.63,3.74,2.08,1.68,15.79,277.0,12.355,1618.5,140.88,1.733,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,400,4,1.378,665,35,0,630,5.3,0.0,94.7,23.0,29.559,-1000.0,0.65,3.74,2.08,1.68,15.79,293.0,12.357,1618.8,140.88,1.759,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,400,5,1.38,665,36,2,627,5.4,0.3,94.3,22.0,29.546,-1000.0,0.67,3.74,2.08,1.68,15.79,301.0,12.362,1619.4,140.88,1.771,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,400,6,1.38,665,36,2,627,5.4,0.3,94.3,22.0,29.546,-1000.0,0.67,3.74,2.08,1.68,15.79,301.0,12.362,1619.4,140.88,1.777,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,500,1,1.34,672,4,0,668,0.6,0.0,99.4,30.0,29.999,-582.0,0.07,3.79,2.08,1.73,16.24,-83.0,12.175,1594.9,144.93,1.401,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,500,2,1.365,672,37,0,635,5.5,0.0,94.5,23.0,29.604,-719.0,0.68,3.79,2.08,1.73,16.03,309.0,12.338,1616.3,144.93,1.734,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,500,3,1.385,672,60,5,607,8.9,0.7,90.3,22.0,29.204,-1000.0,1.12,3.79,2.08,1.73,15.81,581.0,12.507,1638.4,144.93,1.897,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,500,4,1.391,672,68,8,596,10.1,1.2,88.7,21.0,28.967,-1000.0,1.28,3.79,2.08,1.73,15.68,677.0,12.609,1651.8,144.93,1.964,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,500,5,1.394,672,74,8,590,11.0,1.2,87.8,21.0,28.945,-1000.0,1.39,3.79,2.08,1.73,15.67,749.0,12.619,1653.1,144.93,1.99,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,500,6,1.397,672,74,8,590,11.0,1.2,87.8,21.0,28.938,-1000.0,1.39,3.79,2.08,1.73,15.67,749.0,12.622,1653.5,144.93,2.002,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,600,1,1.349,673,4,0,669,0.6,0.0,99.4,30.0,29.999,-582.0,0.07,3.81,2.08,1.75,16.33,-83.0,12.175,1594.9,147.14,1.398,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,600,2,1.336,673,34,8,631,5.1,1.2,93.8,19.0,29.279,-810.0,0.63,3.81,2.08,1.75,15.94,277.0,12.475,1634.2,147.14,1.784,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,600,3,1.34,673,64,30,579,9.5,4.5,86.0,20.0,28.574,-1000.0,1.22,3.81,2.08,1.75,15.55,629.0,12.783,1674.6,147.14,2.021,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,600,4,1.374,673,82,33,558,12.2,4.9,82.9,18.0,28.089,-1000.0,1.58,3.81,2.08,1.75,15.29,845.0,13.003,1703.4,147.14,2.148,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,600,5,1.382,673,86,43,544,12.8,6.4,80.8,16.0,27.782,-1000.0,1.68,3.81,2.08,1.75,15.12,893.0,13.147,1722.3,147.14,2.199,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,600,6,1.384,673,91,44,538,13.5,6.5,79.9,17.0,27.707,-1000.0,1.78,3.81,2.08,1.75,15.08,949.0,13.183,1727.0,147.14,2.225,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,700,1,1.369,673,5,0,668,0.7,0.0,99.3,30.0,29.996,-582.0,0.09,3.81,2.08,1.75,16.33,-75.0,12.177,1595.2,147.73,1.398,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,700,2,1.368,673,40,11,622,5.9,1.6,92.4,19.0,29.187,-810.0,0.74,3.81,2.08,1.75,15.89,341.0,12.514,1639.3,147.73,1.821,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,700,3,1.391,673,107,32,534,15.9,4.8,79.3,20.0,27.869,-1000.0,2.08,3.81,2.08,1.75,15.17,1141.0,13.106,1716.9,147.73,2.126,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,700,4,1.395,673,125,44,504,18.6,6.5,74.9,20.0,27.19,-1000.0,2.5,3.81,2.08,1.75,14.8,1357.0,13.433,1759.7,147.73,2.311,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,700,5,1.409,673,135,57,481,20.1,8.5,71.5,19.0,26.747,-1000.0,2.74,3.81,2.08,1.75,14.56,1477.0,13.656,1788.9,147.73,2.411,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,700,6,1.411,673,138,63,472,20.5,9.4,70.1,17.0,26.539,-1000.0,2.82,3.81,2.08,1.75,14.44,1509.0,13.763,1803.0,147.73,2.457,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,800,1,1.361,674,4,0,670,0.6,0.0,99.4,30.0,29.999,-744.0,0.07,3.82,2.08,1.76,16.37,-83.0,12.175,1594.9,149.06,1.397,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,800,2,1.349,674,41,20,613,6.1,3.0,90.9,19.0,28.997,-1000.0,0.77,3.82,2.08,1.76,15.82,357.0,12.596,1650.1,149.06,1.832,True,True,False,RED,False,False,0.172,9.3,53.9,65
250,2,800,3,1.371,674,107,55,512,15.9,8.2,76.0,20.0,27.432,-1000.0,2.11,3.82,2.08,1.76,14.97,1141.0,13.315,1744.3,149.06,2.179,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,800,4,1.37,674,134,86,454,19.9,12.8,67.4,17.0,26.194,-1000.0,2.77,3.82,2.08,1.76,14.29,1461.0,13.944,1826.7,149.06,2.415,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,800,5,1.387,674,145,100,429,21.5,14.8,63.6,16.0,25.602,-1000.0,3.07,3.82,2.08,1.76,13.97,1589.0,14.266,1868.8,149.06,2.562,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,2,800,6,1.393,674,152,101,421,22.6,15.0,62.5,16.0,25.319,-1000.0,3.25,3.82,2.08,1.76,13.82,1677.0,14.426,1889.8,149.06,2.646,True,True,False,RED,False,False,0.172,9.3,53.9,65
250,3,150,1,1.452,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.015,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,150,2,1.449,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.029,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,150,3,1.45,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.034,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,150,4,1.451,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.039,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,150,5,1.452,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.044,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,150,6,1.452,500,0,0,500,0.0,0.0,100.0,,30.0,-441.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.045,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,200,1,1.369,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.871,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,200,2,1.375,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.905,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,200,3,1.375,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.912,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,200,4,1.375,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.916,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,200,5,1.376,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.921,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,200,6,1.377,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,1.925,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,250,1,1.397,610,0,0,610,0.0,0.0,100.0,,30.0,-580.0,0.0,3.34,2.08,1.28,14.31,-131.0,12.175,1594.9,121.07,1.777,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,250,2,1.405,610,1,0,609,0.2,0.0,99.8,28.0,29.997,-580.0,0.02,3.34,2.08,1.28,14.31,-115.0,12.176,1595.1,121.07,1.853,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,250,3,1.411,610,1,0,609,0.2,0.0,99.8,28.0,29.997,-580.0,0.02,3.34,2.08,1.28,14.31,-115.0,12.176,1595.1,121.07,1.867,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,250,4,1.411,610,1,0,609,0.2,0.0,99.8,28.0,29.997,-580.0,0.02,3.34,2.08,1.28,14.31,-115.0,12.176,1595.1,121.07,1.871,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,250,5,1.412,610,1,0,609,0.2,0.0,99.8,28.0,29.997,-580.0,0.02,3.34,2.08,1.28,14.31,-115.0,12.176,1595.1,121.07,1.875,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,250,6,1.412,610,1,0,609,0.2,0.0,99.8,28.0,29.997,-580.0,0.02,3.34,2.08,1.28,14.31,-115.0,12.176,1595.1,121.07,1.879,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,3,300,1,1.342,637,2,0,635,0.3,0.0,99.7,30.0,30.0,-580.0,0.04,3.54,2.08,1.48,15.17,-107.0,12.175,1594.9,130.04,1.732,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,300,2,1.396,637,15,0,622,2.4,0.0,97.6,24.0,29.865,-580.0,0.29,3.54,2.08,1.48,15.1,61.0,12.23,1602.1,130.04,1.868,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,300,3,1.4,637,15,0,622,2.4,0.0,97.6,24.0,29.865,-580.0,0.29,3.54,2.08,1.48,15.1,61.0,12.23,1602.1,130.04,1.896,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,300,4,1.398,637,15,0,622,2.4,0.0,97.6,24.0,29.865,-580.0,0.29,3.54,2.08,1.48,15.1,61.0,12.23,1602.1,130.04,1.905,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,300,5,1.399,637,15,0,622,2.4,0.0,97.6,24.0,29.865,-580.0,0.29,3.54,2.08,1.48,15.1,61.0,12.23,1602.1,130.04,1.909,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,300,6,1.399,637,15,0,622,2.4,0.0,97.6,24.0,29.865,-580.0,0.29,3.54,2.08,1.48,15.1,61.0,12.23,1602.1,130.04,1.913,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,400,1,1.348,665,8,0,657,1.2,0.0,98.8,28.0,29.946,-580.0,0.15,3.74,2.08,1.68,16.0,-35.0,12.197,1597.8,140.88,1.694,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,400,2,1.351,665,24,0,641,3.6,0.0,96.4,23.0,29.725,-719.0,0.44,3.74,2.08,1.68,15.88,157.0,12.288,1609.7,140.88,1.936,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,400,3,1.364,665,36,1,628,5.4,0.2,94.4,22.0,29.534,-1000.0,0.67,3.74,2.08,1.68,15.78,301.0,12.367,1620.1,140.88,2.021,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,400,4,1.367,665,37,1,627,5.6,0.2,94.3,23.0,29.531,-1000.0,0.69,3.74,2.08,1.68,15.78,317.0,12.368,1620.2,140.88,2.047,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,400,5,1.369,665,37,3,625,5.6,0.5,94.0,23.0,29.529,-1000.0,0.69,3.74,2.08,1.68,15.78,317.0,12.369,1620.3,140.88,2.059,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,400,6,1.368,665,37,3,625,5.6,0.5,94.0,23.0,29.529,-1000.0,0.69,3.74,2.08,1.68,15.78,317.0,12.369,1620.3,140.88,2.064,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,500,1,1.33,672,10,0,662,1.5,0.0,98.5,27.0,29.924,-582.0,0.18,3.79,2.08,1.73,16.2,-11.0,12.206,1599.0,144.93,1.684,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,500,2,1.355,672,37,0,635,5.5,0.0,94.5,22.0,29.518,-741.0,0.68,3.79,2.08,1.73,15.98,309.0,12.374,1621.0,144.93,2.018,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,500,3,1.375,672,62,11,599,9.2,1.6,89.1,22.0,29.095,-1000.0,1.16,3.79,2.08,1.73,15.75,605.0,12.554,1644.6,144.93,2.18,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,500,4,1.38,672,71,15,586,10.6,2.2,87.2,21.0,28.772,-1000.0,1.34,3.79,2.08,1.73,15.58,717.0,12.695,1663.0,144.93,2.247,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,500,5,1.383,672,74,15,583,11.0,2.2,86.8,21.0,28.746,-1000.0,1.4,3.79,2.08,1.73,15.56,749.0,12.706,1664.5,144.93,2.274,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,500,6,1.387,672,74,15,583,11.0,2.2,86.8,21.0,28.728,-1000.0,1.4,3.79,2.08,1.73,15.55,749.0,12.714,1665.5,144.93,2.286,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,600,1,1.339,673,10,0,663,1.5,0.0,98.5,27.0,29.924,-582.0,0.18,3.81,2.08,1.75,16.29,-11.0,12.206,1599.0,147.14,1.681,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,600,2,1.329,673,39,8,626,5.8,1.2,93.0,20.0,29.198,-810.0,0.72,3.81,2.08,1.75,15.89,333.0,12.509,1638.7,147.14,2.067,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,600,3,1.333,673,70,30,573,10.4,4.5,85.1,20.0,28.499,-1000.0,1.33,3.81,2.08,1.75,15.51,701.0,12.816,1678.9,147.14,2.304,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,600,4,1.366,673,85,38,550,12.6,5.6,81.7,17.0,27.96,-1000.0,1.65,3.81,2.08,1.75,15.22,877.0,13.063,1711.3,147.14,2.43,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,600,5,1.373,673,91,40,542,13.5,5.9,80.5,16.0,27.793,-1000.0,1.78,3.81,2.08,1.75,15.13,949.0,13.142,1721.6,147.14,2.481,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,600,6,1.376,673,94,50,529,14.0,7.4,78.6,16.0,27.527,-1000.0,1.85,3.81,2.08,1.75,14.98,989.0,13.269,1738.2,147.14,2.507,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,700,1,1.357,673,11,0,662,1.6,0.0,98.4,28.0,29.921,-582.0,0.2,3.81,2.08,1.75,16.29,-3.0,12.207,1599.1,147.73,1.68,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,700,2,1.359,673,44,11,618,6.5,1.6,91.8,20.0,29.132,-810.0,0.82,3.81,2.08,1.75,15.86,389.0,12.538,1642.5,147.73,2.103,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,700,3,1.382,673,111,27,535,16.5,4.0,79.5,20.0,27.895,-1000.0,2.16,3.81,2.08,1.75,15.18,1189.0,13.094,1715.3,147.73,2.408,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,700,4,1.386,673,126,61,486,18.7,9.1,72.2,19.0,26.9,-1000.0,2.54,3.81,2.08,1.75,14.64,1365.0,13.578,1778.7,147.73,2.593,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,700,5,1.4,673,135,69,469,20.1,10.3,69.7,17.0,26.516,-1000.0,2.76,3.81,2.08,1.75,14.43,1477.0,13.775,1804.5,147.73,2.693,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,700,6,1.402,673,135,70,468,20.1,10.4,69.5,17.0,26.502,-1000.0,2.76,3.81,2.08,1.75,14.42,1477.0,13.782,1805.4,147.73,2.738,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,800,1,1.35,674,10,0,664,1.5,0.0,98.5,27.0,29.924,-744.0,0.18,3.82,2.08,1.76,16.33,-11.0,12.206,1599.0,149.06,1.678,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,800,2,1.341,674,44,22,608,6.5,3.3,90.2,20.0,28.939,-1000.0,0.82,3.82,2.08,1.76,15.79,389.0,12.621,1653.4,149.06,2.114,True,True,False,RED,False,False,0.172,9.3,53.9,65
250,3,800,3,1.363,674,112,47,515,16.6,7.0,76.4,20.0,27.525,-1000.0,2.21,3.82,2.08,1.76,15.02,1197.0,13.27,1738.4,149.06,2.46,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,800,4,1.364,674,141,76,457,20.9,11.3,67.8,18.0,26.197,-1000.0,2.92,3.82,2.08,1.76,14.3,1541.0,13.942,1826.4,149.06,2.696,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,800,5,1.38,674,154,87,433,22.8,12.9,64.2,16.0,25.66,-1000.0,3.25,3.82,2.08,1.76,14.0,1693.0,14.234,1864.7,149.06,2.844,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,3,800,6,1.386,674,162,105,407,24.0,15.6,60.4,16.0,25.138,-1000.0,3.49,3.82,2.08,1.76,13.72,1789.0,14.53,1903.4,149.06,2.927,True,True,True,RED,False,False,0.172,9.3,53.9,65
250,4,150,1,1.454,500,0,0,500,0.0,0.0,100.0,,30.0,-446.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.293,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,150,2,1.451,500,0,0,500,0.0,0.0,100.0,,30.0,-446.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.306,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,150,3,1.452,500,0,0,500,0.0,0.0,100.0,,30.0,-446.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.311,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,150,4,1.453,500,0,0,500,0.0,0.0,100.0,,30.0,-446.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.316,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,150,5,1.453,500,0,0,500,0.0,0.0,100.0,,30.0,-446.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.322,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,150,6,1.454,500,0,0,500,0.0,0.0,100.0,,30.0,-446.0,0.0,2.56,2.08,0.51,10.97,-131.0,12.175,1594.9,97.54,2.323,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,200,1,1.376,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,2.11,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,200,2,1.382,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,2.143,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,200,3,1.381,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,2.15,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,200,4,1.382,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,2.155,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,200,5,1.382,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,2.159,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,200,6,1.383,564,0,0,564,0.0,0.0,100.0,,30.0,-580.0,0.0,2.98,2.08,0.91,12.77,-131.0,12.175,1594.9,108.48,2.163,False,False,False,RED,False,False,0.172,9.3,53.9,65
250,4,250,1,1.401,610,0,0,610,0.0,0.0,100.0,,30.0,-580.0,0.0,3.34,2.08,1.28,14.31,-131.0,12.175,1594.9,121.07,1.99,False,False,False,RED,False,False,0.172,9.3,53.9,65
