entry_idx,entry_time,exit_time,dir,entry,stop,risk_pts,target_2R,R_baseline,reason_baseline,year,ny_am,dow,MFE_R,MAE_R,stop_hit_in_horizon,time_to_stop_min,horizon_exhausted_no_stop,touch_0_5,touch_1_0,touch_1_5,touch_2_0,touch_3_0,dol_price,target_type,dol_known_at,distance_to_target_R,dol_artifact,dol_hit_before_stop,dol_hit_before_2R,dol_time_to_dol_min,was_2R_beyond_dol,sf_price,sf_type,sf_dist_R,opp_dol_price,opp_dol_type,opp_dol_dist_R
880,2021-06-23 14:41:00+00:00,2021-06-23 16:39:00+00:00,short,14280.0,14296.75,16.75,14246.5,1.955223880597015,target,2021,True,Wednesday,2.8805970149253732,-1.0,True,502.0,False,True,True,True,True,False,14267.5,PDL,2021-06-23 04:00:00+00:00,0.746268656716418,False,True,True,16.0,True,14239.0,session_so_far_low,2.4477611940298507,14280.5,confirmed_1H,0.029850746268656716
1015,2021-06-23 16:56:00+00:00,2021-06-23 17:25:00+00:00,long,14261.25,14250.0,11.25,14283.75,1.9333333333333333,target,2021,False,Wednesday,20.155555555555555,-0.7333333333333333,False,,True,True,True,True,True,True,14280.5,confirmed_1H,2021-06-23 13:00:00+00:00,1.711111111111111,False,True,True,27.0,True,14315.75,session_so_far_high,4.844444444444444,14239.0,ONL,1.9777777777777779
1533,2021-06-24 02:50:00+00:00,2021-06-24 03:37:00+00:00,short,14297.75,14301.0,3.25,14291.25,-1.2307692307692308,stop,2021,False,Wednesday,1.1538461538461537,-1.0,True,47.0,False,True,True,False,False,False,14267.5,PDL,2021-06-23 04:00:00+00:00,9.307692307692308,False,False,False,,False,14270.0,session_so_far_low,8.538461538461538,14301.25,PDH,1.0769230769230769
1949,2021-06-24 09:46:00+00:00,2021-06-24 12:26:00+00:00,short,14349.5,14357.5,8.0,14333.5,-1.09375,stop,2021,False,Thursday,1.625,-1.0625,True,160.0,False,True,True,True,False,False,14239.0,ONL,2021-06-23 13:30:00+00:00,13.8125,False,False,False,,False,14270.0,session_so_far_low,9.9375,,none,
2263,2021-06-24 15:00:00+00:00,2021-06-24 16:11:00+00:00,short,14388.75,14404.25,15.5,14357.75,-1.0483870967741935,stop,2021,True,Thursday,0.6612903225806451,-1.0,True,71.0,False,True,False,False,False,False,14270.0,ONL,2021-06-24 13:30:00+00:00,7.661290322580645,False,False,False,,False,14270.0,session_so_far_low,7.661290322580645,,none,
2404,2021-06-24 17:21:00+00:00,2021-06-24 18:34:00+00:00,short,14355.25,14379.5,24.25,14306.75,-1.0309278350515463,stop,2021,False,Thursday,1.1546391752577319,-1.0103092783505154,True,73.0,False,True,True,False,False,False,14270.0,ONL,2021-06-24 13:30:00+00:00,3.515463917525773,False,False,False,,False,14270.0,session_so_far_low,3.515463917525773,14358.75,ONH,0.14432989690721648
2490,2021-06-24 18:47:00+00:00,2021-06-24 19:03:00+00:00,short,14374.75,14380.5,5.75,14363.25,1.8695652173913044,target,2021,False,Thursday,7.434782608695652,-3.0,True,820.0,False,True,True,True,True,True,14270.0,ONL,2021-06-24 13:30:00+00:00,18.217391304347824,False,False,False,,False,14270.0,session_so_far_low,18.217391304347824,,none,
2521,2021-06-24 19:18:00+00:00,2021-06-24 19:39:00+00:00,short,14359.75,14373.0,13.25,14333.25,1.9433962264150944,target,2021,False,Thursday,2.0943396226415096,-1.1132075471698113,True,439.0,False,True,True,True,True,False,14270.0,ONL,2021-06-24 13:30:00+00:00,6.773584905660377,False,False,False,,False,14270.0,session_so_far_low,6.773584905660377,14422.0,confirmed_1H,4.69811320754717
2542,2021-06-24 19:39:00+00:00,2021-06-24 19:43:00+00:00,short,14335.25,14347.5,12.25,14310.75,-1.0612244897959184,stop,2021,False,Thursday,0.2653061224489796,-1.0,True,4.0,False,False,False,False,False,False,14270.0,ONL,2021-06-24 13:30:00+00:00,5.326530612244898,False,False,False,,False,14270.0,session_so_far_low,5.326530612244898,14358.75,ONH,1.9183673469387754
3415,2021-06-25 11:27:00+00:00,2021-06-25 11:31:00+00:00,short,14373.25,14376.25,3.0,14367.25,-1.25,stop,2021,False,Friday,0.3333333333333333,-1.0,True,4.0,False,False,False,False,False,False,14344.5,htf_pocket,2021-06-25 11:00:00+00:00,9.583333333333334,False,False,False,150.0,False,14332.0,session_so_far_low,13.75,14375.5,htf_pocket,0.75
3425,2021-06-25 11:37:00+00:00,2021-06-25 12:32:00+00:00,short,14363.25,14379.0,15.75,14331.75,-1.0476190476190477,stop,2021,False,Friday,0.7777777777777778,-1.2857142857142858,True,55.0,False,True,False,False,False,False,14344.5,htf_pocket,2021-06-25 11:00:00+00:00,1.1904761904761905,False,False,True,140.0,True,14332.0,session_so_far_low,1.9841269841269842,14375.5,htf_pocket,0.7777777777777778
3516,2021-06-25 13:08:00+00:00,2021-06-25 13:14:00+00:00,short,14373.25,14380.0,6.75,14359.75,-1.1111111111111112,stop,2021,False,Friday,0.07407407407407407,-1.0,True,6.0,False,False,False,False,False,False,14344.5,htf_pocket,2021-06-25 13:00:00+00:00,4.2592592592592595,False,False,False,49.0,False,14332.0,session_so_far_low,6.111111111111111,14375.5,htf_pocket,0.3333333333333333
3564,2021-06-25 13:56:00+00:00,2021-06-28 11:23:00+00:00,short,14350.5,14387.25,36.75,14277.0,-1.0204081632653061,stop,2021,True,Friday,1.0136054421768708,-1.0476190476190477,True,1212.0,False,True,True,False,False,False,14344.5,htf_pocket,2021-06-25 13:00:00+00:00,0.16326530612244897,False,True,True,1.0,True,14332.0,session_so_far_low,0.5034013605442177,14358.75,confirmed_1H,0.22448979591836735
4791,2021-06-28 11:38:00+00:00,2021-06-28 11:50:00+00:00,short,14377.5,14383.75,6.25,14365.0,-1.12,stop,2021,False,Monday,0.4,-1.0,True,12.0,False,False,False,False,False,False,14344.5,confirmed_1H,2021-06-25 10:00:00+00:00,5.28,False,False,False,,False,14333.25,session_so_far_low,7.08,14386.75,htf_pocket,1.48
5026,2021-06-28 15:33:00+00:00,2021-06-28 15:43:00+00:00,short,14468.5,14477.0,8.5,14451.5,-1.088235294117647,stop,2021,True,Monday,0.4117647058823529,-1.5588235294117647,True,10.0,False,False,False,False,False,False,14344.5,confirmed_1H,2021-06-25 10:00:00+00:00,14.588235294117647,False,False,False,,False,14333.25,session_so_far_low,15.911764705882353,,none,
6003,2021-06-29 08:50:00+00:00,2021-06-29 09:45:00+00:00,long,14480.5,14471.5,9.0,14498.5,1.9166666666666667,target,2021,False,Tuesday,3.6666666666666665,-1.0555555555555556,True,283.0,False,True,True,True,True,True,14519.75,PDH,2021-06-29 04:00:00+00:00,4.361111111111111,False,False,False,289.0,False,14504.5,session_so_far_high,2.6666666666666665,14471.0,htf_pocket,1.0555555555555556
6337,2021-06-29 14:24:00+00:00,2021-06-29 14:34:00+00:00,short,14490.75,14505.75,15.0,14460.75,-1.05,stop,2021,True,Tuesday,0.13333333333333333,-1.0,True,10.0,False,False,False,False,False,False,14471.0,confirmed_1H,2021-06-29 04:00:00+00:00,1.3166666666666667,False,False,True,2821.0,True,14468.75,session_so_far_low,1.4666666666666666,14513.5,ONH,1.5166666666666666
6380,2021-06-29 15:07:00+00:00,2021-06-29 15:46:00+00:00,short,14508.0,14519.25,11.25,14485.5,-1.0666666666666667,stop,2021,True,Tuesday,1.3555555555555556,-1.0,True,39.0,False,True,True,False,False,False,14471.0,confirmed_1H,2021-06-29 04:00:00+00:00,3.2888888888888888,False,False,False,2778.0,False,14468.75,session_so_far_low,3.488888888888889,14513.5,ONH,0.4888888888888889
6519,2021-06-29 17:26:00+00:00,2021-06-29 17:43:00+00:00,short,14540.5,14549.5,9.0,14522.5,-1.0833333333333333,stop,2021,False,Tuesday,0.3333333333333333,-1.0,True,17.0,False,False,False,False,False,False,14471.0,confirmed_1H,2021-06-29 04:00:00+00:00,7.722222222222222,False,False,False,2639.0,False,14468.75,session_so_far_low,7.972222222222222,,none,
7724,2021-06-30 14:31:00+00:00,2021-06-30 15:36:00+00:00,long,14564.75,14539.5,25.25,14615.25,-1.0297029702970297,stop,2021,True,Wednesday,0.4752475247524752,-1.0,True,65.0,False,False,False,False,False,False,14575.5,confirmed_1H,2021-06-30 14:00:00+00:00,0.42574257425742573,False,True,True,31.0,True,14598.5,session_so_far_high,1.3366336633663367,14527.0,ONL,1.495049504950495
7875,2021-06-30 17:02:00+00:00,2021-06-30 18:10:00+00:00,long,14542.75,14535.75,7.0,14556.75,-1.1071428571428572,stop,2021,False,Wednesday,1.8571428571428572,-1.6071428571428572,True,68.0,False,True,True,True,False,False,14575.5,confirmed_1H,2021-06-30 14:00:00+00:00,4.678571428571429,False,False,False,438.0,False,14598.5,session_so_far_high,7.964285714285714,14527.0,ONL,2.25
8336,2021-07-01 01:43:00+00:00,2021-07-01 03:42:00+00:00,short,14568.5,14574.0,5.5,14557.5,1.8636363636363635,target,2021,False,Wednesday,4.545454545454546,-5.363636363636363,True,355.0,False,True,True,True,True,True,14527.0,ONL,2021-06-30 13:30:00+00:00,7.545454545454546,False,False,False,520.0,False,14553.25,session_so_far_low,2.772727272727273,14570.0,htf_pocket,0.2727272727272727
8455,2021-07-01 03:42:00+00:00,2021-07-01 04:54:00+00:00,short,14558.75,14566.0,7.25,14544.25,1.896551724137931,target,2021,False,Wednesday,2.103448275862069,-1.103448275862069,True,229.0,False,True,True,True,True,False,14527.0,ONL,2021-06-30 13:30:00+00:00,4.379310344827586,False,False,False,401.0,False,14553.25,session_so_far_low,0.7586206896551724,14570.0,htf_pocket,1.5517241379310345
8734,2021-07-01 08:21:00+00:00,2021-07-01 10:20:00+00:00,short,14568.5,14588.5,20.0,14528.5,1.9625,target,2021,False,Thursday,4.875,-1.0875,True,1331.0,False,True,True,True,True,True,14543.5,htf_pocket,2021-07-01 08:00:00+00:00,1.25,False,True,True,56.0,True,14543.5,session_so_far_low,1.25,14570.0,confirmed_1H,0.075
8933,2021-07-01 11:40:00+00:00,2021-07-01 13:30:00+00:00,long,14537.0,14524.25,12.75,14562.5,-1.0588235294117647,stop,2021,False,Thursday,1.4705882352941178,-1.0,True,110.0,False,True,True,False,False,False,14570.0,confirmed_1H,2021-06-30 23:00:00+00:00,2.588235294117647,False,False,False,127.0,False,14606.25,session_so_far_high,5.431372549019608,14527.0,ONL,0.7843137254901961
9046,2021-07-01 13:33:00+00:00,2021-07-01 14:21:00+00:00,long,14549.0,14514.25,34.75,14618.5,-1.0215827338129497,stop,2021,True,Thursday,0.60431654676259,-1.1798561151079137,True,48.0,False,True,False,False,False,False,14570.0,confirmed_1H,2021-06-30 23:00:00+00:00,0.60431654676259,False,True,True,14.0,True,14606.25,session_so_far_high,1.6474820143884892,14543.5,htf_pocket,0.15827338129496402
9096,2021-07-01 14:23:00+00:00,2021-07-01 15:08:00+00:00,long,14524.0,14507.0,17.0,14558.0,-1.0441176470588236,stop,2021,True,Thursday,1.6029411764705883,-1.0588235294117647,True,45.0,False,True,True,True,False,False,14570.0,confirmed_1H,2021-06-30 23:00:00+00:00,2.7058823529411766,False,False,False,966.0,False,14606.25,session_so_far_high,4.838235294117647,14519.75,confirmed_1H,0.25
9189,2021-07-01 15:56:00+00:00,2021-07-01 16:40:00+00:00,long,14518.25,14494.25,24.0,14566.25,-1.03125,stop,2021,True,Thursday,0.23958333333333334,-1.0520833333333333,True,44.0,False,False,False,False,False,False,14519.75,confirmed_1H,2021-06-28 23:00:00+00:00,0.0625,False,True,True,1.0,True,14606.25,session_so_far_high,3.6666666666666665,14498.25,ONL,0.8333333333333334
9279,2021-07-01 17:26:00+00:00,2021-07-01 18:24:00+00:00,long,14505.25,14487.75,17.5,14540.25,1.957142857142857,target,2021,False,Thursday,16.271428571428572,-0.2571428571428571,False,,True,True,True,True,True,True,14513.5,confirmed_1H,2021-06-29 13:00:00+00:00,0.4714285714285714,False,True,True,9.0,True,14606.25,session_so_far_high,5.771428571428571,14498.25,ONL,0.4
10101,2021-07-02 08:08:00+00:00,2021-07-02 08:16:00+00:00,short,14573.0,14580.0,7.0,14559.0,1.8928571428571428,target,2021,False,Friday,2.5,-1.25,True,169.0,False,True,True,True,True,False,14543.5,confirmed_1H,2021-07-01 07:00:00+00:00,4.214285714285714,False,False,False,,False,14513.25,session_so_far_low,8.535714285714286,14575.5,confirmed_1H,0.35714285714285715
12205,2021-07-06 01:12:00+00:00,2021-07-06 01:31:00+00:00,short,14709.5,14715.5,6.0,14697.5,1.875,target,2021,False,Monday,6.416666666666667,-1.0833333333333333,True,560.0,False,True,True,True,True,True,14696.25,PDL,2021-07-05 04:00:00+00:00,2.2083333333333335,False,True,False,23.0,False,14693.25,session_so_far_low,2.7083333333333335,14714.0,htf_pocket,0.75
12489,2021-07-06 05:56:00+00:00,2021-07-06 07:06:00+00:00,long,14689.25,14680.75,8.5,14706.25,-1.088235294117647,stop,2021,False,Tuesday,1.8529411764705883,-1.5588235294117647,True,70.0,False,True,True,True,False,False,14714.0,confirmed_1H,2021-07-05 16:00:00+00:00,2.911764705882353,False,False,False,249.0,False,14724.0,session_so_far_high,4.088235294117647,14674.5,PDL,1.7352941176470589
12564,2021-07-06 07:11:00+00:00,2021-07-06 10:32:00+00:00,long,14685.25,14670.0,15.25,14715.75,1.9508196721311475,target,2021,False,Tuesday,6.868852459016393,-1.7049180327868851,True,539.0,False,True,True,True,True,True,14714.0,confirmed_1H,2021-07-05 16:00:00+00:00,1.8852459016393444,False,True,True,174.0,True,14724.0,session_so_far_high,2.540983606557377,14674.5,PDL,0.7049180327868853
12765,2021-07-06 10:32:00+00:00,2021-07-06 10:36:00+00:00,long,14716.0,14706.0,10.0,14736.0,-1.075,stop,2021,False,Tuesday,0.1,-1.125,True,4.0,False,False,False,False,False,False,14721.75,ONH,2021-07-05 13:30:00+00:00,0.575,False,False,True,20.0,True,14724.0,session_so_far_high,0.8,14689.25,htf_pocket,2.675
12871,2021-07-06 12:18:00+00:00,2021-07-06 12:32:00+00:00,short,14729.75,14740.25,10.5,14708.75,-1.0714285714285714,stop,2021,False,Tuesday,0.09523809523809523,-1.0952380952380953,True,14.0,False,False,False,False,False,False,14689.25,confirmed_1H,2021-07-06 00:00:00+00:00,3.857142857142857,False,False,False,230.0,False,14671.0,session_so_far_low,5.595238095238095,,none,
13009,2021-07-06 14:36:00+00:00,2021-07-06 19:27:00+00:00,short,14717.25,14773.0,55.75,14605.75,-1.0134529147982063,stop,2021,True,Tuesday,1.6502242152466369,-1.0,True,291.0,False,True,True,True,False,False,14689.25,confirmed_1H,2021-07-06 00:00:00+00:00,0.5022421524663677,False,True,True,92.0,True,14671.0,session_so_far_low,0.8295964125560538,14721.75,PSH,0.08071748878923767
13300,2021-07-06 19:27:00+00:00,2021-07-06 20:52:00+00:00,long,14772.25,14761.25,11.0,14794.25,-1.0681818181818181,stop,2021,False,Tuesday,1.0681818181818181,-1.0227272727272727,True,85.0,False,True,True,False,False,False,14790.0,htf_pocket,2021-07-06 19:00:00+00:00,1.6136363636363635,False,False,True,406.0,True,14790.0,session_so_far_high,1.6136363636363635,14689.25,confirmed_1H,7.545454545454546
13674,2021-07-07 02:41:00+00:00,2021-07-07 02:53:00+00:00,short,14779.0,14785.5,6.5,14766.0,-1.1153846153846154,stop,2021,False,Tuesday,0.2692307692307692,-1.0384615384615385,True,12.0,False,False,False,False,False,False,14689.25,confirmed_1H,2021-07-06 00:00:00+00:00,13.807692307692308,False,False,False,1685.0,False,14754.0,session_so_far_low,3.8461538461538463,14784.0,htf_pocket,0.7692307692307693
13829,2021-07-07 05:16:00+00:00,2021-07-07 07:02:00+00:00,short,14782.0,14788.5,6.5,14769.0,-1.1153846153846154,stop,2021,False,Wednesday,1.5384615384615385,-1.8076923076923077,True,106.0,False,True,True,True,False,False,14754.0,htf_pocket,2021-07-07 05:00:00+00:00,4.3076923076923075,False,False,False,567.0,False,14754.0,session_so_far_low,4.3076923076923075,14784.0,htf_pocket,0.3076923076923077
13943,2021-07-07 07:10:00+00:00,2021-07-07 07:31:00+00:00,short,14801.25,14816.5,15.25,14770.75,-1.0491803278688525,stop,2021,False,Wednesday,0.3770491803278688,-1.0819672131147542,True,21.0,False,False,False,False,False,False,14754.0,htf_pocket,2021-07-07 07:00:00+00:00,3.098360655737705,False,False,False,453.0,False,14754.0,session_so_far_low,3.098360655737705,,none,
14027,2021-07-07 08:34:00+00:00,2021-07-07 08:54:00+00:00,short,14843.25,14850.75,7.5,14828.25,1.9,target,2021,False,Wednesday,2.6666666666666665,-1.7333333333333334,True,135.0,False,True,True,True,True,False,14754.0,htf_pocket,2021-07-07 08:00:00+00:00,11.9,False,False,False,369.0,False,14754.0,session_so_far_low,11.9,,none,
14361,2021-07-07 14:08:00+00:00,2021-07-07 14:19:00+00:00,short,14796.5,14845.0,48.5,14699.5,-1.0154639175257731,stop,2021,True,Wednesday,0.041237113402061855,-1.0257731958762886,True,11.0,False,False,False,False,False,False,14772.0,htf_pocket,2021-07-07 14:00:00+00:00,0.5051546391752577,False,False,True,32.0,True,14754.0,session_so_far_low,0.8762886597938144,14797.75,PDH,0.02577319587628866
14384,2021-07-07 14:31:00+00:00,2021-07-08 07:23:00+00:00,short,14799.5,14839.5,40.0,14719.5,1.98125,target,2021,True,Wednesday,6.475,-1.0125,True,3150.0,False,True,True,True,True,True,14772.0,htf_pocket,2021-07-07 14:00:00+00:00,0.6875,False,True,True,9.0,True,14754.0,session_so_far_low,1.1375,14859.5,confirmed_1H,1.5
15394,2021-07-08 08:21:00+00:00,2021-07-08 08:27:00+00:00,long,14684.25,14661.5,22.75,14729.75,-1.032967032967033,stop,2021,False,Thursday,0.01098901098901099,-1.4615384615384615,True,6.0,False,False,False,False,False,False,14714.0,confirmed_1H,2021-07-05 16:00:00+00:00,1.3076923076923077,False,False,True,492.0,True,14822.0,session_so_far_high,6.054945054945055,14674.5,confirmed_1H,0.42857142857142855
16434,2021-07-09 02:41:00+00:00,2021-07-09 05:12:00+00:00,long,14673.5,14656.25,17.25,14708.0,1.9565217391304348,target,2021,False,Thursday,18.6231884057971,-0.6521739130434783,False,,True,True,True,True,True,True,14714.0,confirmed_1H,2021-07-05 16:00:00+00:00,2.347826086956522,False,True,False,264.0,False,14716.5,session_so_far_high,2.4927536231884058,14671.0,confirmed_1H,0.14492753623188406
17300,2021-07-09 17:07:00+00:00,2021-07-09 18:59:00+00:00,short,14802.75,14823.5,20.75,14761.25,-1.036144578313253,stop,2021,False,Friday,0.2891566265060241,-1.0120481927710843,True,112.0,False,False,False,False,False,False,14772.25,confirmed_1H,2021-07-08 05:00:00+00:00,1.4698795180722892,False,False,False,,True,14640.75,session_so_far_low,7.807228915662651,14822.0,PSH,0.927710843373494
17599,2021-07-11 23:06:00+00:00,2021-07-11 23:50:00+00:00,short,14826.0,14835.0,9.0,14808.0,-1.0833333333333333,stop,2021,False,Sunday,0.4166666666666667,-1.0277777777777777,True,44.0,False,False,False,False,False,False,14796.75,confirmed_1H,2021-07-09 21:00:00+00:00,3.25,False,False,False,259.0,False,14824.0,session_so_far_low,0.2222222222222222,14827.75,confirmed_1H,0.19444444444444445
17664,2021-07-12 00:11:00+00:00,2021-07-12 01:46:00+00:00,short,14823.25,14832.5,9.25,14804.75,1.9189189189189189,target,2021,False,Sunday,3.2162162162162162,-1.054054054054054,True,425.0,False,True,True,True,True,True,14796.75,confirmed_1H,2021-07-09 21:00:00+00:00,2.864864864864865,False,True,False,194.0,False,14819.5,session_so_far_low,0.40540540540540543,14827.75,confirmed_1H,0.4864864864864865
18144,2021-07-12 08:11:00+00:00,2021-07-13 08:53:00+00:00,long,14824.25,14792.0,32.25,14888.75,1.9767441860465116,target,2021,False,Monday,5.325581395348837,-0.9224806201550387,False,,True,True,True,True,True,True,14827.75,confirmed_1H,2021-07-07 21:00:00+00:00,0.10852713178294573,False,True,True,19.0,True,14843.0,session_so_far_high,0.5813953488372093,14796.75,confirmed_1H,0.8527131782945736
19830,2021-07-13 13:18:00+00:00,2021-07-13 13:26:00+00:00,long,14835.25,14823.0,12.25,14859.75,1.9387755102040816,target,2021,False,Tuesday,13.122448979591837,-1.510204081632653,True,2777.0,False,True,True,True,True,True,14843.0,confirmed_1H,2021-07-12 01:00:00+00:00,0.6326530612244898,False,True,True,6.0,True,14927.5,session_so_far_high,7.530612244897959,14822.25,confirmed_1H,1.0612244897959184
19843,2021-07-13 13:31:00+00:00,2021-07-13 14:01:00+00:00,long,14863.0,14830.25,32.75,14928.5,1.9770992366412214,target,2021,True,Tuesday,4.061068702290076,-1.4122137404580153,True,2764.0,False,True,True,True,True,True,14883.0,confirmed_1H,2021-07-13 00:00:00+00:00,0.6106870229007634,False,True,True,16.0,True,14927.5,session_so_far_high,1.9694656488549618,14850.25,htf_pocket,0.3893129770992366
19929,2021-07-13 14:57:00+00:00,2021-07-13 15:04:00+00:00,short,14951.25,14963.25,12.0,14927.25,-1.0625,stop,2021,True,Tuesday,0.16666666666666666,-1.0625,True,7.0,False,False,False,False,False,False,14850.25,htf_pocket,2021-07-13 14:00:00+00:00,8.416666666666666,False,False,False,186.0,False,14794.5,session_so_far_low,13.0625,,none,
20071,2021-07-13 17:19:00+00:00,2021-07-14 12:33:00+00:00,short,14915.25,14957.25,42.0,14831.25,-1.0178571428571428,stop,2021,False,Tuesday,1.9464285714285714,-1.1071428571428572,True,1094.0,False,True,True,True,False,False,14850.25,confirmed_1H,2021-07-13 10:00:00+00:00,1.5476190476190477,False,True,True,44.0,True,14794.5,session_so_far_low,2.875,14927.5,ONH,0.2916666666666667
21365,2021-07-14 15:53:00+00:00,2021-07-14 16:13:00+00:00,short,14886.0,14911.75,25.75,14834.5,-1.029126213592233,stop,2021,True,Wednesday,0.9320388349514563,-1.0485436893203883,True,20.0,False,True,False,False,False,False,14850.25,confirmed_1H,2021-07-13 10:00:00+00:00,1.3883495145631068,False,False,True,1240.0,True,14841.25,session_so_far_low,1.7378640776699028,14887.25,htf_pocket,0.04854368932038835
21409,2021-07-14 16:37:00+00:00,2021-07-14 16:42:00+00:00,short,14915.5,14934.0,18.5,14878.5,-1.0405405405405406,stop,2021,False,Wednesday,0.02702702702702703,-1.2567567567567568,True,5.0,False,False,False,False,False,False,14850.25,confirmed_1H,2021-07-13 10:00:00+00:00,3.527027027027027,False,False,False,1196.0,False,14841.25,session_so_far_low,4.013513513513513,14927.5,confirmed_1H,0.6486486486486487
22350,2021-07-15 09:19:00+00:00,2021-07-15 09:50:00+00:00,short,14942.0,14953.25,11.25,14919.5,-1.0666666666666667,stop,2021,False,Thursday,0.1111111111111111,-1.0444444444444445,True,31.0,False,False,False,False,False,False,14881.5,confirmed_1H,2021-07-14 23:00:00+00:00,5.377777777777778,False,False,False,121.0,False,14874.75,session_so_far_low,5.977777777777778,14947.75,htf_pocket,0.5111111111111111
22388,2021-07-15 09:57:00+00:00,2021-07-15 10:10:00+00:00,short,14946.5,14955.5,9.0,14928.5,1.9166666666666667,target,2021,False,Thursday,55.72222222222222,-0.5833333333333334,False,,True,True,True,True,True,True,14881.5,confirmed_1H,2021-07-14 23:00:00+00:00,7.222222222222222,False,True,False,83.0,False,14874.75,session_so_far_low,7.972222222222222,14947.75,htf_pocket,0.1388888888888889
22401,2021-07-15 10:10:00+00:00,2021-07-15 11:20:00+00:00,short,14928.5,14950.25,21.75,14885.0,1.9655172413793103,target,2021,False,Thursday,22.229885057471265,-0.11494252873563218,False,,True,True,True,True,True,True,14897.25,confirmed_1H,2021-07-15 10:00:00+00:00,1.4367816091954022,False,True,True,58.0,True,14874.75,session_so_far_low,2.471264367816092,14947.75,htf_pocket,0.8850574712643678
22518,2021-07-15 12:07:00+00:00,2021-07-15 12:11:00+00:00,long,14891.25,14882.0,9.25,14909.75,-1.0810810810810811,stop,2021,False,Thursday,0.16216216216216217,-1.6216216216216217,True,4.0,False,False,False,False,False,False,14927.5,confirmed_1H,2021-07-13 13:00:00+00:00,3.918918918918919,False,False,False,,False,14962.75,session_so_far_high,7.72972972972973,14881.5,confirmed_1H,1.054054054054054
22598,2021-07-15 13:27:00+00:00,2021-07-15 13:31:00+00:00,long,14898.0,14887.25,10.75,14919.5,-1.069767441860465,stop,2021,False,Thursday,0.09302325581395349,-1.8372093023255813,True,4.0,False,False,False,False,False,False,14927.5,confirmed_1H,2021-07-13 13:00:00+00:00,2.744186046511628,False,False,False,,False,14962.75,session_so_far_high,6.023255813953488,14897.25,htf_pocket,0.06976744186046512
23673,2021-07-16 08:22:00+00:00,2021-07-16 08:50:00+00:00,short,14781.25,14795.25,14.0,14753.25,-1.0535714285714286,stop,2021,False,Friday,0.35714285714285715,-1.1785714285714286,True,28.0,False,False,False,False,False,False,14772.25,confirmed_1H,2021-07-08 05:00:00+00:00,0.6428571428571429,False,False,True,360.0,True,14736.0,session_so_far_low,3.232142857142857,14784.0,confirmed_1H,0.19642857142857142
23789,2021-07-16 10:18:00+00:00,2021-07-16 10:46:00+00:00,short,14797.25,14811.75,14.5,14768.25,-1.0517241379310345,stop,2021,False,Friday,0.3448275862068966,-1.103448275862069,True,28.0,False,False,False,False,False,False,14796.75,confirmed_1H,2021-07-09 21:00:00+00:00,0.034482758620689655,False,True,True,1.0,True,14736.0,session_so_far_low,4.224137931034483,14797.75,confirmed_1H,0.034482758620689655
24020,2021-07-16 14:09:00+00:00,2021-07-16 14:25:00+00:00,short,14797.75,14822.5,24.75,14748.25,1.9696969696969697,target,2021,True,Friday,14.252525252525253,0.0,False,,True,True,True,True,True,True,14796.75,confirmed_1H,2021-07-09 21:00:00+00:00,0.04040404040404041,False,True,True,1.0,True,14736.0,session_so_far_low,2.494949494949495,14801.5,htf_pocket,0.15151515151515152
24133,2021-07-16 16:02:00+00:00,2021-07-16 18:14:00+00:00,long,14742.0,14715.5,26.5,14795.0,-1.028301886792453,stop,2021,False,Friday,1.5471698113207548,-1.009433962264151,True,132.0,False,True,True,True,False,False,14742.75,confirmed_1H,2021-07-09 10:00:00+00:00,0.02830188679245283,False,True,True,1.0,True,14869.5,session_so_far_high,4.811320754716981,14736.0,ONL,0.22641509433962265
24278,2021-07-16 18:27:00+00:00,2021-07-16 18:30:00+00:00,long,14741.0,14731.5,9.5,14760.0,-1.0789473684210527,stop,2021,False,Friday,0.2631578947368421,-1.894736842105263,True,3.0,False,False,False,False,False,False,14742.75,confirmed_1H,2021-07-09 10:00:00+00:00,0.18421052631578946,False,True,True,1.0,True,14869.5,session_so_far_high,13.526315789473685,14736.0,ONL,0.5263157894736842
24288,2021-07-16 18:37:00+00:00,2021-07-16 18:48:00+00:00,long,14723.0,14711.0,12.0,14747.0,-1.0625,stop,2021,False,Friday,0.3125,-1.25,True,11.0,False,False,False,False,False,False,14724.0,confirmed_1H,2021-07-06 03:00:00+00:00,0.08333333333333333,False,True,True,1.0,True,14869.5,session_so_far_high,12.208333333333334,14708.25,PDL,1.2291666666666667
24437,2021-07-18 22:06:00+00:00,2021-07-18 22:11:00+00:00,long,14679.0,14664.25,14.75,14708.5,-1.0508474576271187,stop,2021,False,Sunday,0.06779661016949153,-1.152542372881356,True,5.0,False,False,False,False,False,False,14714.0,confirmed_1H,2021-07-05 16:00:00+00:00,2.3728813559322033,False,False,False,2458.0,False,14681.75,session_so_far_high,0.1864406779661017,14674.5,confirmed_1H,0.3050847457627119
25145,2021-07-19 09:54:00+00:00,2021-07-19 09:59:00+00:00,long,14633.75,14623.5,10.25,14654.25,-1.0731707317073171,stop,2021,False,Monday,0.0975609756097561,-1.024390243902439,True,5.0,False,False,False,False,False,False,14667.5,confirmed_1H,2021-07-19 09:00:00+00:00,3.292682926829268,False,False,False,1700.0,False,14682.5,session_so_far_high,4.7560975609756095,14625.25,confirmed_1H,0.8292682926829268
