model,confirm,entry,filter,bucket,stop,exit,n,tr_wk,wr,pf,expR,totR,maxDD_R,flag,mirage
and_go,conf15,next_open,none,>1.25,open_buffer,2R,24,0.044,0.3333,0.6486,-0.2622,-6.292,-8.535,sub_floor,False
and_go,conf15,next_open,none,>1.25,atr1.0,1.5R,24,0.044,0.4167,0.6541,-0.1761,-4.226,-5.044,sub_floor,True
and_go,conf15,next_open,none,>1.25,atr1.0,2R,24,0.044,0.4167,0.6638,-0.1712,-4.108,-4.926,sub_floor,True
and_go,conf15,next_open,none,>1.25,atr1.5,1.5R,24,0.044,0.5,0.9938,-0.0018,-0.043,-2.799,sub_floor,True
and_go,conf15,next_open,none,>1.25,atr1.5,2R,24,0.044,0.5,0.9918,-0.0024,-0.057,-2.799,sub_floor,True
and_go,conf15,next_open,on_range_pctile,0.25-0.75,open_buffer,1.5R,271,0.5,0.4096,0.7697,-0.1388,-37.625,-50.461,dead,True
and_go,conf15,next_open,on_range_pctile,0.25-0.75,open_buffer,2R,271,0.5,0.369,0.7602,-0.1545,-41.87,-54.379,dead,True
and_go,conf15,next_open,on_range_pctile,0.25-0.75,atr1.0,1.5R,271,0.5,0.4576,0.6295,-0.0926,-25.086,-29.709,dead,False
and_go,conf15,next_open,on_range_pctile,0.25-0.75,atr1.0,2R,271,0.5,0.4576,0.6369,-0.0907,-24.586,-29.209,dead,False
and_go,conf15,next_open,on_range_pctile,0.25-0.75,atr1.5,1.5R,271,0.5,0.4613,0.6021,-0.0705,-19.112,-21.304,dead,False
and_go,conf15,next_open,on_range_pctile,0.25-0.75,atr1.5,2R,271,0.5,0.4613,0.6125,-0.0687,-18.612,-20.804,dead,False
and_go,conf15,next_open,on_range_pctile,0.75-1.25,open_buffer,1.5R,30,0.055,0.5,0.9577,-0.0231,-0.693,-5.882,sub_floor,False
and_go,conf15,next_open,on_range_pctile,0.75-1.25,open_buffer,2R,30,0.055,0.4667,0.9454,-0.0318,-0.955,-5.531,sub_floor,False
and_go,conf15,next_open,on_range_pctile,0.75-1.25,atr1.0,1.5R,30,0.055,0.4333,0.5295,-0.1436,-4.308,-5.829,sub_floor,False
and_go,conf15,next_open,on_range_pctile,0.75-1.25,atr1.0,2R,30,0.055,0.4333,0.5841,-0.1269,-3.808,-5.829,sub_floor,False
and_go,conf15,next_open,on_range_pctile,0.75-1.25,atr1.5,1.5R,30,0.055,0.4333,0.5866,-0.0877,-2.63,-4.144,sub_floor,False
and_go,conf15,next_open,on_range_pctile,0.75-1.25,atr1.5,2R,30,0.055,0.4333,0.6337,-0.0777,-2.33,-4.144,sub_floor,False
and_go,conf15,next_open,on_range_pctile,>1.25,open_buffer,1.5R,6,0.011,0.5,1.2936,0.1582,0.949,-1.053,sub_floor,False
and_go,conf15,next_open,on_range_pctile,>1.25,open_buffer,2R,6,0.011,0.5,1.2764,0.1489,0.894,-1.053,sub_floor,True
and_go,conf15,next_open,on_range_pctile,>1.25,atr1.0,1.5R,6,0.011,0.6667,1.2711,0.0845,0.507,-1.017,sub_floor,True
and_go,conf15,next_open,on_range_pctile,>1.25,atr1.0,2R,6,0.011,0.6667,1.2711,0.0845,0.507,-1.017,sub_floor,True
and_go,conf15,next_open,on_range_pctile,>1.25,atr1.5,1.5R,6,0.011,0.6667,1.3527,0.0689,0.413,-0.603,sub_floor,True
and_go,conf15,next_open,on_range_pctile,>1.25,atr1.5,2R,6,0.011,0.6667,1.3527,0.0689,0.413,-0.603,sub_floor,True
and_go,conf15,next_open,first15m_strength,0.25-0.75,open_buffer,1.5R,217,0.4,0.447,0.9418,-0.0296,-6.42,-14.751,dead,False
and_go,conf15,next_open,first15m_strength,0.25-0.75,open_buffer,2R,217,0.4,0.4147,0.8477,-0.0821,-17.812,-21.446,dead,False
and_go,conf15,next_open,first15m_strength,0.25-0.75,atr1.0,1.5R,217,0.4,0.4793,0.8507,-0.037,-8.02,-11.55,dead,False
and_go,conf15,next_open,first15m_strength,0.25-0.75,atr1.0,2R,217,0.4,0.4793,0.8441,-0.0386,-8.376,-11.55,dead,False
and_go,conf15,next_open,first15m_strength,0.25-0.75,atr1.5,1.5R,217,0.4,0.4793,0.8135,-0.032,-6.935,-8.314,dead,False
and_go,conf15,next_open,first15m_strength,0.25-0.75,atr1.5,2R,217,0.4,0.4793,0.8404,-0.0273,-5.935,-7.62,dead,False
and_go,conf15,next_open,first15m_strength,0.75-1.25,open_buffer,1.5R,43,0.079,0.3953,0.6387,-0.2283,-9.818,-11.455,sub_floor,False
and_go,conf15,next_open,first15m_strength,0.75-1.25,open_buffer,2R,43,0.079,0.3721,0.6429,-0.2349,-10.099,-13.955,sub_floor,False
and_go,conf15,next_open,first15m_strength,0.75-1.25,atr1.0,1.5R,43,0.079,0.4651,0.7215,-0.0834,-3.585,-6.594,sub_floor,False
and_go,conf15,next_open,first15m_strength,0.75-1.25,atr1.0,2R,43,0.079,0.4651,0.7418,-0.0773,-3.324,-6.594,sub_floor,False
and_go,conf15,next_open,first15m_strength,0.75-1.25,atr1.5,1.5R,43,0.079,0.4651,0.6523,-0.0789,-3.392,-5.239,sub_floor,False
and_go,conf15,next_open,first15m_strength,0.75-1.25,atr1.5,2R,43,0.079,0.4651,0.6523,-0.0789,-3.392,-5.239,sub_floor,False
and_go,conf15,next_open,first15m_strength,>1.25,open_buffer,1.5R,14,0.026,0.5,1.1547,0.0817,1.144,-3.662,sub_floor,False
and_go,conf15,next_open,first15m_strength,>1.25,open_buffer,2R,14,0.026,0.4286,0.9518,-0.0294,-0.412,-3.162,sub_floor,False
and_go,conf15,next_open,first15m_strength,>1.25,atr1.0,1.5R,14,0.026,0.5,0.8277,-0.0831,-1.163,-2.949,sub_floor,True
and_go,conf15,next_open,first15m_strength,>1.25,atr1.0,2R,14,0.026,0.5,0.8452,-0.0747,-1.045,-2.949,sub_floor,True
and_go,conf15,next_open,first15m_strength,>1.25,atr1.5,1.5R,14,0.026,0.5714,1.0577,0.0165,0.23,-2.126,sub_floor,True
and_go,conf15,next_open,first15m_strength,>1.25,atr1.5,2R,14,0.026,0.5714,1.0542,0.0155,0.216,-2.126,sub_floor,True
and_go,conf15,pullback_limit,none,0.25-0.75,open_buffer,1.5R,364,0.672,0.3874,0.6672,-0.2463,-89.655,-96.927,dead,True
and_go,conf15,pullback_limit,none,0.25-0.75,open_buffer,2R,364,0.672,0.3434,0.7359,-0.208,-75.706,-89.059,dead,True
and_go,conf15,pullback_limit,none,0.25-0.75,atr1.0,1.5R,364,0.672,0.489,0.8557,-0.0334,-12.175,-17.516,dead,False
and_go,conf15,pullback_limit,none,0.25-0.75,atr1.0,2R,364,0.672,0.489,0.8567,-0.0332,-12.094,-17.435,dead,False
and_go,conf15,pullback_limit,none,0.25-0.75,atr1.5,1.5R,364,0.672,0.4918,0.8258,-0.0282,-10.252,-13.325,dead,False
and_go,conf15,pullback_limit,none,0.25-0.75,atr1.5,2R,364,0.672,0.4918,0.8288,-0.0277,-10.079,-13.151,dead,False
and_go,conf15,pullback_limit,none,0.75-1.25,open_buffer,1.5R,50,0.092,0.3,0.4559,-0.4888,-24.441,-24.466,sub_floor,True
and_go,conf15,pullback_limit,none,0.75-1.25,open_buffer,2R,50,0.092,0.24,0.4631,-0.5188,-25.941,-26.466,sub_floor,False
and_go,conf15,pullback_limit,none,0.75-1.25,atr1.0,1.5R,50,0.092,0.44,0.4064,-0.223,-11.148,-11.954,sub_floor,False
and_go,conf15,pullback_limit,none,0.75-1.25,atr1.0,2R,50,0.092,0.44,0.4064,-0.223,-11.148,-11.954,sub_floor,False
and_go,conf15,pullback_limit,none,0.75-1.25,atr1.5,1.5R,50,0.092,0.46,0.3999,-0.1532,-7.66,-8.198,sub_floor,False
and_go,conf15,pullback_limit,none,0.75-1.25,atr1.5,2R,50,0.092,0.46,0.3999,-0.1532,-7.66,-8.198,sub_floor,False
and_go,conf15,pullback_limit,none,>1.25,open_buffer,1.5R,16,0.03,0.375,0.6964,-0.2253,-3.605,-3.511,sub_floor,True
and_go,conf15,pullback_limit,none,>1.25,open_buffer,2R,16,0.03,0.3125,0.7236,-0.2253,-3.605,-3.511,sub_floor,False
and_go,conf15,pullback_limit,none,>1.25,atr1.0,1.5R,16,0.03,0.4375,1.0666,0.029,0.464,-2.422,sub_floor,True
and_go,conf15,pullback_limit,none,>1.25,atr1.0,2R,16,0.03,0.4375,1.2081,0.0905,1.448,-2.422,sub_floor,True
and_go,conf15,pullback_limit,none,>1.25,atr1.5,1.5R,16,0.03,0.4375,1.2006,0.0603,0.964,-1.948,sub_floor,True
and_go,conf15,pullback_limit,none,>1.25,atr1.5,2R,16,0.03,0.4375,1.218,0.0655,1.048,-1.948,sub_floor,True
and_go,conf15,pullback_limit,on_range_pctile,0.25-0.75,open_buffer,1.5R,178,0.328,0.3708,0.5965,-0.3128,-55.678,-63.443,dead,False
and_go,conf15,pullback_limit,on_range_pctile,0.25-0.75,open_buffer,2R,178,0.328,0.3258,0.6511,-0.2863,-50.964,-60.81,dead,False
and_go,conf15,pullback_limit,on_range_pctile,0.25-0.75,atr1.0,1.5R,178,0.328,0.4494,0.658,-0.0838,-14.922,-17.472,dead,False
and_go,conf15,pullback_limit,on_range_pctile,0.25-0.75,atr1.0,2R,178,0.328,0.4494,0.6694,-0.081,-14.422,-16.972,dead,False
and_go,conf15,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,1.5R,178,0.328,0.4551,0.6284,-0.0655,-11.656,-13.268,dead,False
and_go,conf15,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,2R,178,0.328,0.4551,0.6444,-0.0627,-11.156,-12.768,dead,False
and_go,conf15,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,1.5R,14,0.026,0.5,1.0695,0.0436,0.61,-2.64,sub_floor,False
and_go,conf15,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,2R,14,0.026,0.3571,0.8287,-0.135,-1.89,-5.708,sub_floor,False
and_go,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.0,1.5R,14,0.026,0.3571,0.2779,-0.2762,-3.866,-3.571,sub_floor,True
and_go,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.0,2R,14,0.026,0.3571,0.2779,-0.2762,-3.866,-3.571,sub_floor,True
and_go,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.5,1.5R,14,0.026,0.3571,0.2561,-0.2058,-2.881,-2.684,sub_floor,True
and_go,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.5,2R,14,0.026,0.3571,0.2561,-0.2058,-2.881,-2.684,sub_floor,True
and_go,conf15,pullback_limit,on_range_pctile,>1.25,open_buffer,1.5R,3,0.006,0.6667,2.477,0.5488,1.646,-1.115,sub_floor,True
and_go,conf15,pullback_limit,on_range_pctile,>1.25,open_buffer,2R,3,0.006,0.6667,3.3742,0.8821,2.646,-1.115,sub_floor,True
and_go,conf15,pullback_limit,on_range_pctile,>1.25,atr1.0,1.5R,3,0.006,0.6667,2.6732,0.4088,1.226,-0.733,sub_floor,True
and_go,conf15,pullback_limit,on_range_pctile,>1.25,atr1.0,2R,3,0.006,0.6667,2.6732,0.4088,1.226,-0.733,sub_floor,True
and_go,conf15,pullback_limit,on_range_pctile,>1.25,atr1.5,1.5R,3,0.006,0.6667,2.6732,0.2725,0.818,-0.489,sub_floor,True
and_go,conf15,pullback_limit,on_range_pctile,>1.25,atr1.5,2R,3,0.006,0.6667,2.6732,0.2725,0.818,-0.489,sub_floor,True
and_go,conf15,pullback_limit,first15m_strength,0.25-0.75,open_buffer,1.5R,86,0.159,0.3605,0.5637,-0.3484,-29.962,-32.186,sub_floor,False
and_go,conf15,pullback_limit,first15m_strength,0.25-0.75,open_buffer,2R,86,0.159,0.314,0.6298,-0.3164,-27.214,-31.095,sub_floor,True
and_go,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.0,1.5R,86,0.159,0.4767,0.9146,-0.0191,-1.644,-4.249,sub_floor,False
and_go,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.0,2R,86,0.159,0.4767,0.9194,-0.0181,-1.553,-4.248,sub_floor,False
and_go,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.5,1.5R,86,0.159,0.4767,0.8276,-0.0294,-2.529,-3.422,sub_floor,False
and_go,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.5,2R,86,0.159,0.4767,0.8394,-0.0274,-2.356,-3.295,sub_floor,False
and_go,conf15,pullback_limit,first15m_strength,0.75-1.25,open_buffer,1.5R,15,0.028,0.0667,0.0825,-1.039,-15.585,-15.507,sub_floor,True
and_go,conf15,pullback_limit,first15m_strength,0.75-1.25,open_buffer,2R,15,0.028,0.0667,0.1119,-1.0056,-15.085,-15.507,sub_floor,True
and_go,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.0,1.5R,15,0.028,0.6,0.6677,-0.0962,-1.442,-2.634,sub_floor,False
and_go,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.0,2R,15,0.028,0.6,0.6677,-0.0962,-1.442,-2.634,sub_floor,False
and_go,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.5,1.5R,15,0.028,0.6,0.6807,-0.0604,-0.906,-1.701,sub_floor,False
and_go,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.5,2R,15,0.028,0.6,0.6807,-0.0604,-0.906,-1.701,sub_floor,False
and_go,conf15,pullback_limit,first15m_strength,>1.25,open_buffer,1.5R,7,0.013,0.4286,0.933,-0.0426,-0.298,-2.169,sub_floor,True
and_go,conf15,pullback_limit,first15m_strength,>1.25,open_buffer,2R,7,0.013,0.4286,1.2703,0.1717,1.202,-2.169,sub_floor,True
and_go,conf15,pullback_limit,first15m_strength,>1.25,atr1.0,1.5R,7,0.013,0.5714,1.5651,0.224,1.568,-1.741,sub_floor,True
and_go,conf15,pullback_limit,first15m_strength,>1.25,atr1.0,2R,7,0.013,0.5714,1.8328,0.3302,2.311,-1.741,sub_floor,True
and_go,conf15,pullback_limit,first15m_strength,>1.25,atr1.5,1.5R,7,0.013,0.5714,1.7515,0.2181,1.526,-1.494,sub_floor,True
and_go,conf15,pullback_limit,first15m_strength,>1.25,atr1.5,2R,7,0.013,0.5714,1.7926,0.23,1.61,-1.494,sub_floor,True
