model,confirm,entry,filter,bucket,stop,exit,n,tr_wk,wr,pf,expR,totR,maxDD_R,flag,mirage
fill,conf15,pullback_limit,on_range_pctile,0.25-0.75,atr1.0,2R,172,0.317,0.4651,0.7603,-0.0572,-9.843,-12.533,dead,False
fill,conf15,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,prior_close,172,0.317,0.5174,0.7049,-0.0451,-7.756,-9.916,dead,False
fill,conf15,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,half_gap,172,0.317,0.6453,0.5811,-0.0511,-8.796,-9.454,dead,False
fill,conf15,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,1.5R,172,0.317,0.4651,0.7578,-0.0387,-6.653,-8.682,dead,False
fill,conf15,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,2R,172,0.317,0.4651,0.7578,-0.0387,-6.653,-8.682,dead,False
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,prior_close,13,0.024,0.1538,0.5423,-0.4405,-5.726,-5.05,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,half_gap,13,0.024,0.3077,0.9612,-0.0327,-0.425,-3.57,sub_floor,False
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,1.5R,13,0.024,0.6154,1.7041,0.333,4.328,-2.324,sub_floor,False
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,2R,13,0.024,0.4615,1.27,0.1791,2.328,-3.429,sub_floor,False
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.0,prior_close,13,0.024,0.3846,0.597,-0.1279,-1.663,-2.247,sub_floor,False
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.0,half_gap,13,0.024,0.6154,1.1786,0.033,0.428,-1.021,sub_floor,False
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.0,1.5R,13,0.024,0.3077,0.3275,-0.2182,-2.836,-2.325,sub_floor,False
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.0,2R,13,0.024,0.3077,0.3275,-0.2182,-2.836,-2.325,sub_floor,False
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.5,prior_close,13,0.024,0.3846,0.6239,-0.0762,-0.99,-1.566,sub_floor,False
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.5,half_gap,13,0.024,0.6154,1.3342,0.0363,0.472,-0.494,sub_floor,False
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.5,1.5R,13,0.024,0.3077,0.3419,-0.1363,-1.772,-1.566,sub_floor,False
fill,conf15,pullback_limit,on_range_pctile,0.75-1.25,atr1.5,2R,13,0.024,0.3077,0.3419,-0.1363,-1.772,-1.566,sub_floor,False
fill,conf15,pullback_limit,on_range_pctile,>1.25,open_buffer,prior_close,3,0.006,0.0,0.0,-1.1589,-3.477,-2.24,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,>1.25,open_buffer,half_gap,3,0.006,0.0,0.0,-1.1589,-3.477,-2.24,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,>1.25,open_buffer,1.5R,3,0.006,0.0,0.0,-1.1589,-3.477,-2.24,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,>1.25,open_buffer,2R,3,0.006,0.0,0.0,-1.1589,-3.477,-2.24,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,>1.25,atr1.0,prior_close,3,0.006,0.3333,0.0945,-0.4817,-1.445,-0.88,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,>1.25,atr1.0,half_gap,3,0.006,0.3333,0.0945,-0.4817,-1.445,-0.88,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,>1.25,atr1.0,1.5R,3,0.006,0.3333,0.0945,-0.4817,-1.445,-0.88,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,>1.25,atr1.0,2R,3,0.006,0.3333,0.0945,-0.4817,-1.445,-0.88,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,>1.25,atr1.5,prior_close,3,0.006,0.3333,0.0945,-0.3211,-0.963,-0.587,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,>1.25,atr1.5,half_gap,3,0.006,0.3333,0.0945,-0.3211,-0.963,-0.587,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,>1.25,atr1.5,1.5R,3,0.006,0.3333,0.0945,-0.3211,-0.963,-0.587,sub_floor,True
fill,conf15,pullback_limit,on_range_pctile,>1.25,atr1.5,2R,3,0.006,0.3333,0.0945,-0.3211,-0.963,-0.587,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,open_buffer,prior_close,61,0.113,0.3115,0.8797,-0.1006,-6.134,-16.045,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,open_buffer,half_gap,61,0.113,0.377,0.5384,-0.3476,-21.202,-22.997,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,open_buffer,1.5R,61,0.113,0.3443,0.54,-0.3677,-22.433,-22.724,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,open_buffer,2R,61,0.113,0.3115,0.6403,-0.2959,-18.048,-20.338,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.0,prior_close,61,0.113,0.541,0.7415,-0.0636,-3.877,-5.013,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.0,half_gap,61,0.113,0.623,0.4913,-0.1086,-6.623,-6.826,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.0,1.5R,61,0.113,0.4918,1.187,0.0493,3.008,-3.966,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.0,2R,61,0.113,0.4918,1.1544,0.0407,2.483,-3.966,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.5,prior_close,61,0.113,0.541,0.7155,-0.0483,-2.948,-3.942,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.5,half_gap,61,0.113,0.623,0.4716,-0.0783,-4.778,-5.15,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.5,1.5R,61,0.113,0.4918,1.0985,0.0184,1.125,-3.395,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.25-0.75,atr1.5,2R,61,0.113,0.4918,1.0785,0.0147,0.897,-3.395,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,open_buffer,prior_close,23,0.042,0.2609,1.3311,0.2961,6.811,-6.68,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,open_buffer,half_gap,23,0.042,0.3043,1.0097,0.0082,0.189,-6.665,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,open_buffer,1.5R,23,0.042,0.4783,0.9847,-0.0095,-0.218,-6.665,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,open_buffer,2R,23,0.042,0.3478,0.7891,-0.1617,-3.718,-7.531,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.0,prior_close,23,0.042,0.6087,1.8291,0.1805,4.151,-2.239,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.0,half_gap,23,0.042,0.6957,1.4291,0.0843,1.94,-2.239,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.0,1.5R,23,0.042,0.5652,1.4426,0.1028,2.364,-2.239,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.0,2R,23,0.042,0.5652,1.6298,0.1463,3.364,-2.239,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.5,prior_close,23,0.042,0.6087,2.6486,0.1652,3.8,-1.095,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.5,half_gap,23,0.042,0.6957,2.1743,0.1011,2.326,-1.095,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.5,1.5R,23,0.042,0.5652,2.3153,0.1446,3.326,-1.095,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,0.75-1.25,atr1.5,2R,23,0.042,0.5652,2.1828,0.13,2.991,-1.095,sub_floor,False
fill,conf15,pullback_limit,first15m_strength,>1.25,open_buffer,prior_close,13,0.024,0.0769,0.0668,-1.0348,-13.452,-11.812,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,>1.25,open_buffer,half_gap,13,0.024,0.0769,0.3006,-0.7755,-10.082,-11.446,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,>1.25,open_buffer,1.5R,13,0.024,0.1538,0.1969,-0.8169,-10.62,-8.98,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,>1.25,open_buffer,2R,13,0.024,0.0769,0.1245,-0.9708,-12.62,-11.446,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,>1.25,atr1.0,prior_close,13,0.024,0.4615,0.8837,-0.0332,-0.432,-2.035,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,>1.25,atr1.0,half_gap,13,0.024,0.5385,1.068,0.0194,0.252,-2.035,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,>1.25,atr1.0,1.5R,13,0.024,0.4615,0.8837,-0.0332,-0.432,-2.035,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,>1.25,atr1.0,2R,13,0.024,0.4615,0.8837,-0.0332,-0.432,-2.035,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,>1.25,atr1.5,prior_close,13,0.024,0.4615,0.6962,-0.0734,-0.955,-1.69,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,>1.25,atr1.5,half_gap,13,0.024,0.5385,0.8413,-0.0383,-0.498,-1.69,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,>1.25,atr1.5,1.5R,13,0.024,0.4615,0.6962,-0.0734,-0.955,-1.69,sub_floor,True
fill,conf15,pullback_limit,first15m_strength,>1.25,atr1.5,2R,13,0.024,0.4615,0.6962,-0.0734,-0.955,-1.69,sub_floor,True
and_go,conf5,next_open,none,0.25-0.75,open_buffer,1.5R,554,1.022,0.4838,1.0962,0.0543,30.062,-32.216,dead,False
and_go,conf5,next_open,none,0.25-0.75,open_buffer,2R,554,1.022,0.426,1.0944,0.0591,32.74,-31.619,dead,False
and_go,conf5,next_open,none,0.25-0.75,atr1.0,1.5R,554,1.022,0.5036,0.8921,-0.0253,-14.023,-19.19,dead,False
and_go,conf5,next_open,none,0.25-0.75,atr1.0,2R,554,1.022,0.5036,0.8904,-0.0257,-14.252,-19.418,dead,False
and_go,conf5,next_open,none,0.25-0.75,atr1.5,1.5R,554,1.022,0.5036,0.8609,-0.0225,-12.492,-15.731,dead,False
and_go,conf5,next_open,none,0.25-0.75,atr1.5,2R,554,1.022,0.5036,0.8721,-0.0207,-11.492,-14.731,dead,False
and_go,conf5,next_open,none,0.75-1.25,open_buffer,1.5R,94,0.173,0.4255,0.9115,-0.0558,-5.248,-12.871,sub_floor,False
and_go,conf5,next_open,none,0.75-1.25,open_buffer,2R,94,0.173,0.3511,0.8629,-0.0991,-9.32,-18.519,sub_floor,False
and_go,conf5,next_open,none,0.75-1.25,atr1.0,1.5R,94,0.173,0.5319,1.164,0.0407,3.823,-3.92,sub_floor,False
and_go,conf5,next_open,none,0.75-1.25,atr1.0,2R,94,0.173,0.5213,1.0503,0.013,1.224,-3.92,sub_floor,False
and_go,conf5,next_open,none,0.75-1.25,atr1.5,1.5R,94,0.173,0.5213,0.9266,-0.0145,-1.362,-3.723,sub_floor,False
and_go,conf5,next_open,none,0.75-1.25,atr1.5,2R,94,0.173,0.5213,0.9431,-0.0112,-1.055,-3.723,sub_floor,False
and_go,conf5,next_open,none,>1.25,open_buffer,1.5R,18,0.033,0.6111,1.9821,0.4196,7.552,-2.157,sub_floor,False
and_go,conf5,next_open,none,>1.25,open_buffer,2R,18,0.033,0.4444,1.275,0.1654,2.977,-3.173,sub_floor,False
and_go,conf5,next_open,none,>1.25,atr1.0,1.5R,18,0.033,0.5,1.0039,0.0015,0.026,-2.624,sub_floor,False
and_go,conf5,next_open,none,>1.25,atr1.0,2R,18,0.033,0.5,1.154,0.057,1.026,-2.624,sub_floor,False
and_go,conf5,next_open,none,>1.25,atr1.5,1.5R,18,0.033,0.5556,1.7025,0.1357,2.443,-1.959,sub_floor,False
and_go,conf5,next_open,none,>1.25,atr1.5,2R,18,0.033,0.5556,1.7236,0.1398,2.516,-1.959,sub_floor,False
and_go,conf5,next_open,on_range_pctile,0.25-0.75,open_buffer,1.5R,266,0.491,0.4511,0.9488,-0.0304,-8.084,-32.161,dead,False
and_go,conf5,next_open,on_range_pctile,0.25-0.75,open_buffer,2R,266,0.491,0.3947,0.9296,-0.0457,-12.165,-35.659,dead,False
and_go,conf5,next_open,on_range_pctile,0.25-0.75,atr1.0,1.5R,266,0.491,0.4774,0.7196,-0.0668,-17.756,-22.127,dead,False
and_go,conf5,next_open,on_range_pctile,0.25-0.75,atr1.0,2R,266,0.491,0.4774,0.7262,-0.0652,-17.338,-21.627,dead,False
and_go,conf5,next_open,on_range_pctile,0.25-0.75,atr1.5,1.5R,266,0.491,0.4774,0.7006,-0.0495,-13.177,-15.905,dead,False
and_go,conf5,next_open,on_range_pctile,0.25-0.75,atr1.5,2R,266,0.491,0.4774,0.7119,-0.0477,-12.677,-15.405,dead,False
and_go,conf5,next_open,on_range_pctile,0.75-1.25,open_buffer,1.5R,25,0.046,0.68,2.5776,0.5642,14.106,-2.893,sub_floor,False
and_go,conf5,next_open,on_range_pctile,0.75-1.25,open_buffer,2R,25,0.046,0.52,1.6217,0.3361,8.402,-3.372,sub_floor,False
and_go,conf5,next_open,on_range_pctile,0.75-1.25,atr1.0,1.5R,25,0.046,0.48,1.0424,0.0103,0.258,-3.493,sub_floor,False
and_go,conf5,next_open,on_range_pctile,0.75-1.25,atr1.0,2R,25,0.046,0.48,1.0503,0.0122,0.306,-3.493,sub_floor,False
and_go,conf5,next_open,on_range_pctile,0.75-1.25,atr1.5,1.5R,25,0.046,0.48,1.0711,0.0117,0.294,-2.405,sub_floor,False
and_go,conf5,next_open,on_range_pctile,0.75-1.25,atr1.5,2R,25,0.046,0.48,1.1454,0.024,0.6,-2.405,sub_floor,False
and_go,conf5,next_open,on_range_pctile,>1.25,open_buffer,1.5R,4,0.007,0.5,1.2135,0.1247,0.499,-1.129,sub_floor,True
and_go,conf5,next_open,on_range_pctile,>1.25,open_buffer,2R,4,0.007,0.25,0.5597,-0.3753,-1.501,-2.203,sub_floor,True
and_go,conf5,next_open,on_range_pctile,>1.25,atr1.0,1.5R,4,0.007,0.5,0.941,-0.0142,-0.057,-0.225,sub_floor,True
and_go,conf5,next_open,on_range_pctile,>1.25,atr1.0,2R,4,0.007,0.5,0.941,-0.0142,-0.057,-0.225,sub_floor,True
and_go,conf5,next_open,on_range_pctile,>1.25,atr1.5,1.5R,4,0.007,0.5,0.941,-0.0095,-0.038,-0.15,sub_floor,True
and_go,conf5,next_open,on_range_pctile,>1.25,atr1.5,2R,4,0.007,0.5,0.941,-0.0095,-0.038,-0.15,sub_floor,True
and_go,conf5,next_open,first15m_strength,0.25-0.75,open_buffer,1.5R,220,0.406,0.5909,1.7155,0.3142,69.124,-9.269,live_candidate,False
and_go,conf5,next_open,first15m_strength,0.25-0.75,open_buffer,2R,220,0.406,0.5182,1.5943,0.3084,67.851,-8.269,live_candidate,False
and_go,conf5,next_open,first15m_strength,0.25-0.75,atr1.0,1.5R,220,0.406,0.5455,1.1714,0.0385,8.479,-9.982,live_candidate,False
and_go,conf5,next_open,first15m_strength,0.25-0.75,atr1.0,2R,220,0.406,0.5455,1.169,0.038,8.361,-9.982,live_candidate,False
and_go,conf5,next_open,first15m_strength,0.25-0.75,atr1.5,1.5R,220,0.406,0.5455,1.1101,0.0175,3.839,-6.89,dead,False
and_go,conf5,next_open,first15m_strength,0.25-0.75,atr1.5,2R,220,0.406,0.5455,1.1388,0.022,4.839,-6.89,dead,False
and_go,conf5,next_open,first15m_strength,0.75-1.25,open_buffer,1.5R,48,0.089,0.5,1.2772,0.1477,7.088,-8.043,sub_floor,False
and_go,conf5,next_open,first15m_strength,0.75-1.25,open_buffer,2R,48,0.089,0.3958,1.0479,0.0316,1.516,-8.891,sub_floor,False
and_go,conf5,next_open,first15m_strength,0.75-1.25,atr1.0,1.5R,48,0.089,0.4792,1.0562,0.0147,0.707,-3.82,sub_floor,False
and_go,conf5,next_open,first15m_strength,0.75-1.25,atr1.0,2R,48,0.089,0.4583,0.8241,-0.0498,-2.392,-4.889,sub_floor,False
and_go,conf5,next_open,first15m_strength,0.75-1.25,atr1.5,1.5R,48,0.089,0.4583,0.6898,-0.07,-3.358,-4.356,sub_floor,False
and_go,conf5,next_open,first15m_strength,0.75-1.25,atr1.5,2R,48,0.089,0.4583,0.6898,-0.07,-3.358,-4.356,sub_floor,False
and_go,conf5,next_open,first15m_strength,>1.25,open_buffer,1.5R,12,0.022,0.6667,2.4841,0.5514,6.617,-1.129,sub_floor,False
and_go,conf5,next_open,first15m_strength,>1.25,open_buffer,2R,12,0.022,0.4167,1.0715,0.0452,0.543,-3.402,sub_floor,True
and_go,conf5,next_open,first15m_strength,>1.25,atr1.0,1.5R,12,0.022,0.5,1.1527,0.0548,0.657,-1.602,sub_floor,True
and_go,conf5,next_open,first15m_strength,>1.25,atr1.0,2R,12,0.022,0.5,1.385,0.1381,1.657,-1.602,sub_floor,True
and_go,conf5,next_open,first15m_strength,>1.25,atr1.5,1.5R,12,0.022,0.5,1.4374,0.0943,1.131,-1.29,sub_floor,True
and_go,conf5,next_open,first15m_strength,>1.25,atr1.5,2R,12,0.022,0.5,1.4657,0.1004,1.204,-1.29,sub_floor,True
and_go,conf5,pullback_limit,none,0.25-0.75,open_buffer,1.5R,421,0.777,0.4489,0.8664,-0.0882,-37.119,-54.137,dead,False
and_go,conf5,pullback_limit,none,0.25-0.75,open_buffer,2R,421,0.777,0.3943,0.9333,-0.0484,-20.359,-43.048,dead,False
and_go,conf5,pullback_limit,none,0.25-0.75,atr1.0,1.5R,421,0.777,0.5012,0.8971,-0.0238,-10.018,-15.672,dead,False
and_go,conf5,pullback_limit,none,0.25-0.75,atr1.0,2R,421,0.777,0.5012,0.8968,-0.0238,-10.039,-15.693,dead,False
and_go,conf5,pullback_limit,none,0.25-0.75,atr1.5,1.5R,421,0.777,0.5012,0.8481,-0.0248,-10.451,-13.882,dead,False
and_go,conf5,pullback_limit,none,0.25-0.75,atr1.5,2R,421,0.777,0.5012,0.8554,-0.0236,-9.951,-13.382,dead,False
and_go,conf5,pullback_limit,none,0.75-1.25,open_buffer,1.5R,68,0.125,0.3529,0.5798,-0.3317,-22.559,-25.063,sub_floor,False
and_go,conf5,pullback_limit,none,0.75-1.25,open_buffer,2R,68,0.125,0.2647,0.5306,-0.42,-28.559,-32.373,sub_floor,False
and_go,conf5,pullback_limit,none,0.75-1.25,atr1.0,1.5R,68,0.125,0.5588,0.9537,-0.0128,-0.873,-3.266,sub_floor,False
and_go,conf5,pullback_limit,none,0.75-1.25,atr1.0,2R,68,0.125,0.5441,0.8301,-0.0496,-3.373,-5.582,sub_floor,False
and_go,conf5,pullback_limit,none,0.75-1.25,atr1.5,1.5R,68,0.125,0.5588,0.7956,-0.0416,-2.827,-4.7,sub_floor,False
and_go,conf5,pullback_limit,none,0.75-1.25,atr1.5,2R,68,0.125,0.5588,0.7956,-0.0416,-2.827,-4.7,sub_floor,False
and_go,conf5,pullback_limit,none,>1.25,open_buffer,1.5R,14,0.026,0.4286,0.8916,-0.0684,-0.957,-4.183,sub_floor,False
and_go,conf5,pullback_limit,none,>1.25,open_buffer,2R,14,0.026,0.4286,1.2313,0.1459,2.043,-3.683,sub_floor,False
and_go,conf5,pullback_limit,none,>1.25,atr1.0,1.5R,14,0.026,0.5,1.3794,0.1222,1.71,-2.554,sub_floor,True
and_go,conf5,pullback_limit,none,>1.25,atr1.0,2R,14,0.026,0.5,1.5439,0.1751,2.452,-2.554,sub_floor,True
and_go,conf5,pullback_limit,none,>1.25,atr1.5,1.5R,14,0.026,0.5,1.7662,0.1489,2.085,-2.036,sub_floor,True
and_go,conf5,pullback_limit,none,>1.25,atr1.5,2R,14,0.026,0.5,1.7968,0.1549,2.168,-2.036,sub_floor,True
and_go,conf5,pullback_limit,on_range_pctile,0.25-0.75,open_buffer,1.5R,207,0.382,0.4348,0.7996,-0.1357,-28.1,-42.872,dead,False
and_go,conf5,pullback_limit,on_range_pctile,0.25-0.75,open_buffer,2R,207,0.382,0.3865,0.884,-0.0849,-17.576,-39.098,dead,False
and_go,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.0,1.5R,207,0.382,0.4879,0.8368,-0.0366,-7.572,-14.625,dead,False
and_go,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.0,2R,207,0.382,0.4879,0.8461,-0.0345,-7.14,-14.125,dead,False
and_go,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,1.5R,207,0.382,0.4879,0.7985,-0.0321,-6.647,-10.981,dead,False
and_go,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,2R,207,0.382,0.4879,0.8136,-0.0297,-6.147,-10.481,dead,False
and_go,conf5,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,1.5R,14,0.026,0.5714,1.3163,0.1826,2.557,-2.669,sub_floor,False
and_go,conf5,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,2R,14,0.026,0.5,1.3873,0.2541,3.557,-2.669,sub_floor,False
and_go,conf5,pullback_limit,on_range_pctile,0.75-1.25,atr1.0,1.5R,14,0.026,0.5,0.731,-0.067,-0.937,-2.365,sub_floor,False
and_go,conf5,pullback_limit,on_range_pctile,0.75-1.25,atr1.0,2R,14,0.026,0.5,0.731,-0.067,-0.937,-2.365,sub_floor,False
and_go,conf5,pullback_limit,on_range_pctile,0.75-1.25,atr1.5,1.5R,14,0.026,0.5,0.7139,-0.0486,-0.681,-1.632,sub_floor,False
and_go,conf5,pullback_limit,on_range_pctile,0.75-1.25,atr1.5,2R,14,0.026,0.5,0.7139,-0.0486,-0.681,-1.632,sub_floor,False
and_go,conf5,pullback_limit,on_range_pctile,>1.25,open_buffer,1.5R,2,0.004,0.5,1.1778,0.1025,0.205,-1.153,sub_floor,True
and_go,conf5,pullback_limit,on_range_pctile,>1.25,open_buffer,2R,2,0.004,0.5,1.6116,0.3525,0.705,-1.153,sub_floor,True
and_go,conf5,pullback_limit,on_range_pctile,>1.25,atr1.0,1.5R,2,0.004,0.5,3.641,0.2598,0.52,-0.197,sub_floor,True
and_go,conf5,pullback_limit,on_range_pctile,>1.25,atr1.0,2R,2,0.004,0.5,3.641,0.2598,0.52,-0.197,sub_floor,True
and_go,conf5,pullback_limit,on_range_pctile,>1.25,atr1.5,1.5R,2,0.004,0.5,3.641,0.1732,0.346,-0.131,sub_floor,True
and_go,conf5,pullback_limit,on_range_pctile,>1.25,atr1.5,2R,2,0.004,0.5,3.641,0.1732,0.346,-0.131,sub_floor,True
and_go,conf5,pullback_limit,first15m_strength,0.25-0.75,open_buffer,1.5R,116,0.214,0.4483,0.8213,-0.1214,-14.086,-21.694,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,0.25-0.75,open_buffer,2R,116,0.214,0.3879,0.8877,-0.0848,-9.838,-18.391,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,0.25-0.75,atr1.0,1.5R,116,0.214,0.4914,1.0012,0.0003,0.035,-5.764,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,0.25-0.75,atr1.0,2R,116,0.214,0.4914,1.0029,0.0007,0.083,-5.764,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,0.25-0.75,atr1.5,1.5R,116,0.214,0.4914,0.8895,-0.0206,-2.385,-5.01,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,0.25-0.75,atr1.5,2R,116,0.214,0.4914,0.9126,-0.0163,-1.885,-4.855,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,0.75-1.25,open_buffer,1.5R,27,0.05,0.2963,0.4568,-0.4556,-12.3,-14.866,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,0.75-1.25,open_buffer,2R,27,0.05,0.1852,0.345,-0.6407,-17.3,-20.866,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,0.75-1.25,atr1.0,1.5R,27,0.05,0.4815,0.7178,-0.0957,-2.585,-3.976,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,0.75-1.25,atr1.0,2R,27,0.05,0.4444,0.5002,-0.1883,-5.085,-5.059,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,0.75-1.25,atr1.5,1.5R,27,0.05,0.4444,0.4792,-0.1365,-3.686,-3.837,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,0.75-1.25,atr1.5,2R,27,0.05,0.4444,0.4792,-0.1365,-3.686,-3.837,sub_floor,False
and_go,conf5,pullback_limit,first15m_strength,>1.25,open_buffer,1.5R,8,0.015,0.375,0.7094,-0.1963,-1.57,-3.289,sub_floor,True
and_go,conf5,pullback_limit,first15m_strength,>1.25,open_buffer,2R,8,0.015,0.375,0.987,-0.0088,-0.07,-3.289,sub_floor,True
and_go,conf5,pullback_limit,first15m_strength,>1.25,atr1.0,1.5R,8,0.015,0.375,0.8211,-0.0777,-0.622,-1.879,sub_floor,True
and_go,conf5,pullback_limit,first15m_strength,>1.25,atr1.0,2R,8,0.015,0.375,0.9649,-0.0152,-0.122,-1.879,sub_floor,True
and_go,conf5,pullback_limit,first15m_strength,>1.25,atr1.5,1.5R,8,0.015,0.375,1.1817,0.0462,0.369,-1.586,sub_floor,True
and_go,conf5,pullback_limit,first15m_strength,>1.25,atr1.5,2R,8,0.015,0.375,1.2227,0.0566,0.453,-1.586,sub_floor,True
and_go,conf15,next_open,none,0.25-0.75,open_buffer,1.5R,570,1.052,0.4386,0.9215,-0.0446,-25.395,-46.256,dead,False
and_go,conf15,next_open,none,0.25-0.75,open_buffer,2R,570,1.052,0.4,0.8999,-0.0609,-34.688,-55.179,dead,False
and_go,conf15,next_open,none,0.25-0.75,atr1.0,1.5R,570,1.052,0.486,0.8413,-0.0377,-21.515,-26.534,dead,False
and_go,conf15,next_open,none,0.25-0.75,atr1.0,2R,570,1.052,0.486,0.8406,-0.0379,-21.621,-26.514,dead,False
and_go,conf15,next_open,none,0.25-0.75,atr1.5,1.5R,570,1.052,0.4877,0.812,-0.0309,-17.636,-20.563,dead,False
and_go,conf15,next_open,none,0.25-0.75,atr1.5,2R,570,1.052,0.4877,0.8128,-0.0308,-17.566,-20.493,dead,False
and_go,conf15,next_open,none,0.75-1.25,open_buffer,1.5R,93,0.172,0.4624,0.9245,-0.045,-4.188,-17.148,sub_floor,False
and_go,conf15,next_open,none,0.75-1.25,open_buffer,2R,93,0.172,0.4086,0.8892,-0.073,-6.789,-21.431,sub_floor,False
and_go,conf15,next_open,none,0.75-1.25,atr1.0,1.5R,93,0.172,0.4839,0.6953,-0.0938,-8.722,-11.611,sub_floor,False
and_go,conf15,next_open,none,0.75-1.25,atr1.0,2R,93,0.172,0.4839,0.7219,-0.0856,-7.962,-11.215,sub_floor,False
and_go,conf15,next_open,none,0.75-1.25,atr1.5,1.5R,93,0.172,0.4839,0.6741,-0.0725,-6.743,-8.832,sub_floor,False
and_go,conf15,next_open,none,0.75-1.25,atr1.5,2R,93,0.172,0.4839,0.6886,-0.0693,-6.443,-8.832,sub_floor,False
and_go,conf15,next_open,none,>1.25,open_buffer,1.5R,24,0.044,0.5,1.1313,0.0735,1.764,-3.744,sub_floor,False
