failure_def,timing,entry,stop,exit,filt,n_events_raw,n_no_fill,flags,n,tr_per_wk,wr,pf,exp_r,tot_r,maxdd_r,n_long,n_short
ONH_ONL_break_reclaim,le10bars,next_bar_open_after_reclaim,beyond_extreme_2tick,or_midpoint,none,6495,106,,6263,11.56449485623846,0.12294427590611529,0.12542937429166345,-2.1885147244005196,-13706.667718920455,-13703.367630464076,3041,3222
ONH_ONL_break_reclaim,le10bars,next_bar_open_after_reclaim,beyond_extreme_2tick,or_midpoint,flat_vwap_slope_only,6495,106,,2932,5.41387496702717,0.12824010914051842,0.11467591642597198,-2.105464787345531,-6173.222756497097,-6171.788917017701,1398,1534
ONH_ONL_break_reclaim,le10bars,next_bar_open_after_reclaim,beyond_extreme_2tick,1.5R,none,6495,106,,6181,11.413083619097863,0.35285552499595535,0.24428016207594974,-0.9790941323009226,-6051.780831752002,-6050.338549575955,3005,3176
ONH_ONL_break_reclaim,le10bars,next_bar_open_after_reclaim,beyond_extreme_2tick,1.5R,flat_vwap_slope_only,6495,106,,2893,5.3418623054603005,0.3359834082267542,0.21078483473722878,-0.9704012310691824,-2807.3707614831446,-2809.465697814955,1384,1509
ONH_ONL_break_reclaim,le10bars,next_bar_open_after_reclaim,atr_1.0,vwap_target,none,6495,106,,5343,9.86573463466104,0.19333707654875537,0.11894259653096076,-0.1163255392057896,-621.5273559765338,-621.3417622079947,2602,2741
ONH_ONL_break_reclaim,le10bars,next_bar_open_after_reclaim,atr_1.0,vwap_target,flat_vwap_slope_only,6495,106,,2639,4.872856766024796,0.16104585070102312,0.07792012030791602,-0.102837193677081,-271.38735411381674,-271.38515590434696,1289,1350
ONH_ONL_break_reclaim,le10bars,next_bar_open_after_reclaim,atr_1.0,or_midpoint,none,6495,106,,4946,9.13268266948035,0.2341285887585928,0.16948937333450145,-0.12479513719524203,-617.2367485676671,-617.060151287099,2375,2571
ONH_ONL_break_reclaim,le10bars,next_bar_open_after_reclaim,atr_1.0,or_midpoint,flat_vwap_slope_only,6495,106,,2401,4.4333948826167235,0.2224073302790504,0.1520865666159201,-0.11017011507440048,-264.5184462936356,-264.5616743573498,1144,1257
ONH_ONL_break_reclaim,le10bars,next_bar_open_after_reclaim,atr_1.0,1.5R,none,6495,106,,1874,3.4603007122131366,0.47545357524012805,0.9186116218729424,-0.016184615867016156,-30.329970134788276,-38.025878314378154,883,991
ONH_ONL_break_reclaim,le10bars,next_bar_open_after_reclaim,atr_1.0,1.5R,flat_vwap_slope_only,6495,106,,1152,2.1271432339752043,0.4765625,0.8735885159847921,-0.01946008237197026,-22.41801489250974,-27.437798906359,534,618
ONH_ONL_break_reclaim,le10bars,failed_level_retest,beyond_extreme_2tick,vwap_target,none,6495,1311,,5142,9.494592455816408,0.11260210035005834,0.12503612166840872,-4.211217103129242,-21654.07834429056,-21641.917114067655,2473,2669
ONH_ONL_break_reclaim,le10bars,failed_level_retest,beyond_extreme_2tick,vwap_target,flat_vwap_slope_only,6495,1311,,2488,4.594038512265893,0.11615755627009647,0.1153694475354711,-3.1924048620682193,-7942.70329682573,-7952.494457758155,1191,1297
ONH_ONL_break_reclaim,le10bars,failed_level_retest,beyond_extreme_2tick,or_midpoint,none,6495,1311,,5108,9.431812186758112,0.09220830070477683,0.10700679614909174,-5.130217110415059,-26205.14900000012,-26193.748000000043,2461,2647
ONH_ONL_break_reclaim,le10bars,failed_level_retest,beyond_extreme_2tick,or_midpoint,flat_vwap_slope_only,6495,1311,,2460,4.542337114217885,0.10121951219512196,0.1094478678284573,-3.950243089430913,-9717.598000000045,-9714.598000000047,1182,1278
ONH_ONL_break_reclaim,le10bars,failed_level_retest,beyond_extreme_2tick,1.5R,none,6495,1311,,5141,9.492745977314692,0.0,0.0,-1.3975568955456141,-7184.840000000002,-7184.340000000002,2470,2671
ONH_ONL_break_reclaim,le10bars,failed_level_retest,beyond_extreme_2tick,1.5R,flat_vwap_slope_only,6495,1311,,2487,4.592192033764179,0.0,0.0,-1.396397265782067,-3472.8400000000006,-3469.8400000000006,1188,1299
ONH_ONL_break_reclaim,le10bars,failed_level_retest,atr_1.0,vwap_target,none,6495,1311,,4288,7.91769981535215,0.2889458955223881,0.2203624819620419,-0.0796501061983739,-341.5396553786273,-341.3957406037341,2080,2208
ONH_ONL_break_reclaim,le10bars,failed_level_retest,atr_1.0,vwap_target,flat_vwap_slope_only,6495,1311,,2160,3.9883935637035086,0.26296296296296295,0.1797965973554261,-0.06988388768497271,-150.94919739954105,-150.9885469296905,1067,1093
ONH_ONL_break_reclaim,le10bars,failed_level_retest,atr_1.0,or_midpoint,none,6495,1311,,3995,7.376681614349776,0.3051314142678348,0.25358627817376944,-0.09583337784170987,-382.8543444776309,-382.8895109774402,1911,2084
ONH_ONL_break_reclaim,le10bars,failed_level_retest,atr_1.0,or_midpoint,flat_vwap_slope_only,6495,1311,,1971,3.6394091268794515,0.29578893962455605,0.24152244098439474,-0.08611875825437107,-169.74007251936538,-170.49707702099056,944,1027
