failure_def,timing,entry,stop,exit,filt,n_events_raw,n_no_fill,flags,n,tr_per_wk,wr,pf,exp_r,tot_r,maxdd_r,n_long,n_short
PMH_PML_break_reclaim,le10bars,failed_level_retest,atr_1.0,vwap_target,flat_vwap_slope_only,6946,1305,,2458,4.538644157214455,0.3132628152969894,0.23605431677533675,-0.05496378811194839,-135.10099117916914,-135.22801572485548,1195,1263
PMH_PML_break_reclaim,le10bars,failed_level_retest,atr_1.0,or_midpoint,none,6946,1305,,3999,7.384067528356634,0.45586396599149787,0.5106885525311785,-0.04044747359066262,-161.7494468890598,-163.0452827570078,1943,2056
PMH_PML_break_reclaim,le10bars,failed_level_retest,atr_1.0,or_midpoint,flat_vwap_slope_only,6946,1305,,2141,3.9533104721709313,0.42129845866417565,0.4244291932510673,-0.04662063286874785,-99.81477497198914,-100.27529997945008,1015,1126
PMH_PML_break_reclaim,le10bars,failed_level_retest,atr_1.0,1.5R,none,6946,1305,,1948,3.596940121340016,0.46560574948665295,0.9359518510303663,-0.012234131632967268,-23.832088421020238,-31.895488404264853,924,1024
PMH_PML_break_reclaim,le10bars,failed_level_retest,atr_1.0,1.5R,flat_vwap_slope_only,6946,1305,,1263,2.332102347665524,0.44972288202692,0.8300658231610294,-0.027676859537374886,-34.95587359570448,-39.285178578329685,596,667
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,beyond_extreme_2tick,vwap_target,none,1727,0,,1726,3.1870218939593777,0.08980301274623406,0.06712208328524506,-1.3039289624409807,-2250.5813891731327,-2249.567460920823,848,878
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,beyond_extreme_2tick,vwap_target,flat_vwap_slope_only,1727,0,,280,0.5170139804800844,0.05357142857142857,0.025428769493269086,-1.477461165757899,-413.68912641221175,-413.00126229117933,136,144
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,beyond_extreme_2tick,or_midpoint,none,1727,0,,1725,3.185175415457663,0.1310144927536232,0.1354176038251206,-1.206165150820872,-2080.634885166004,-2080.1326322742275,848,877
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,beyond_extreme_2tick,or_midpoint,flat_vwap_slope_only,1727,0,,280,0.5170139804800844,0.06785714285714285,0.040322163848945,-1.438848043679401,-402.8774522302323,-403.4837957652535,136,144
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,beyond_extreme_2tick,1.5R,none,1727,0,,1703,3.144552888419942,0.34233705226071637,0.2847963517310185,-0.8321463662340975,-1417.145261696668,-1418.825510328726,832,871
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,beyond_extreme_2tick,1.5R,flat_vwap_slope_only,1727,0,,280,0.5170139804800844,0.34285714285714286,0.25263258601049493,-0.8356036237164055,-233.96901464059354,-236.82288864331488,136,144
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,atr_1.0,vwap_target,none,1727,0,,1691,3.122395146399367,0.1986989946777055,0.1221421624056351,-0.07215547796457533,-122.01491323809688,-121.9002534911941,834,857
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,atr_1.0,vwap_target,flat_vwap_slope_only,1727,0,,278,0.5133210234766552,0.09352517985611511,0.027394531440126473,-0.09185600810295753,-25.535970252622196,-25.515328609324047,136,142
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,atr_1.0,or_midpoint,none,1727,0,,1663,3.0706937483513586,0.28923631990378834,0.22549540772890944,-0.06816506710950049,-113.3585066030993,-113.26095763430489,816,847
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,atr_1.0,or_midpoint,flat_vwap_slope_only,1727,0,,277,0.5114745449749407,0.13357400722021662,0.04886845224374566,-0.09643989264215143,-26.713850261875947,-26.713261018140518,135,142
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,atr_1.0,1.5R,none,1727,0,,1244,2.2970192561329466,0.45016077170418006,0.8504813099951544,-0.03426284350324803,-42.62297731804055,-46.47666143332607,608,636
PMH_PML_break_reclaim,before_1030,next_bar_open_after_reclaim,atr_1.0,1.5R,flat_vwap_slope_only,1727,0,,253,0.46715906093379056,0.41106719367588934,0.8742437193568381,-0.025555836996355764,-6.465626760078008,-12.0683018766798,124,129
PMH_PML_break_reclaim,before_1030,failed_level_retest,beyond_extreme_2tick,vwap_target,none,1727,291,,1434,2.647850171458718,0.23709902370990238,0.4476331058691327,-1.2529006203665642,-1796.659489605653,-1828.6853455577489,706,728
PMH_PML_break_reclaim,before_1030,failed_level_retest,beyond_extreme_2tick,vwap_target,flat_vwap_slope_only,1727,291,,300,0.5539435505143762,0.20666666666666667,0.20356926962387648,-1.8810922929109226,-564.3276878732768,-563.5741359658323,149,151
PMH_PML_break_reclaim,before_1030,failed_level_retest,beyond_extreme_2tick,or_midpoint,none,1727,291,,1434,2.647850171458718,0.20781032078103207,0.358434303697876,-1.59219246861925,-2283.2040000000043,-2292.7850000000044,706,728
PMH_PML_break_reclaim,before_1030,failed_level_retest,beyond_extreme_2tick,or_midpoint,flat_vwap_slope_only,1727,291,,300,0.5539435505143762,0.20666666666666667,0.20023294104830333,-1.9089400000000767,-572.682000000023,-573.6320000000251,149,151
PMH_PML_break_reclaim,before_1030,failed_level_retest,beyond_extreme_2tick,1.5R,none,1727,291,,1434,2.647850171458718,0.0,0.0,-1.4013249651324966,-2009.5,-2006.5,706,728
PMH_PML_break_reclaim,before_1030,failed_level_retest,beyond_extreme_2tick,1.5R,flat_vwap_slope_only,1727,291,,300,0.5539435505143762,0.0,0.0,-1.1916666666666667,-357.5,-354.5,149,151
PMH_PML_break_reclaim,before_1030,failed_level_retest,atr_1.0,vwap_target,none,1727,291,,1401,2.586916380902137,0.4539614561027837,0.45807249051612214,-0.02852866206214923,-39.96865554907107,-41.022477480859074,695,706
PMH_PML_break_reclaim,before_1030,failed_level_retest,atr_1.0,vwap_target,flat_vwap_slope_only,1727,291,,298,0.550250593510947,0.348993288590604,0.24206950516975653,-0.04068691542629371,-12.124700797035526,-12.347870705339519,149,149
PMH_PML_break_reclaim,before_1030,failed_level_retest,atr_1.0,or_midpoint,none,1727,291,,1372,2.533368504352414,0.4905247813411079,0.5041400139806649,-0.034032292542654635,-46.692305368522156,-47.20317791478632,674,698
PMH_PML_break_reclaim,before_1030,failed_level_retest,atr_1.0,or_midpoint,flat_vwap_slope_only,1727,291,,296,0.5465576365075179,0.40540540540540543,0.25016325985975874,-0.05242867443079627,-15.518887631515696,-15.905875927009951,147,149
PMH_PML_break_reclaim,before_1030,failed_level_retest,atr_1.0,1.5R,none,1727,291,,1049,1.936955948298602,0.45948522402287895,0.8882500915220923,-0.02547749630166944,-26.725893620451245,-32.55646329363282,513,536
PMH_PML_break_reclaim,before_1030,failed_level_retest,atr_1.0,1.5R,flat_vwap_slope_only,1727,291,,267,0.4930097599577948,0.4307116104868914,0.8379259186307645,-0.033210825165831834,-8.8672903192771,-12.378320778422898,138,129
