level,side,event_type,window,entry_type,stop_type,exit_type,filter,n,tr_wk,wr,pf,expR,totR,maxDD_R,n_no_retest_skip,flag
on_hi,upper,first_touch_rejection,1000_1130,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,88,0.162,0.3409,0.9026,-0.076,-6.691,-23.148,36,sub_floor
on_hi,upper,first_touch_rejection,1000_1130,retest_limit,1.0xATR,1.5R,none,381,0.703,0.399,0.6309,-0.283,-107.826,-107.1,91,dead
on_hi,upper,first_touch_rejection,1000_1130,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,124,0.229,0.3952,0.6223,-0.291,-36.082,-37.287,36,sub_floor
on_hi,upper,first_touch_rejection,1000_1130,retest_limit,1.0xATR,2R,none,381,0.703,0.3281,0.65,-0.3005,-114.486,-114.269,91,dead
on_hi,upper,first_touch_rejection,1000_1130,retest_limit,1.0xATR,2R,vwap_slope_agreement,124,0.229,0.3145,0.6133,-0.3353,-41.582,-44.836,36,sub_floor
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,vwap,none,710,1.31,0.307,0.5713,-0.3918,-278.15,-290.589,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,11,0.02,0.5455,0.7926,-0.1601,-1.761,-5.375,0,sub_floor
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,1074,1.982,0.2924,0.7041,-0.2744,-294.75,-313.359,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,192,0.354,0.349,0.8775,-0.0883,-16.954,-43.36,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,1.5R,none,1514,2.793,0.4022,0.5825,-0.3319,-502.517,-505.034,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,271,0.5,0.4428,0.7888,-0.1439,-38.986,-48.183,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,2R,none,1514,2.793,0.3507,0.6447,-0.3072,-465.082,-469.099,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,271,0.5,0.3506,0.7238,-0.2181,-59.092,-67.946,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,1.0xATR,vwap,none,710,1.31,0.3803,0.5781,-0.2924,-207.574,-230.543,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,11,0.02,0.6364,0.9461,-0.0257,-0.282,-4.377,0,sub_floor
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,1.0xATR,prior_day_mid,none,1074,1.982,0.311,0.7227,-0.233,-250.264,-263.343,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,192,0.354,0.3021,0.7879,-0.1803,-34.625,-50.249,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,1.0xATR,1.5R,none,1514,2.793,0.4168,0.6887,-0.2307,-349.243,-353.035,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,271,0.5,0.4207,0.6646,-0.2513,-68.115,-66.96,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,1.0xATR,2R,none,1514,2.793,0.3547,0.7328,-0.2194,-332.222,-348.471,0,dead
on_hi,upper,first_touch_rejection,full_rth,next_bar_open,1.0xATR,2R,vwap_slope_agreement,271,0.5,0.369,0.7513,-0.2053,-55.644,-54.379,0,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,vwap,none,799,1.474,0.3154,0.5812,-0.443,-353.951,-369.014,292,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,11,0.02,0.2727,0.7285,-0.4251,-4.677,-9.714,59,sub_floor
on_hi,upper,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,prior_day_mid,none,921,1.699,0.2117,0.5455,-0.5777,-532.071,-539.188,292,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,157,0.29,0.2675,0.7368,-0.2562,-40.225,-74.262,59,sub_floor
on_hi,upper,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,1.5R,none,1231,2.271,0.472,0.5881,-0.3072,-378.198,-383.368,292,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,214,0.395,0.4673,0.7091,-0.2029,-43.414,-56.614,59,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,2R,none,1231,2.271,0.424,0.6257,-0.328,-403.731,-410.888,292,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,214,0.395,0.3738,0.6439,-0.304,-65.059,-79.812,59,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,1.0xATR,vwap,none,799,1.474,0.428,0.5986,-0.2329,-186.092,-202.042,292,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,1.0xATR,vwap,vwap_slope_agreement,11,0.02,0.5455,0.9796,-0.0113,-0.124,-2.902,59,sub_floor
on_hi,upper,first_touch_rejection,full_rth,retest_limit,1.0xATR,prior_day_mid,none,921,1.699,0.2964,0.6255,-0.3229,-297.403,-299.074,292,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,157,0.29,0.293,0.7133,-0.2526,-39.661,-60.97,59,sub_floor
on_hi,upper,first_touch_rejection,full_rth,retest_limit,1.0xATR,1.5R,none,1231,2.271,0.3997,0.6334,-0.2789,-343.365,-344.473,292,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,214,0.395,0.3972,0.596,-0.3137,-67.127,-65.861,59,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,1.0xATR,2R,none,1231,2.271,0.3314,0.6594,-0.2894,-356.224,-357.832,292,dead
on_hi,upper,first_touch_rejection,full_rth,retest_limit,1.0xATR,2R,vwap_slope_agreement,214,0.395,0.3364,0.6434,-0.309,-66.127,-64.861,59,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,vwap,none,497,0.917,0.3541,0.3671,-0.3815,-189.603,-190.926,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,50,0.092,0.44,0.5814,-0.2106,-10.532,-10.922,0,sub_floor
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,979,1.806,0.3085,0.7245,-0.2365,-231.508,-236.605,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,173,0.319,0.3121,0.833,-0.1366,-23.632,-44.5,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,1.5R,none,1405,2.592,0.4036,0.653,-0.2632,-369.816,-372.33,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,242,0.446,0.4421,0.7675,-0.1657,-40.105,-39.799,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,2R,none,1405,2.592,0.3473,0.7146,-0.2356,-330.952,-334.935,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,242,0.446,0.3471,0.7274,-0.2238,-54.153,-53.128,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,vwap,none,497,0.917,0.4366,0.3561,-0.2568,-127.653,-128.407,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,50,0.092,0.48,0.4383,-0.1933,-9.666,-9.362,0,sub_floor
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,prior_day_mid,none,979,1.806,0.333,0.732,-0.2065,-202.13,-203.967,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,173,0.319,0.3179,0.6698,-0.2472,-42.766,-49.147,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,1.5R,none,1405,2.592,0.4064,0.736,-0.1885,-264.869,-264.143,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,242,0.446,0.4174,0.7557,-0.1722,-41.662,-40.354,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,2R,none,1405,2.592,0.3466,0.7822,-0.171,-240.308,-242.083,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,2R,vwap_slope_agreement,242,0.446,0.3512,0.7944,-0.1618,-39.162,-37.854,0,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,vwap,none,740,1.365,0.4257,0.7358,-0.1504,-111.279,-141.966,228,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,58,0.107,0.3966,0.8575,-0.092,-5.336,-13.083,45,sub_floor
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,prior_day_mid,none,869,1.603,0.2359,0.7033,-0.3282,-285.163,-289.064,228,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,149,0.275,0.2349,0.744,-0.2786,-41.505,-57.935,45,sub_floor
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,1.5R,none,1177,2.172,0.5438,0.8461,-0.1004,-118.215,-183.655,228,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,197,0.363,0.5685,0.9205,-0.0494,-9.735,-45.062,45,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,2R,none,1177,2.172,0.4528,0.8695,-0.1023,-120.444,-206.302,228,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,197,0.363,0.4822,0.9748,-0.0187,-3.682,-50.009,45,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,vwap,none,740,1.365,0.5351,0.6677,-0.0921,-68.179,-79.457,228,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,vwap,vwap_slope_agreement,58,0.107,0.4828,0.58,-0.1439,-8.346,-8.532,45,sub_floor
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,prior_day_mid,none,869,1.603,0.3406,0.7476,-0.1927,-167.485,-167.403,228,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,149,0.275,0.3289,0.6597,-0.2588,-38.557,-46.639,45,sub_floor
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,1.5R,none,1177,2.172,0.4002,0.7146,-0.2063,-242.855,-241.667,228,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,197,0.363,0.3604,0.5949,-0.3167,-62.395,-61.087,45,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,2R,none,1177,2.172,0.3415,0.7722,-0.1801,-211.985,-210.797,228,dead
on_hi,upper,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,2R,vwap_slope_agreement,197,0.363,0.3299,0.7212,-0.2279,-44.895,-44.969,45,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,vwap,none,725,1.338,0.3834,0.4542,-0.3765,-272.997,-271.805,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,100,0.185,0.38,0.3936,-0.3516,-35.162,-36.915,0,sub_floor
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,1019,1.88,0.2718,0.6016,-0.3674,-374.33,-377.367,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,387,0.714,0.2894,0.7348,-0.2287,-88.507,-96.151,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,1.5R,none,1479,2.729,0.3955,0.6062,-0.3098,-458.248,-458.402,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,562,1.037,0.4199,0.6816,-0.2389,-134.265,-134.434,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,2R,none,1479,2.729,0.3435,0.6747,-0.2754,-407.377,-406.184,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,562,1.037,0.3452,0.6992,-0.2505,-140.772,-139.594,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,vwap,none,725,1.338,0.4552,0.5113,-0.2568,-186.214,-185.343,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,100,0.185,0.47,0.3996,-0.2156,-21.564,-22.624,0,sub_floor
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,prior_day_mid,none,1019,1.88,0.2974,0.6163,-0.3231,-329.214,-337.689,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,387,0.714,0.2972,0.6805,-0.2551,-98.737,-97.544,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,1.5R,none,1479,2.729,0.4023,0.6797,-0.2378,-351.632,-350.698,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,562,1.037,0.4004,0.6848,-0.2326,-130.727,-130.846,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,2R,none,1479,2.729,0.3455,0.7391,-0.2119,-313.418,-312.196,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,2R,vwap_slope_agreement,562,1.037,0.3381,0.7287,-0.2213,-124.378,-123.184,0,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,vwap,none,771,1.423,0.3346,0.5133,-0.4081,-314.627,-322.224,230,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,125,0.231,0.36,0.5873,-0.2746,-34.331,-40.74,95,sub_floor
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,prior_day_mid,none,914,1.686,0.209,0.5126,-0.5553,-507.564,-517.122,230,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,347,0.64,0.2219,0.6083,-0.4281,-148.547,-146.984,95,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,1.5R,none,1249,2.304,0.5068,0.7074,-0.2109,-263.385,-296.328,230,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,467,0.862,0.5332,0.7897,-0.1423,-66.436,-117.955,95,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,2R,none,1249,2.304,0.4163,0.7281,-0.2307,-288.123,-335.621,230,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,467,0.862,0.439,0.8027,-0.1595,-74.491,-117.718,95,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,vwap,none,771,1.423,0.463,0.6116,-0.1938,-149.388,-148.577,230,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,vwap,vwap_slope_agreement,125,0.231,0.472,0.5079,-0.1689,-21.116,-22.237,95,sub_floor
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,prior_day_mid,none,914,1.686,0.2932,0.5847,-0.3459,-316.167,-335.089,230,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,347,0.64,0.3055,0.6024,-0.3118,-108.182,-107.512,95,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,1.5R,none,1249,2.304,0.3907,0.6422,-0.2709,-338.347,-341.091,230,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,467,0.862,0.3726,0.608,-0.304,-141.99,-144.609,95,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,2R,none,1249,2.304,0.3211,0.6603,-0.2856,-356.709,-355.486,230,dead
on_hi,upper,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,2R,vwap_slope_agreement,467,0.862,0.2998,0.6129,-0.334,-155.957,-154.763,95,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,vwap,none,2264,4.177,0.3463,0.4754,-0.387,-876.209,-877.531,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,154,0.284,0.3247,0.305,-0.4371,-67.32,-69.073,0,sub_floor
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,3288,6.066,0.2746,0.6163,-0.3528,-1159.861,-1159.663,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,965,1.78,0.286,0.6937,-0.274,-264.373,-263.224,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,1.5R,none,4661,8.6,0.398,0.6019,-0.3077,-1434.031,-1435.402,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,1385,2.555,0.3964,0.6063,-0.3035,-420.339,-424.405,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,2R,none,4661,8.6,0.3437,0.6553,-0.2893,-1348.389,-1350.056,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,1385,2.555,0.3307,0.6296,-0.3141,-434.991,-438.165,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,vwap,none,2264,4.177,0.3984,0.5023,-0.3156,-714.459,-715.21,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,154,0.284,0.4156,0.319,-0.2844,-43.801,-44.86,0,sub_floor
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,prior_day_mid,none,3288,6.066,0.2914,0.6417,-0.3156,-1037.738,-1036.633,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,965,1.78,0.2881,0.6807,-0.2788,-269.01,-267.83,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,1.5R,none,4661,8.6,0.4006,0.6413,-0.2721,-1268.283,-1270.586,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,1385,2.555,0.3819,0.5966,-0.3152,-436.583,-438.927,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,2R,none,4661,8.6,0.3439,0.6949,-0.2531,-1179.798,-1184.652,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,2R,vwap_slope_agreement,1385,2.555,0.3271,0.6479,-0.2998,-415.253,-418.597,0,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,vwap,none,2483,4.581,0.3311,0.569,-0.3617,-898.159,-911.595,802,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,218,0.402,0.3532,0.6323,-0.2382,-51.93,-57.857,259,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,prior_day_mid,none,2931,5.408,0.2102,0.555,-0.5138,-1505.94,-1506.34,802,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,861,1.589,0.2149,0.6006,-0.4534,-390.36,-401.043,259,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,1.5R,none,3940,7.269,0.5127,0.7162,-0.2007,-790.642,-850.281,802,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,1160,2.14,0.5267,0.7577,-0.1662,-192.788,-231.222,259,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,2R,none,3940,7.269,0.4195,0.7292,-0.228,-898.512,-953.228,802,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,1160,2.14,0.4259,0.7488,-0.2085,-241.848,-278.08,259,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,vwap,none,2483,4.581,0.4333,0.5799,-0.2363,-586.633,-585.445,802,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,vwap,vwap_slope_agreement,218,0.402,0.4633,0.5244,-0.1623,-35.38,-37.06,259,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,prior_day_mid,none,2931,5.408,0.2886,0.6199,-0.3351,-982.305,-985.481,802,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,861,1.589,0.2962,0.6998,-0.2537,-218.456,-230.915,259,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,1.5R,none,3940,7.269,0.402,0.6389,-0.2727,-1074.37,-1076.583,802,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,1160,2.14,0.3836,0.5944,-0.3124,-362.415,-364.482,259,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,2R,none,3940,7.269,0.333,0.661,-0.2848,-1121.961,-1125.694,802,dead
on_hi,upper,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,2R,vwap_slope_agreement,1160,2.14,0.3112,0.6018,-0.3422,-396.956,-399.231,259,dead
on_lo,lower,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,vwap,none,96,0.177,0.1771,0.0866,-1.0814,-103.813,-99.587,0,sub_floor
on_lo,lower,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,33,0.061,0.2727,0.1137,-0.8051,-26.57,-25.525,0,sub_floor
on_lo,lower,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,132,0.244,0.2273,0.3541,-0.8394,-110.804,-109.472,0,sub_floor
on_lo,lower,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,64,0.118,0.3281,0.5826,-0.4799,-30.714,-38.745,0,sub_floor
on_lo,lower,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,1.5R,none,347,0.64,0.366,0.372,-0.6331,-219.692,-219.621,0,dead
on_lo,lower,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,163,0.301,0.4049,0.4375,-0.5339,-87.025,-88.308,0,dead
on_lo,lower,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,2R,none,347,0.64,0.3026,0.3881,-0.6743,-233.975,-235.904,0,dead
on_lo,lower,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,163,0.301,0.362,0.5221,-0.491,-80.025,-85.241,0,dead
on_lo,lower,break_and_retest,0930_1030,next_bar_open,1.0xATR,vwap,none,96,0.177,0.2917,0.1605,-0.4125,-39.599,-40.409,0,sub_floor
on_lo,lower,break_and_retest,0930_1030,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,33,0.061,0.3939,0.273,-0.2179,-7.191,-7.929,0,sub_floor
on_lo,lower,break_and_retest,0930_1030,next_bar_open,1.0xATR,prior_day_mid,none,132,0.244,0.3636,0.5221,-0.3584,-47.304,-47.449,0,sub_floor
on_lo,lower,break_and_retest,0930_1030,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,64,0.118,0.4219,0.6636,-0.2138,-13.682,-21.748,0,sub_floor
on_lo,lower,break_and_retest,0930_1030,next_bar_open,1.0xATR,1.5R,none,347,0.64,0.3948,0.6263,-0.2928,-101.589,-108.713,0,dead
on_lo,lower,break_and_retest,0930_1030,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,163,0.301,0.4049,0.6551,-0.2606,-42.479,-50.92,0,dead
on_lo,lower,break_and_retest,0930_1030,next_bar_open,1.0xATR,2R,none,347,0.64,0.3256,0.6532,-0.3002,-104.178,-104.797,0,dead
on_lo,lower,break_and_retest,0930_1030,next_bar_open,1.0xATR,2R,vwap_slope_agreement,163,0.301,0.3313,0.6706,-0.279,-45.479,-50.026,0,dead
on_lo,lower,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,vwap,none,125,0.231,0.256,0.2741,-0.7297,-91.219,-94.579,44,sub_floor
on_lo,lower,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,47,0.087,0.2553,0.1434,-0.8096,-38.052,-38.606,23,sub_floor
on_lo,lower,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,prior_day_mid,none,121,0.223,0.2066,0.4244,-0.8411,-101.774,-99.43,44,sub_floor
on_lo,lower,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,57,0.105,0.2807,0.6207,-0.5119,-29.179,-28.278,23,sub_floor
on_lo,lower,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,1.5R,none,303,0.559,0.4653,0.3913,-0.5393,-163.394,-168.499,44,dead
