level,side,event_type,window,entry_type,stop_type,exit_type,filter,n,tr_wk,wr,pf,expR,totR,maxDD_R,n_no_retest_skip,flag
on_lo,lower,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,140,0.258,0.4929,0.4491,-0.4455,-62.375,-67.67,23,sub_floor
on_lo,lower,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,2R,none,303,0.559,0.4323,0.4524,-0.5772,-174.894,-180.499,44,dead
on_lo,lower,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,140,0.258,0.4786,0.5187,-0.4741,-66.375,-74.169,23,sub_floor
on_lo,lower,break_and_retest,0930_1030,retest_limit,1.0xATR,vwap,none,125,0.231,0.36,0.3174,-0.2171,-27.14,-28.99,44,sub_floor
on_lo,lower,break_and_retest,0930_1030,retest_limit,1.0xATR,vwap,vwap_slope_agreement,47,0.087,0.3617,0.4348,-0.1288,-6.054,-8.116,23,sub_floor
on_lo,lower,break_and_retest,0930_1030,retest_limit,1.0xATR,prior_day_mid,none,121,0.223,0.3884,0.5921,-0.2858,-34.58,-36.454,44,sub_floor
on_lo,lower,break_and_retest,0930_1030,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,57,0.105,0.4386,0.7574,-0.1414,-8.06,-19.221,23,sub_floor
on_lo,lower,break_and_retest,0930_1030,retest_limit,1.0xATR,1.5R,none,303,0.559,0.4092,0.6624,-0.2572,-77.931,-89.339,44,dead
on_lo,lower,break_and_retest,0930_1030,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,140,0.258,0.4214,0.7001,-0.2198,-30.77,-41.965,23,sub_floor
on_lo,lower,break_and_retest,0930_1030,retest_limit,1.0xATR,2R,none,303,0.559,0.3267,0.6525,-0.3001,-90.931,-96.973,44,dead
on_lo,lower,break_and_retest,0930_1030,retest_limit,1.0xATR,2R,vwap_slope_agreement,140,0.258,0.3286,0.6607,-0.2876,-40.27,-49.867,23,sub_floor
on_lo,lower,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,vwap,none,165,0.304,0.2424,0.1748,-0.96,-158.402,-158.301,0,dead
on_lo,lower,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,58,0.107,0.2241,0.0833,-1.062,-61.597,-61.894,0,sub_floor
on_lo,lower,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,209,0.386,0.2488,0.3969,-0.7796,-162.936,-167.696,0,dead
on_lo,lower,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,151,0.279,0.2715,0.4786,-0.6675,-100.799,-103.876,0,sub_floor
on_lo,lower,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,1.5R,none,574,1.059,0.3502,0.3273,-0.7119,-408.656,-409.886,0,dead
on_lo,lower,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,407,0.751,0.3636,0.3471,-0.6771,-275.574,-277.081,0,dead
on_lo,lower,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,2R,none,574,1.059,0.3136,0.3949,-0.6802,-390.439,-393.558,0,dead
on_lo,lower,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,407,0.751,0.3342,0.4355,-0.6181,-251.574,-254.081,0,dead
on_lo,lower,break_and_retest,1000_1130,next_bar_open,1.0xATR,vwap,none,165,0.304,0.3697,0.2805,-0.3848,-63.487,-66.198,0,dead
on_lo,lower,break_and_retest,1000_1130,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,58,0.107,0.3103,0.1811,-0.3207,-18.603,-20.251,0,sub_floor
on_lo,lower,break_and_retest,1000_1130,next_bar_open,1.0xATR,prior_day_mid,none,209,0.386,0.3397,0.4705,-0.4087,-85.419,-88.601,0,dead
on_lo,lower,break_and_retest,1000_1130,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,151,0.279,0.3642,0.5541,-0.3277,-49.48,-51.707,0,sub_floor
on_lo,lower,break_and_retest,1000_1130,next_bar_open,1.0xATR,1.5R,none,574,1.059,0.3746,0.5498,-0.3681,-211.27,-218.145,0,dead
on_lo,lower,break_and_retest,1000_1130,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,407,0.751,0.3857,0.5809,-0.3343,-136.04,-140.818,0,dead
on_lo,lower,break_and_retest,1000_1130,next_bar_open,1.0xATR,2R,none,574,1.059,0.3118,0.5909,-0.3675,-210.938,-222.672,0,dead
on_lo,lower,break_and_retest,1000_1130,next_bar_open,1.0xATR,2R,vwap_slope_agreement,407,0.751,0.3243,0.6299,-0.3257,-132.54,-140.403,0,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,beyond_extreme_2tk,vwap,none,200,0.369,0.25,0.4088,-0.6465,-129.298,-134.298,73,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,84,0.155,0.2619,0.223,-0.7215,-60.609,-63.48,48,sub_floor
on_lo,lower,break_and_retest,1000_1130,retest_limit,beyond_extreme_2tk,prior_day_mid,none,199,0.367,0.2513,0.6133,-0.547,-108.854,-116.276,73,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,142,0.262,0.2676,0.7575,-0.3369,-47.836,-52.047,48,sub_floor
on_lo,lower,break_and_retest,1000_1130,retest_limit,beyond_extreme_2tk,1.5R,none,501,0.924,0.4391,0.3472,-0.5901,-295.636,-299.879,73,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,359,0.662,0.4568,0.3779,-0.5402,-193.919,-195.591,48,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,beyond_extreme_2tk,2R,none,501,0.924,0.4391,0.4232,-0.6101,-305.636,-308.024,73,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,359,0.662,0.4596,0.4653,-0.5471,-196.419,-207.484,48,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,1.0xATR,vwap,none,200,0.369,0.4,0.4536,-0.2072,-41.431,-47.622,73,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,1.0xATR,vwap,vwap_slope_agreement,84,0.155,0.3452,0.3142,-0.1862,-15.643,-18.39,48,sub_floor
on_lo,lower,break_and_retest,1000_1130,retest_limit,1.0xATR,prior_day_mid,none,199,0.367,0.397,0.6173,-0.2705,-53.82,-59.538,73,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,142,0.262,0.4155,0.7737,-0.1507,-21.405,-28.201,48,sub_floor
on_lo,lower,break_and_retest,1000_1130,retest_limit,1.0xATR,1.5R,none,501,0.924,0.4092,0.6333,-0.2815,-141.008,-153.0,73,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,359,0.662,0.415,0.6512,-0.2627,-94.324,-103.023,48,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,1.0xATR,2R,none,501,0.924,0.3313,0.6449,-0.309,-154.805,-174.456,73,dead
on_lo,lower,break_and_retest,1000_1130,retest_limit,1.0xATR,2R,vwap_slope_agreement,359,0.662,0.3398,0.6735,-0.2789,-100.121,-116.06,48,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,beyond_extreme_2tk,vwap,none,468,0.863,0.2222,0.189,-1.0042,-469.981,-468.354,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,99,0.183,0.202,0.0817,-1.0963,-108.532,-108.091,0,sub_floor
on_lo,lower,break_and_retest,full_rth,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,622,1.148,0.217,0.3937,-0.8114,-504.664,-510.616,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,431,0.795,0.2413,0.4333,-0.7321,-315.535,-318.793,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,beyond_extreme_2tk,1.5R,none,1764,3.255,0.3617,0.3272,-0.7085,-1249.749,-1249.957,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,1164,2.148,0.3763,0.3435,-0.6811,-792.824,-795.624,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,beyond_extreme_2tk,2R,none,1764,3.255,0.3135,0.3664,-0.7291,-1286.097,-1288.027,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,1164,2.148,0.3308,0.4023,-0.6761,-786.986,-791.286,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,1.0xATR,vwap,none,468,0.863,0.3141,0.2698,-0.5046,-236.152,-237.146,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,99,0.183,0.2828,0.1327,-0.3856,-38.177,-39.469,0,sub_floor
on_lo,lower,break_and_retest,full_rth,next_bar_open,1.0xATR,prior_day_mid,none,622,1.148,0.3023,0.4933,-0.4402,-273.787,-275.483,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,431,0.795,0.3155,0.5396,-0.3796,-163.59,-164.33,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,1.0xATR,1.5R,none,1764,3.255,0.3798,0.5121,-0.4101,-723.415,-730.089,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,1164,2.148,0.3952,0.55,-0.3664,-426.539,-435.472,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,1.0xATR,2R,none,1764,3.255,0.3277,0.5731,-0.3877,-683.896,-699.071,0,dead
on_lo,lower,break_and_retest,full_rth,next_bar_open,1.0xATR,2R,vwap_slope_agreement,1164,2.148,0.3445,0.6205,-0.334,-388.74,-406.173,0,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,beyond_extreme_2tk,vwap,none,535,0.987,0.2336,0.3534,-0.7614,-407.342,-414.506,239,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,139,0.256,0.2518,0.2369,-0.6995,-97.232,-98.81,158,sub_floor
on_lo,lower,break_and_retest,full_rth,retest_limit,beyond_extreme_2tk,prior_day_mid,none,575,1.061,0.193,0.4972,-0.7679,-441.55,-453.224,239,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,389,0.718,0.2057,0.5437,-0.6873,-267.348,-269.041,158,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,beyond_extreme_2tk,1.5R,none,1546,2.852,0.4308,0.3253,-0.6211,-960.222,-964.433,239,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,1016,1.875,0.4439,0.3456,-0.5831,-592.479,-596.799,158,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,beyond_extreme_2tk,2R,none,1546,2.852,0.4521,0.443,-0.5787,-894.596,-901.094,239,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,1016,1.875,0.4715,0.4769,-0.5284,-536.852,-546.099,158,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,1.0xATR,vwap,none,535,0.987,0.3514,0.3973,-0.332,-177.613,-187.661,239,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,1.0xATR,vwap,vwap_slope_agreement,139,0.256,0.3165,0.2242,-0.2565,-35.658,-38.996,158,sub_floor
on_lo,lower,break_and_retest,full_rth,retest_limit,1.0xATR,prior_day_mid,none,575,1.061,0.3409,0.6007,-0.3294,-189.382,-199.459,239,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,389,0.718,0.3445,0.6634,-0.2665,-103.651,-109.729,158,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,1.0xATR,1.5R,none,1546,2.852,0.3907,0.5293,-0.3876,-599.173,-605.334,239,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,1016,1.875,0.3957,0.5447,-0.3684,-374.292,-382.346,158,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,1.0xATR,2R,none,1546,2.852,0.3338,0.584,-0.3747,-579.353,-596.246,239,dead
on_lo,lower,break_and_retest,full_rth,retest_limit,1.0xATR,2R,vwap_slope_agreement,1016,1.875,0.3445,0.6173,-0.3361,-341.472,-355.759,158,dead
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,beyond_extreme_2tk,vwap,none,331,0.611,0.3686,0.5008,-0.333,-110.214,-109.917,0,dead
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,10,0.018,0.4,0.2789,-0.6861,-6.861,-7.404,0,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,435,0.803,0.3149,0.6724,-0.2646,-115.09,-126.229,0,dead
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,32,0.059,0.375,0.6092,-0.2474,-7.917,-9.99,0,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,beyond_extreme_2tk,1.5R,none,785,1.448,0.3898,0.5824,-0.3288,-258.124,-256.001,0,dead
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,67,0.124,0.3881,0.5811,-0.3325,-22.277,-27.686,0,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,beyond_extreme_2tk,2R,none,785,1.448,0.3274,0.6078,-0.3404,-267.215,-265.091,0,dead
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,67,0.124,0.3134,0.5704,-0.3839,-25.719,-31.782,0,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,1.0xATR,vwap,none,331,0.611,0.4713,0.6113,-0.1659,-54.907,-59.551,0,dead
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,10,0.018,0.7,1.1664,0.0708,0.708,-2.17,0,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,1.0xATR,prior_day_mid,none,435,0.803,0.3632,0.6851,-0.2143,-93.241,-98.804,0,dead
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,32,0.059,0.4062,0.9426,-0.0299,-0.956,-4.837,0,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,1.0xATR,1.5R,none,785,1.448,0.386,0.6452,-0.2675,-209.968,-211.366,0,dead
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,67,0.124,0.3284,0.4733,-0.452,-30.283,-32.159,0,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,1.0xATR,2R,none,785,1.448,0.335,0.7065,-0.2395,-188.009,-189.077,0,dead
on_lo,lower,first_touch_rejection,0930_1030,next_bar_open,1.0xATR,2R,vwap_slope_agreement,67,0.124,0.3134,0.6113,-0.3405,-22.814,-27.69,0,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,beyond_extreme_2tk,vwap,none,427,0.788,0.4239,0.7303,-0.2254,-96.249,-105.809,121,dead
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,10,0.018,0.1,0.2021,-1.6051,-16.051,-17.834,7,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,beyond_extreme_2tk,prior_day_mid,none,400,0.738,0.26,0.6179,-0.4259,-170.378,-168.388,121,dead
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,32,0.059,0.4062,0.8245,-0.1252,-4.007,-9.262,7,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,beyond_extreme_2tk,1.5R,none,664,1.225,0.491,0.6682,-0.2285,-151.756,-159.617,121,dead
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,60,0.111,0.4167,0.5957,-0.3081,-18.487,-25.156,7,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,beyond_extreme_2tk,2R,none,664,1.225,0.4548,0.7331,-0.2154,-143.031,-156.304,121,dead
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,60,0.111,0.4167,0.6784,-0.2761,-16.568,-24.238,7,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,1.0xATR,vwap,none,427,0.788,0.5878,0.8078,-0.0669,-28.555,-48.548,121,dead
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,1.0xATR,vwap,vwap_slope_agreement,10,0.018,0.6,1.2895,0.1582,1.582,-1.749,7,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,1.0xATR,prior_day_mid,none,400,0.738,0.4025,0.8139,-0.1214,-48.548,-58.814,121,dead
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,32,0.059,0.5625,1.9603,0.3921,12.548,-2.827,7,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,1.0xATR,1.5R,none,664,1.225,0.4036,0.6973,-0.2209,-146.704,-162.832,121,dead
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,60,0.111,0.45,0.8048,-0.14,-8.402,-16.143,7,sub_floor
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,1.0xATR,2R,none,664,1.225,0.3524,0.7583,-0.1914,-127.119,-152.746,121,dead
on_lo,lower,first_touch_rejection,0930_1030,retest_limit,1.0xATR,2R,vwap_slope_agreement,60,0.111,0.4167,0.9801,-0.015,-0.902,-15.143,7,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,beyond_extreme_2tk,vwap,none,292,0.539,0.4007,0.6833,-0.2464,-71.954,-72.299,0,dead
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,19,0.035,0.3158,0.2419,-0.8182,-15.545,-17.947,0,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,268,0.494,0.3209,0.6987,-0.2416,-64.751,-64.812,0,dead
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,81,0.149,0.321,0.3598,-0.4999,-40.494,-42.45,0,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,beyond_extreme_2tk,1.5R,none,473,0.873,0.4186,0.6457,-0.2638,-124.783,-127.285,0,dead
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,148,0.273,0.3851,0.5778,-0.3287,-48.653,-55.576,0,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,beyond_extreme_2tk,2R,none,473,0.873,0.3214,0.5852,-0.3614,-170.947,-176.95,0,dead
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,148,0.273,0.3108,0.583,-0.3603,-53.324,-60.787,0,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,1.0xATR,vwap,none,292,0.539,0.476,0.7412,-0.1613,-47.1,-50.825,0,dead
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,19,0.035,0.5263,0.5919,-0.2726,-5.179,-8.377,0,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,1.0xATR,prior_day_mid,none,268,0.494,0.3545,0.6792,-0.2259,-60.547,-62.744,0,dead
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,81,0.149,0.3333,0.4764,-0.3766,-30.506,-33.149,0,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,1.0xATR,1.5R,none,473,0.873,0.408,0.6773,-0.24,-113.538,-114.046,0,dead
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,148,0.273,0.3919,0.62,-0.2874,-42.531,-48.968,0,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,1.0xATR,2R,none,473,0.873,0.3531,0.7454,-0.2068,-97.804,-100.952,0,dead
on_lo,lower,first_touch_rejection,1000_1130,next_bar_open,1.0xATR,2R,vwap_slope_agreement,148,0.273,0.3378,0.6878,-0.2572,-38.062,-43.999,0,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,beyond_extreme_2tk,vwap,none,255,0.47,0.2706,0.4451,-0.6812,-173.702,-172.298,75,dead
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,18,0.033,0.1111,0.1809,-1.5274,-27.493,-31.059,21,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,beyond_extreme_2tk,prior_day_mid,none,253,0.467,0.2846,0.7137,-0.2969,-75.105,-77.389,75,dead
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,79,0.146,0.3038,0.4247,-0.5404,-42.69,-45.202,21,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,beyond_extreme_2tk,1.5R,none,398,0.734,0.5151,0.7265,-0.1845,-73.415,-83.263,75,dead
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,127,0.234,0.4488,0.6539,-0.2533,-32.173,-34.644,21,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,beyond_extreme_2tk,2R,none,398,0.734,0.4523,0.7563,-0.1947,-77.505,-87.073,75,dead
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,127,0.234,0.4094,0.6934,-0.2564,-32.565,-39.566,21,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,1.0xATR,vwap,none,255,0.47,0.4471,0.7203,-0.1919,-48.946,-59.601,75,dead
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,1.0xATR,vwap,vwap_slope_agreement,18,0.033,0.4444,0.642,-0.2764,-4.976,-8.101,21,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,1.0xATR,prior_day_mid,none,253,0.467,0.3953,0.9065,-0.062,-15.689,-37.202,75,dead
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,79,0.146,0.3671,0.6127,-0.2797,-22.099,-23.174,21,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,1.0xATR,1.5R,none,398,0.734,0.4296,0.7423,-0.1843,-73.342,-72.329,75,dead
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,127,0.234,0.4094,0.6867,-0.2304,-29.267,-33.963,21,sub_floor
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,1.0xATR,2R,none,398,0.734,0.3543,0.753,-0.1993,-79.323,-82.392,75,dead
on_lo,lower,first_touch_rejection,1000_1130,retest_limit,1.0xATR,2R,vwap_slope_agreement,127,0.234,0.3701,0.8155,-0.1438,-18.267,-33.073,21,sub_floor
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,vwap,none,730,1.347,0.3315,0.5396,-0.3755,-274.132,-276.395,0,dead
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,23,0.042,0.4348,0.4606,-0.4808,-11.059,-16.677,0,sub_floor
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,789,1.456,0.2928,0.6334,-0.3096,-244.274,-259.041,0,dead
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,140,0.258,0.2929,0.4757,-0.421,-58.945,-63.584,0,sub_floor
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,1.5R,none,1385,2.555,0.3964,0.585,-0.3229,-447.231,-447.669,0,dead
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,248,0.458,0.4194,0.6687,-0.2416,-59.91,-67.816,0,dead
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,2R,none,1385,2.555,0.322,0.5801,-0.3663,-507.269,-507.707,0,dead
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,248,0.458,0.3427,0.6558,-0.2825,-70.07,-80.977,0,dead
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,1.0xATR,vwap,none,730,1.347,0.3973,0.5898,-0.2664,-194.454,-200.926,0,dead
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,23,0.042,0.5652,0.7779,-0.1364,-3.137,-8.377,0,sub_floor
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,1.0xATR,prior_day_mid,none,789,1.456,0.3295,0.6154,-0.286,-225.679,-236.36,0,dead
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,140,0.258,0.3,0.5163,-0.378,-52.913,-57.919,0,sub_floor
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,1.0xATR,1.5R,none,1385,2.555,0.3993,0.6516,-0.2613,-361.914,-365.673,0,dead
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,248,0.458,0.4274,0.6975,-0.2228,-55.25,-61.336,0,dead
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,1.0xATR,2R,none,1385,2.555,0.3336,0.6721,-0.2727,-377.713,-379.917,0,dead
on_lo,lower,first_touch_rejection,full_rth,next_bar_open,1.0xATR,2R,vwap_slope_agreement,248,0.458,0.3508,0.7021,-0.2472,-61.305,-69.081,0,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,vwap,none,770,1.421,0.313,0.4977,-0.5354,-412.285,-409.77,232,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,21,0.039,0.1905,0.5251,-0.7652,-16.07,-26.639,46,sub_floor
on_lo,lower,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,prior_day_mid,none,723,1.334,0.2365,0.5323,-0.5362,-387.675,-385.685,232,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,126,0.232,0.254,0.4603,-0.5392,-67.945,-71.66,46,sub_floor
