idx,detector,c,p,W,trig_tk,E,exit_mode,Rmult,trail_atr,n,pf,wr,net,expR,is_n,is_pf,oos_n,oos_pf,minyr_pf
140,ratio,2.0,,12,4,8,R,1.5,2.0,489,1.0660672340685153,45.807770961145195,1082.875,0.05186266570022397,305,1.2304818032687284,184,0.9002726381570886,0.7257432141318397
141,ratio,2.0,,12,4,8,R,2.0,2.0,486,1.14757240842244,44.03292181069959,2463.5,0.09159937782204126,302,1.369174654850184,184,0.9287797619047619,0.7747312730937185
142,ratio,2.0,,12,4,8,trail,2.0,2.0,519,0.9392994924529683,39.113680154142585,-655.2142857142771,0.03731641734741663,322,1.135079626086896,197,0.7296378772825427,0.49535476444956655
143,ratio,2.0,,12,4,8,trail,2.0,3.0,496,1.2043813212702696,40.92741935483871,2559.160714285681,0.17595274420506543,304,1.5398940761738213,192,0.8521477557749948,0.8254203632210951
144,pctile,,0.2,4,1,4,R,1.5,2.0,2356,1.0280751359588836,42.402376910016976,1879.125,-0.015858632087780586,1615,1.0052584529631383,741,1.0685115195443955,0.961587789017341
145,pctile,,0.2,4,1,4,R,2.0,2.0,2162,1.013181022682645,38.066604995374654,864.25,-0.03048243992188618,1476,0.9901100155620046,686,1.0532449916527546,0.8389199927758714
146,pctile,,0.2,4,1,4,trail,2.0,2.0,3069,0.8964041529180754,35.77712609970675,-5848.607142857127,-0.04546810120024421,2067,0.9261330801832228,1002,0.849956152650374,0.7536212635971452
147,pctile,,0.2,4,1,4,trail,2.0,3.0,2469,1.0254277080441896,34.91292021061158,1487.2857142856774,-0.0029360274682993025,1670,1.0398842451422372,799,1.0015627351993346,0.8795505429012883
148,pctile,,0.2,4,1,8,R,1.5,2.0,2280,1.0145060159295034,42.719298245614034,963.0,-0.01923378240844049,1569,0.9931963416779035,711,1.0527770465912083,0.9176225125290948
149,pctile,,0.2,4,1,8,R,2.0,2.0,2099,1.0074365737928064,38.58980466888995,483.5,-0.029580603137473814,1438,0.9722090872633463,661,1.0707227114853168,0.8288110330956956
150,pctile,,0.2,4,1,8,trail,2.0,2.0,3051,0.9188440438492786,35.88987217305801,-4498.749999999989,-0.0311215287995331,2055,0.938460877735657,996,0.8874997071002255,0.7749312180655323
151,pctile,,0.2,4,1,8,trail,2.0,3.0,2438,1.0322507240062135,35.27481542247744,1870.2857142856901,0.0010426494381911462,1656,1.0298383191348177,782,1.036394355448106,0.9097640899889287
152,pctile,,0.2,4,4,4,R,1.5,2.0,2340,1.020658256804079,42.136752136752136,1390.75,-0.021954319192604085,1601,1.0032720063627218,739,1.0509049658666612,0.9650338382210764
153,pctile,,0.2,4,4,4,R,2.0,2.0,2148,1.0055473260981287,37.988826815642454,367.0,-0.03489955031437521,1465,0.9808621540180561,683,1.0486413015283413,0.8385822530254605
154,pctile,,0.2,4,4,4,trail,2.0,2.0,3065,0.8797352992759254,35.43230016313213,-6857.3214285714075,-0.05309841087165225,2063,0.9107217981540783,1002,0.8314830624532495,0.7275280191411679
155,pctile,,0.2,4,4,4,trail,2.0,3.0,2466,1.005795779325973,34.79318734793188,343.0714285713966,-0.012086038505086017,1668,1.0176816690459118,798,0.9860669227429952,0.8547611394095236
156,pctile,,0.2,4,4,8,R,1.5,2.0,2252,1.0229656036299921,42.761989342806395,1517.125,-0.0164052389952817,1549,0.9975813143290942,703,1.0686999024555748,0.9327266162603007
157,pctile,,0.2,4,4,8,R,2.0,2.0,2074,1.003968757083636,38.52459016393443,258.25,-0.03457218839208016,1421,0.9599755121933824,653,1.0843908905211004,0.8341005505912086
158,pctile,,0.2,4,4,8,trail,2.0,2.0,3044,0.9053240101465732,35.7095926412615,-5289.249999999991,-0.03761731023201218,2048,0.9256380724079921,996,0.8729521583061834,0.7591456437160025
159,pctile,,0.2,4,4,8,trail,2.0,3.0,2432,1.0157794767314818,35.36184210526316,923.3214285714093,-0.006401514139586911,1651,1.010478056513128,781,1.0249536067569551,0.8957933650451577
160,pctile,,0.2,6,1,4,R,1.5,2.0,1976,0.9684439211836262,42.3582995951417,-2057.125,-0.05022468684795434,1348,0.9790645016397679,628,0.9508729068051102,0.8948137395369882
161,pctile,,0.2,6,1,4,R,2.0,2.0,1828,0.9797594332641314,40.31728665207878,-1265.0,-0.044554599155356124,1253,0.9519845305809822,575,1.0285301672344038,0.8508114264022018
162,pctile,,0.2,6,1,4,trail,2.0,2.0,3030,0.8798722778325038,35.34653465346535,-6763.821428571411,-0.041444826073994044,2044,0.9070910627005231,986,0.8369603943243964,0.7128262746237848
163,pctile,,0.2,6,1,4,trail,2.0,3.0,2360,1.0283214631252926,36.35593220338983,1631.9464285713912,-0.005278633082226915,1604,1.0500672608037664,756,0.9918281369048495,0.8378145580995695
164,pctile,,0.2,6,1,8,R,1.5,2.0,1923,0.9654226632561866,42.74570982839314,-2244.0,-0.044322659056221105,1311,0.9820547580580264,612,0.9380182569228416,0.8889735342249309
165,pctile,,0.2,6,1,8,R,2.0,2.0,1781,0.9826299531616868,40.81976417742841,-1078.25,-0.04286417695013369,1219,0.9552924209647425,562,1.0305408671167426,0.8750387657001085
166,pctile,,0.2,6,1,8,trail,2.0,2.0,3021,0.8824278029994839,35.187024164184045,-6595.535714285699,-0.033807488249714114,2037,0.9068504203917557,984,0.8438609886456001,0.7062623432891665
167,pctile,,0.2,6,1,8,trail,2.0,3.0,2334,1.036042814403599,36.67523564695801,2055.589285714257,0.0010601439899844223,1585,1.0642413303230425,749,0.989560814536745,0.8434813155549374
168,pctile,,0.2,6,4,4,R,1.5,2.0,1948,0.9625239564973099,42.19712525667351,-2434.5,-0.05424625929187,1328,0.9721202343865896,620,0.9466918888050417,0.889732328777496
169,pctile,,0.2,6,4,4,R,2.0,2.0,1808,0.9690594948326084,40.15486725663717,-1938.5,-0.047305260866753886,1235,0.9426090453271674,573,1.0150892232330302,0.8263229823096196
170,pctile,,0.2,6,4,4,trail,2.0,2.0,3014,0.8698326360096722,35.33510285335103,-7365.571428571411,-0.045454185900375074,2032,0.8945777955266635,982,0.8306005757067423,0.7148535628610869
171,pctile,,0.2,6,4,4,trail,2.0,3.0,2350,1.0141645510038655,36.17021276595745,821.642857142826,-0.01032038066793014,1599,1.0298315810972511,751,0.9874834410634986,0.8450948465006981
172,pctile,,0.2,6,4,8,R,1.5,2.0,1899,0.9591787188291194,42.548709847288045,-2648.25,-0.05107831771262974,1292,0.9714462720317195,607,0.9389898248404396,0.8709248045593446
173,pctile,,0.2,6,4,8,R,2.0,2.0,1762,0.9692987561360343,40.69239500567537,-1912.25,-0.04860004257163425,1203,0.9431587725782301,559,1.014836011446181,0.8464097159101898
174,pctile,,0.2,6,4,8,trail,2.0,2.0,3007,0.8707616477592607,35.01829065513801,-7296.714285714264,-0.037533951100043525,2024,0.9005722304966417,983,0.8240733977121655,0.6946307130982973
175,pctile,,0.2,6,4,8,trail,2.0,3.0,2329,1.0151309572956784,36.496350364963504,872.428571428547,-0.00748622205763663,1582,1.0417797188589435,747,0.9710066252945595,0.8276724699869188
176,pctile,,0.2,12,1,4,R,1.5,2.0,1496,0.995897813047729,45.98930481283423,-232.875,-0.025412789491485035,1014,1.0338915470494419,482,0.9371003208652142,0.8650076863950807
177,pctile,,0.2,12,1,4,R,2.0,2.0,1446,1.00960905266836,44.46749654218534,536.25,-0.016288453351217015,980,1.0453977052513035,466,0.9530180388529139,0.8675910472033209
178,pctile,,0.2,12,1,4,trail,2.0,2.0,2847,0.8797791259510217,34.98419388830348,-6390.035714285657,-0.024540475669063217,1927,0.9013424659323157,920,0.8449776328985213,0.689878120610758
179,pctile,,0.2,12,1,4,trail,2.0,3.0,2149,1.0407613741875579,36.76128431828757,2194.999999999991,0.011228380628547897,1461,1.0772190241491955,688,0.981260757390086,0.8436167990690124
180,pctile,,0.2,12,1,8,R,1.5,2.0,1464,0.9736283008249609,45.96994535519126,-1511.25,-0.033870165540395895,991,1.0024579105248805,473,0.9289306496656542,0.7986249563233511
181,pctile,,0.2,12,1,8,R,2.0,2.0,1414,0.9871646159199807,44.554455445544555,-719.25,-0.02748852811130795,957,1.004017844168677,457,0.9603514044619119,0.7902635048870843
182,pctile,,0.2,12,1,8,trail,2.0,2.0,2876,0.8514225734975592,34.21418636995828,-8108.857142857094,-0.03255524202343168,1948,0.8751366149210025,928,0.813266156294178,0.6696173729511684
183,pctile,,0.2,12,1,8,trail,2.0,3.0,2181,1.0047998800750682,36.17606602475929,267.5892857142753,-0.0007703635377225213,1484,1.0482651478605483,697,0.9346281748195109,0.8053441335318915
184,pctile,,0.2,12,4,4,R,1.5,2.0,1483,1.0027977990647357,46.25758597437626,157.5,-0.02315069324588045,1003,1.031673285001275,480,0.9577286994495746,0.8669966142632248
185,pctile,,0.2,12,4,4,R,2.0,2.0,1434,1.0136004791692,44.97907949790795,755.0,-0.013391406469159163,968,1.0410301627539587,466,0.9701707850528177,0.8556142838726312
186,pctile,,0.2,12,4,4,trail,2.0,2.0,2822,0.8726555086713379,34.975194897236,-6758.035714285657,-0.025624516676663784,1905,0.900388386115416,917,0.828524892054215,0.6811815945659305
187,pctile,,0.2,12,4,4,trail,2.0,3.0,2133,1.0356503306292724,36.94327238631036,1915.446428571422,0.01270177977184776,1448,1.0787939003612412,685,0.9657999580442338,0.8424862873270156
188,pctile,,0.2,12,4,8,R,1.5,2.0,1450,0.9787406664731801,46.275862068965516,-1208.625,-0.031839661827377456,981,1.0036544586562282,469,0.9399572769689134,0.8023866597186035
189,pctile,,0.2,12,4,8,R,2.0,2.0,1402,0.9914900312436782,45.14978601997147,-473.25,-0.02414596010196205,948,1.0028340613267497,454,0.973333800956289,0.7979007633587786
190,pctile,,0.2,12,4,8,trail,2.0,2.0,2851,0.8427674027440244,34.093300596282006,-8570.035714285666,-0.034644624688407184,1927,0.8690022580111354,924,0.8010816165893127,0.6570271346996611
191,pctile,,0.2,12,4,8,trail,2.0,3.0,2164,1.0038733016615433,36.367837338262476,214.48214285713402,0.00021828365790125498,1470,1.053384367974102,694,0.9249136248124589,0.8054194344213759
192,pctile,,0.3,4,1,4,R,1.5,2.0,2424,0.9887517440495103,41.5016501650165,-814.25,-0.034439065216355785,1655,0.9900158713596099,769,0.9866098430215787,0.8492807578356464
193,pctile,,0.3,4,1,4,R,2.0,2.0,2231,0.9787813281329896,37.56163155535634,-1504.25,-0.04907618725157301,1517,0.9610549391553329,714,1.0090401412820391,0.8823609226594301
194,pctile,,0.3,4,1,4,trail,2.0,2.0,3182,0.868971843121995,35.35512256442489,-7912.785714285683,-0.054509190231197595,2133,0.88814439878224,1049,0.8394491692176445,0.8228343277918208
195,pctile,,0.3,4,1,4,trail,2.0,3.0,2585,1.0100583787239443,35.08704061895551,629.3392857142571,-0.013883041371634399,1739,1.0075768672334016,846,1.0141680103155846,0.94474554777139
196,pctile,,0.3,4,1,8,R,1.5,2.0,2340,0.9726416367606702,41.70940170940171,-1976.375,-0.03364594875589227,1600,0.9763583038947032,740,0.9663424324097476,0.8147731460826722
197,pctile,,0.3,4,1,8,R,2.0,2.0,2155,0.9737551501511661,38.05104408352668,-1842.5,-0.043552339789936716,1473,0.9472932398216406,682,1.0199313789699025,0.873018552593818
198,pctile,,0.3,4,1,8,trail,2.0,2.0,3164,0.890318761796905,35.556257901390644,-6485.392857142826,-0.04051809932286109,2120,0.8962587639657557,1044,0.8809868406749559,0.8448509542846943
199,pctile,,0.3,4,1,8,trail,2.0,3.0,2553,1.0117244093491473,35.21347434390913,727.7499999999836,-0.012223398679424314,1726,0.9947246500235651,827,1.0409673137963198,0.9463374355708241
200,pctile,,0.3,4,4,4,R,1.5,2.0,2401,0.9816864816503501,41.44106622240733,-1330.5,-0.04020101957331859,1637,0.9925432381918524,764,0.9636579202753923,0.8424808438456589
201,pctile,,0.3,4,4,4,R,2.0,2.0,2219,0.96852237526033,37.53943217665615,-2248.25,-0.05420969553028343,1508,0.9518034860369906,711,0.9971071675851014,0.8767841194412146
202,pctile,,0.3,4,4,4,trail,2.0,2.0,3171,0.8592982080001511,35.16240933459476,-8531.39285714282,-0.059095906868173974,2123,0.8841891102785847,1048,0.821301387700436,0.799669538346662
203,pctile,,0.3,4,4,4,trail,2.0,3.0,2582,0.9883379066204346,34.81797056545314,-739.285714285741,-0.02473731040646483,1735,0.9875820172745985,847,0.9895876388059451,0.9336070181550411
204,pctile,,0.3,4,4,8,R,1.5,2.0,2310,0.9775403371379378,41.94805194805195,-1617.5,-0.03003498734380545,1578,0.9859062375227363,732,0.9635385729135729,0.8213028169014085
205,pctile,,0.3,4,4,8,R,2.0,2.0,2134,0.9681784227937253,38.0506091846298,-2236.5,-0.047296512360220914,1457,0.9458229524386685,677,1.006888979575973,0.8827039797955111
206,pctile,,0.3,4,4,8,trail,2.0,2.0,3151,0.8797476347523621,35.44906378927325,-7141.392857142826,-0.04495962544252247,2107,0.89327968189155,1044,0.8587870101401851,0.8125111536274735
207,pctile,,0.3,4,4,8,trail,2.0,3.0,2547,0.9910630565693765,35.100117785630154,-561.4821428571613,-0.021986408117984153,1718,0.9785842074826033,829,1.0123181418292035,0.9397909284493865
208,pctile,,0.3,6,1,4,R,1.5,2.0,2045,0.9375769466845958,42.00488997555013,-4398.5,-0.06359185815608376,1398,0.9347038236907125,647,0.9424176033530196,0.8104524805379335
209,pctile,,0.3,6,1,4,R,2.0,2.0,1886,0.9970497011876844,40.66808059384942,-195.0,-0.03872191721375994,1292,0.9704901006941751,594,1.0429974288281032,0.8493920542909656
210,pctile,,0.3,6,1,4,trail,2.0,2.0,3147,0.8468651034476236,34.9857006673022,-9246.142857142826,-0.05316424080313015,2113,0.8543081940930967,1034,0.8351753949827205,0.7911246459633581
211,pctile,,0.3,6,1,4,trail,2.0,3.0,2479,1.0001499004499885,36.22428398547802,9.303571428539726,-0.016607021901606206,1679,1.007050047381946,800,0.9886128197262981,0.906373033522773
212,pctile,,0.3,6,1,8,R,1.5,2.0,1983,0.9348021758697609,42.208774583963695,-4581.5,-0.05961194557614868,1354,0.925571225167808,629,0.9504971420337192,0.8330639716863403
213,pctile,,0.3,6,1,8,R,2.0,2.0,1831,0.986281664975849,40.68814855270344,-906.0,-0.045040292905525886,1250,0.9518683088301076,581,1.0460691970530636,0.8249573131017972
214,pctile,,0.3,6,1,8,trail,2.0,2.0,3132,0.8532282811577652,34.83397190293742,-8773.321428571397,-0.04498733211971388,2104,0.866782711714974,1028,0.8322756891925608,0.779198394624325
215,pctile,,0.3,6,1,8,trail,2.0,3.0,2456,1.0105689880252813,36.726384364820845,649.4107142856883,-0.010660903882225141,1662,1.0326632564301046,794,0.9746586269697086,0.9075428696133747
216,pctile,,0.3,6,4,4,R,1.5,2.0,2015,0.9379235889291386,42.18362282878412,-4348.375,-0.05983719873308433,1378,0.9388655510148171,637,0.9363516872874817,0.8318416947204204
217,pctile,,0.3,6,4,4,R,2.0,2.0,1865,0.9834670337316138,40.53619302949062,-1099.0,-0.04021329375974463,1273,0.9568744866010309,592,1.0291026099392206,0.8144074306865005
218,pctile,,0.3,6,4,4,trail,2.0,2.0,3129,0.8405189599567795,34.899328859060404,-9656.964285714248,-0.05485608153580751,2101,0.8480276174991785,1028,0.8286760961595472,0.78109107528669
219,pctile,,0.3,6,4,4,trail,2.0,3.0,2466,0.9847609983411598,35.9286293592863,-953.2678571428878,-0.021451312182928287,1672,0.9877082542168691,794,0.9797765152824668,0.9039531351882257
220,pctile,,0.3,6,4,8,R,1.5,2.0,1961,0.9364980997828323,42.3763386027537,-4444.625,-0.05899432455636976,1338,0.9299486519719464,623,0.9475283785856726,0.8333945413571489
221,pctile,,0.3,6,4,8,R,2.0,2.0,1813,0.9758036236119229,40.65085493656922,-1604.25,-0.04783376584334643,1235,0.9441815841536958,578,1.0302896512069657,0.8043520089559026
222,pctile,,0.3,6,4,8,trail,2.0,2.0,3113,0.8437769067201992,34.50048185030517,-9383.071428571386,-0.04700764883392796,2088,0.8636250600808552,1025,0.81338196180668,0.7557620833043733
223,pctile,,0.3,6,4,8,trail,2.0,3.0,2445,0.9907482147507698,36.48261758691206,-574.1071428571704,-0.017777014889612638,1655,1.0129114310943637,790,0.9546613784465697,0.8802443464017209
224,pctile,,0.3,12,1,4,R,1.5,2.0,1548,0.977807834472505,45.73643410852713,-1343.375,-0.027478481517499417,1044,0.9878185655142749,504,0.961850379782094,0.8538539415532582
225,pctile,,0.3,12,1,4,R,2.0,2.0,1491,0.9988904146278212,44.60093896713615,-65.25,-0.020025901841476044,1005,1.0066237413521475,486,0.9862382750776059,0.8536036916819835
226,pctile,,0.3,12,1,4,trail,2.0,2.0,2971,0.8786691740823941,34.90407270279367,-6827.4285714285,-0.02640483375080458,2001,0.8833621845993014,970,0.8711538842549498,0.7698944029568972
227,pctile,,0.3,12,1,4,trail,2.0,3.0,2260,1.0358322552273858,36.991150442477874,2054.5178571428332,0.008399674059323473,1526,1.048879754002569,734,1.0146761906239248,0.8957246066259559
228,pctile,,0.3,12,1,8,R,1.5,2.0,1514,0.9568435925789409,45.70673712021136,-2634.375,-0.036003402284678195,1019,0.9680617700527944,495,0.9392593137821894,0.7879538577912254
229,pctile,,0.3,12,1,8,R,2.0,2.0,1455,0.979000457340312,44.74226804123712,-1239.75,-0.02832666087088775,979,0.9792896571561631,476,0.9785319635209798,0.7896885773164108
230,pctile,,0.3,12,1,8,trail,2.0,2.0,2999,0.8555796686328266,34.34478159386462,-8292.32142857137,-0.03302074368743377,2023,0.8599873657612132,976,0.8485269953810937,0.7408026242506394
231,pctile,,0.3,12,1,8,trail,2.0,3.0,2289,1.0031735321127981,36.52249890782001,187.28571428569376,-0.002338153796755553,1548,1.0287052602742965,741,0.9625370626102261,0.8632038359336717
232,pctile,,0.3,12,4,4,R,1.5,2.0,1531,0.9902554157521738,46.11365120836055,-581.625,-0.019742214566787035,1032,0.9964610442641695,499,0.9803239227987627,0.8620243921692453
233,pctile,,0.3,12,4,4,R,2.0,2.0,1478,1.0063043860514387,45.19621109607578,367.5,-0.014537723742454328,994,1.0070538817075783,484,1.005077577237979,0.8475867240222582
234,pctile,,0.3,12,4,4,trail,2.0,2.0,2943,0.874504771650193,34.862385321100916,-7034.35714285707,-0.026804748654663604,1980,0.8808987902812326,963,0.8642853950106547,0.7594314582485469
235,pctile,,0.3,12,4,4,trail,2.0,3.0,2239,1.033288436298939,37.11478338543993,1897.7321428571267,0.010421759900916254,1511,1.0482565636753847,728,1.0090024224969372,0.8933683148688291
236,pctile,,0.3,12,4,8,R,1.5,2.0,1497,0.9691449845018573,46.22578490313961,-1856.5,-0.02789661824717918,1009,0.9854318276372416,488,0.9437551167958491,0.8070497699060288
237,pctile,,0.3,12,4,8,R,2.0,2.0,1442,0.9867077197144558,45.35367545076283,-776.0,-0.023208614031760135,971,0.985508249842481,471,0.9886521797692274,0.8036395079196635
238,pctile,,0.3,12,4,8,trail,2.0,2.0,2971,0.8490528734370487,34.19723998653652,-8643.74999999994,-0.03457341448788165,2003,0.8534421247826695,968,0.8420567294423329,0.7282051505588223
239,pctile,,0.3,12,4,8,trail,2.0,3.0,2266,1.0072000977405458,36.760812003530454,419.89285714284233,0.0003449147209854452,1532,1.035294699179458,734,0.9626474801004292,0.8623386722897681
