level,model,params,verdict,n,pf,freq_tr_wk,last6_pos,last6_of,canary_pass,label,reasons,per_year_pf
PRIOR_CLOSE_hi,failed_break_back_into_range,"{'fb_bars': 2, 'exit_type': 'exit3'}",DEAD,3350,0.668,5.191,0,6,,,PF 0.668 < 1.15; only 0/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.837, 2015: 0.462, 2016: 0.664, 2017: 0.327, 2018: 0.662, 2019: 0.968, 2020: 0.743, 2021: 0.722, 2022: 0.743, 2023: 0.631, 2024: 0.695, 2025: 0.744, 2026: 0.931}"
PRIOR_CLOSE_hi,failed_break_back_into_range,"{'fb_bars': 4, 'exit_type': 1.5}",DEAD,5311,0.717,8.23,0,6,,,PF 0.717 < 1.15; only 0/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.837, 2015: 0.485, 2016: 0.746, 2017: 0.362, 2018: 0.735, 2019: 0.94, 2020: 0.722, 2021: 0.8, 2022: 0.809, 2023: 0.747, 2024: 0.767, 2025: 0.827, 2026: 1.039}"
PRIOR_CLOSE_hi,failed_break_back_into_range,"{'fb_bars': 4, 'exit_type': 'exit3'}",DEAD,5311,0.68,8.23,0,6,,,PF 0.680 < 1.15; only 0/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.785, 2015: 0.453, 2016: 0.681, 2017: 0.312, 2018: 0.699, 2019: 0.95, 2020: 0.704, 2021: 0.75, 2022: 0.841, 2023: 0.67, 2024: 0.694, 2025: 0.795, 2026: 0.981}"
PRIOR_CLOSE_lo,sweep_reclaim_reversal,"{'tick_mult': 1, 'reclaim_bars': 1, 'exit_type': 1.5}",DEAD,5953,0.784,9.225,1,6,,,PF 0.784 < 1.15; only 1/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.563, 2015: 0.69, 2016: 0.738, 2017: 0.737, 2018: 0.8, 2019: 0.802, 2020: 0.881, 2021: 0.756, 2022: 0.666, 2023: 1.041, 2024: 0.878, 2025: 0.916, 2026: 1.363}"
PRIOR_CLOSE_lo,sweep_reclaim_reversal,"{'tick_mult': 1, 'reclaim_bars': 1, 'exit_type': 'exit3'}",DEAD,5953,0.748,9.225,1,6,,,PF 0.748 < 1.15; only 1/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.554, 2015: 0.62, 2016: 0.702, 2017: 0.614, 2018: 0.77, 2019: 0.759, 2020: 0.908, 2021: 0.727, 2022: 0.627, 2023: 1.097, 2024: 0.869, 2025: 0.862, 2026: 1.345}"
PRIOR_CLOSE_lo,sweep_reclaim_reversal,"{'tick_mult': 1, 'reclaim_bars': 3, 'exit_type': 1.5}",DEAD,8277,0.823,12.827,1,6,,,PF 0.823 < 1.15; only 1/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.562, 2015: 0.706, 2016: 0.756, 2017: 0.781, 2018: 0.926, 2019: 0.801, 2020: 0.953, 2021: 0.846, 2022: 0.663, 2023: 1.087, 2024: 0.954, 2025: 0.958, 2026: 1.334}"
PRIOR_CLOSE_lo,sweep_reclaim_reversal,"{'tick_mult': 1, 'reclaim_bars': 3, 'exit_type': 'exit3'}",DEAD,8277,0.785,12.827,1,6,,,PF 0.785 < 1.15; only 1/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.539, 2015: 0.648, 2016: 0.711, 2017: 0.635, 2018: 0.899, 2019: 0.784, 2020: 0.975, 2021: 0.825, 2022: 0.635, 2023: 1.128, 2024: 0.923, 2025: 0.92, 2026: 1.216}"
PRIOR_CLOSE_lo,sweep_reclaim_reversal,"{'tick_mult': 3, 'reclaim_bars': 1, 'exit_type': 1.5}",DEAD,5621,0.805,8.711,1,6,,,PF 0.805 < 1.15; only 1/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.554, 2015: 0.719, 2016: 0.784, 2017: 0.76, 2018: 0.837, 2019: 0.855, 2020: 0.91, 2021: 0.774, 2022: 0.66, 2023: 1.034, 2024: 0.876, 2025: 0.925, 2026: 1.423}"
PRIOR_CLOSE_lo,sweep_reclaim_reversal,"{'tick_mult': 3, 'reclaim_bars': 1, 'exit_type': 'exit3'}",DEAD,5621,0.775,8.711,1,6,,,PF 0.775 < 1.15; only 1/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.557, 2015: 0.642, 2016: 0.752, 2017: 0.638, 2018: 0.809, 2019: 0.826, 2020: 0.94, 2021: 0.741, 2022: 0.629, 2023: 1.097, 2024: 0.875, 2025: 0.876, 2026: 1.415}"
PRIOR_CLOSE_lo,sweep_reclaim_reversal,"{'tick_mult': 3, 'reclaim_bars': 3, 'exit_type': 1.5}",DEAD,7939,0.84,12.303,1,6,,,PF 0.840 < 1.15; only 1/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.553, 2015: 0.728, 2016: 0.782, 2017: 0.804, 2018: 0.96, 2019: 0.839, 2020: 0.976, 2021: 0.863, 2022: 0.659, 2023: 1.082, 2024: 0.953, 2025: 0.966, 2026: 1.375}"
PRIOR_CLOSE_lo,sweep_reclaim_reversal,"{'tick_mult': 3, 'reclaim_bars': 3, 'exit_type': 'exit3'}",DEAD,7939,0.806,12.303,2,6,,,PF 0.806 < 1.15; only 2/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.539, 2015: 0.667, 2016: 0.739, 2017: 0.657, 2018: 0.935, 2019: 0.835, 2020: 1.001, 2021: 0.839, 2022: 0.636, 2023: 1.128, 2024: 0.928, 2025: 0.933, 2026: 1.259}"
PRIOR_CLOSE_lo,break_retest_continuation,{'exit_type': 1.5},DEAD,8449,0.686,13.093,3,6,,,PF 0.686 < 1.15; only 3/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.412, 2015: 0.492, 2016: 0.395, 2017: 0.382, 2018: 0.599, 2019: 0.739, 2020: 0.715, 2021: 0.903, 2022: 1.011, 2023: 0.971, 2024: 1.037, 2025: 1.098, 2026: 0.665}"
PRIOR_CLOSE_lo,break_retest_continuation,{'exit_type': 'exit3'},DEAD,8449,0.619,13.093,3,6,,,PF 0.619 < 1.15; only 3/6 of last-6-full-years PF>=1.0 (need >=4),"{2014: 0.362, 2015: 0.381, 2016: 0.326, 2017: 0.301, 2018: 0.526, 2019: 0.645, 2020: 0.671, 2021: 0.871, 2022: 1.001, 2023: 0.949, 2024: 1.008, 2025: 1.133, 2026: 0.566}"
PRIOR_CLOSE_lo,failed_break_back_into_range,"{'fb_bars': 2, 'exit_type': 1.5}",DEAD,3333,0.907,5.165,4,6,,,PF 0.907 < 1.15,"{2014: 0.557, 2015: 0.78, 2016: 0.841, 2017: 0.861, 2018: 1.18, 2019: 0.906, 2020: 1.155, 2021: 0.877, 2022: 0.727, 2023: 1.126, 2024: 1.037, 2025: 1.006, 2026: 1.583}"
PRIOR_CLOSE_lo,failed_break_back_into_range,"{'fb_bars': 2, 'exit_type': 'exit3'}",DEAD,3333,0.88,5.165,4,6,,,PF 0.880 < 1.15,"{2014: 0.535, 2015: 0.788, 2016: 0.841, 2017: 0.663, 2018: 1.161, 2019: 0.944, 2020: 1.113, 2021: 0.911, 2022: 0.684, 2023: 1.216, 2024: 1.004, 2025: 1.007, 2026: 1.449}"
PRIOR_CLOSE_lo,failed_break_back_into_range,"{'fb_bars': 4, 'exit_type': 1.5}",DEAD,5165,0.916,8.004,5,6,,,PF 0.916 < 1.15,"{2014: 0.542, 2015: 0.762, 2016: 0.805, 2017: 0.903, 2018: 1.213, 2019: 0.87, 2020: 1.137, 2021: 1.013, 2022: 0.702, 2023: 1.208, 2024: 1.06, 2025: 1.014, 2026: 1.457}"
PRIOR_CLOSE_lo,failed_break_back_into_range,"{'fb_bars': 4, 'exit_type': 'exit3'}",DEAD,5165,0.885,8.004,5,6,,,PF 0.885 < 1.15,"{2014: 0.511, 2015: 0.757, 2016: 0.758, 2017: 0.737, 2018: 1.201, 2019: 0.942, 2020: 1.103, 2021: 1.042, 2022: 0.672, 2023: 1.237, 2024: 1.019, 2025: 1.027, 2026: 1.238}"
